Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Working!!,Wagnaria!!,7.64,526,1367,435,TV,13,Finished Airing,"Apr 4, 2010 to Jun 27, 2010",Spring 2010,Unknown,"Aniplex,       Rakuonsha","NIS America, Inc.",A-1 Pictures,4-koma manga,Comedy,"Romantic Subtext, Workplace",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,508"
Sugar Apple Fairy Tale Part 2,,7.64,2891,1366,58,TV,12,Finished Airing,"Jul 7, 2023 to Sep 22, 2023",Summer 2023,Fridays at 21:30 (JST),"AT-X,       flying DOG,       Crunchyroll,       Kadokawa,       BS Asahi","None found, add some",J.C.Staff,Light novel,"Adventure, Drama, Fantasy, Romance",Visual Arts,Shoujo,22 min. per ep.,PG-13 - Teens 13 or older,325
Xing Yu Siwan Nian,Forty Millenniums of Cultivation,7.64,11330,1368,2,ONA,16,Finished Airing,"Oct 4, 2022 to Jan 10, 2023",,,"Tencent Penguin Pictures,       China Literature Limited,       Yuewen Animation & Comics","None found, add some",DC Impression Vision,Web novel,"Action, Fantasy, Sci-Fi",,,21 min. per ep.,PG-13 - Teens 13 or older,20
Arashi no Yoru ni,,7.64,4546,1372,23,Movie,1,Finished Airing,"Dec 10, 2005",,,"Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       TBS,       TOHO,       SEDIC International,       Hakuhodo DY Music & Pictures,       Mainichi Shimbun","None found, add some",Group TAC,Book,"Adventure, Comedy, Drama, Fantasy",Anthropomorphic,,1 hr. 47 min.,G - All Ages,209
Yowamushi Pedal: New Generation,,7.64,2382,1369,81,TV,25,Finished Airing,"Jan 10, 2017 to Jun 27, 2017",Winter 2017,Tuesdays at 01:35 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO animation,       Akita Shoten",Discotek Media,TMS Entertainment,Manga,Sports,Racing,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,122
Aggressive Retsuko (ONA),Aggretsuko (ONA),7.64,1319,1371,182,ONA,10,Finished Airing,"Apr 20, 2018",,,"Sanrio,       Netflix","None found, add some",Fanworks,Other,Comedy,"Anthropomorphic, Workplace",,15 min. per ep.,PG-13 - Teens 13 or older,"1,320"
Bokura wa Minna Kawai-sou: Hajimete no,The Kawai Complex Guide to Manors and Hostel Behavior OVA: First Time,7.64,3121,1373,50,Special,1,Finished Airing,"Jan 30, 2015",,,"None found, add some",Sentai Filmworks,Brain's Base,Manga,Slice of Life,"Romantic Subtext, School",Seinen,23 min.,PG-13 - Teens 13 or older,41
5-toubun no Hanayome,The Quintessential Quintuplets,7.64,165,1370,955,TV,12,Finished Airing,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Fridays at 01:28 (JST),"Pony Canyon,       Kodansha,       ZERO-A,       GYAO!,       eNa",Funimation,Tezuka Productions,Manga,"Comedy, Romance","Harem, School",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"13,850"
Daa! Daa! Daa!,,7.64,4362,1374,26,TV,78,Finished Airing,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,Tuesdays at 18:00 (JST),"None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Sci-Fi",Childcare,Shoujo,25 min. per ep.,G - All Ages,244
Date A Bullet: Nightmare or Queen,,7.64,2541,1375,73,Movie,1,Finished Airing,"Nov 13, 2020",,,Nippon Columbia,"None found, add some",Geek Toys,Light novel,"Action, Sci-Fi",Isekai,,29 min.,PG-13 - Teens 13 or older,320
Digimon Tamers,,7.64,1216,1376,199,TV,51,Finished Airing,"Apr 1, 2001 to Mar 31, 2002",Spring 2001,Sundays at 09:00 (JST),"Yomiko Advertising,       Fuji TV","Saban Entertainment,       Flatiron Film Company",Toei Animation,Original,"Adventure, Comedy, Fantasy",Isekai,,25 min. per ep.,PG - Children,"1,934"
Doupo Cangqiong 2nd Season,Fights Break Sphere 2nd Season,7.64,6508,1377,9,ONA,12,Finished Airing,"Mar 3, 2018 to May 13, 2018",,,"Tencent Penguin Pictures,       China Literature Limited,       Bytehoo","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts, Mythology",,19 min. per ep.,PG-13 - Teens 13 or older,40
Feng Ling Yu Xiu 2nd Season,Soulmate Adventure Season 2,7.64,12046,1380,1,ONA,12,Finished Airing,"Jul 2, 2023 to Sep 10, 2023",,,bilibili,"None found, add some",Sunflowers,Original,"Action, Adventure",Martial Arts,,25 min. per ep.,PG-13 - Teens 13 or older,26
Doupo Cangqiong Specials,Fights Break Sphere Specials,7.64,8314,1378,5,ONA,2,Finished Airing,"Sep 30, 2017 to Oct 7, 2017",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy",Mythology,,25 min. per ep.,PG-13 - Teens 13 or older,27
Drifters: Special Edition,,7.64,3810,1379,34,OVA,1,Finished Airing,"Jun 6, 2016",,,NBCUniversal Entertainment Japan,"None found, add some",Hoods Entertainment,Manga,"Action, Adventure, Comedy, Fantasy","Adult Cast, Gore, Historical, Isekai, Military, Samurai",Seinen,41 min.,R - 17+ (violence & profanity),26
Gakuen Alice,,7.64,2083,1381,100,TV,26,Finished Airing,"Oct 30, 2004 to May 14, 2005",Fall 2004,Unknown,"Aniplex,       Sogo Vision",Nozomi Entertainment,Group TAC,Manga,"Comedy, Fantasy","Love Polygon, School, Super Power",Shoujo,25 min. per ep.,G - All Ages,"1,447"
Hachimitsu to Clover Specials,Honey and Clover Specials,7.64,4007,1382,31,Special,2,Finished Airing,"Dec 23, 2005 to Feb 24, 2006",,,"None found, add some",VIZ Media,J.C.Staff,Manga,"Comedy, Drama, Romance","Adult Cast, Visual Arts",Josei,22 min. per ep.,PG-13 - Teens 13 or older,43
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,Detective Conan Movie 10: Requiem of the Detectives Recap,7.64,6340,1385,10,TV Special,1,Finished Airing,2006,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,23 min.,PG-13 - Teens 13 or older,7
Inuyashiki,Inuyashiki: Last Hero,7.64,327,1383,651,TV,11,Finished Airing,"Oct 13, 2017 to Dec 22, 2017",Fall 2017,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Kodansha,       Fuji TV,       DMM pictures","None found, add some",MAPPA,Manga,"Action, Drama, Sci-Fi, Suspense","Gore, Psychological",Seinen,22 min. per ep.,R - 17+ (violence & profanity),"3,867"
Minami-ke,,7.64,1369,1386,173,TV,13,Finished Airing,"Oct 8, 2007 to Dec 31, 2007",Fall 2007,Mondays at Unknown,"Starchild Records,       Magic Capsule,       Eye Move,       Sunny Side Up","None found, add some",Daume,Manga,"Comedy, Slice of Life","CGDCT, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"1,068"
Machikado Mazoku,The Demon Girl Next Door,7.64,1428,1384,166,TV,12,Finished Airing,"Jul 12, 2019 to Sep 27, 2019",Summer 2019,Fridays at 01:28 (JST),"Pony Canyon,       TBS,       Houbunsha,       Medicos Entertainment,       RAY",Sentai Filmworks,J.C.Staff,4-koma manga,"Comedy, Fantasy","CGDCT, Mahou Shoujo, School",,24 min. per ep.,PG-13 - Teens 13 or older,"1,199"
Minami-ke Tadaima,,7.64,2901,1387,58,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,Unknown,"None found, add some",Funimation,feel.,Manga,"Comedy, Slice of Life","CGDCT, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,85
Nanatsu no Taizai,The Seven Deadly Sins,7.64,32,1388,2,TV,24,Finished Airing,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,Sundays at 17:00 (JST),"Aniplex,       Dentsu,       Mainichi Broadcasting System,       Kodansha,       Movic",Funimation,A-1 Pictures,Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"19,316"
Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,7.64,753,1389,321,TV,13,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",Summer 2016,Saturdays at 01:05 (JST),"Magic Capsule,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works,       BS Fuji,       Imagine","Funimation,       Crunchyroll",Madhouse,Light novel,"Action, Adventure, Fantasy",Military,,23 min. per ep.,R - 17+ (violence & profanity),"1,439"
Non Non Biyori: Okinawa e Ikukoto ni Natta,Non Non Biyori: We're Going to Okinawa,7.64,2696,1390,66,OVA,1,Finished Airing,"Jul 23, 2014",,,Media Factory,"None found, add some",SILVER LINK.,Manga,Slice of Life,"CGDCT, Iyashikei, School",Seinen,20 min.,PG-13 - Teens 13 or older,52
Rokuhou-dou Yotsuiro Biyori,Yotsuiro Biyori,7.64,3830,1391,34,TV,12,Finished Airing,"Apr 11, 2018 to Jun 27, 2018",Spring 2018,Wednesdays at 00:30 (JST),"None found, add some","None found, add some",Zexcs,Manga,"Gourmet, Slice of Life","Adult Cast, Iyashikei, Workplace",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,200
K: Missing Kings,,7.63,962,1392,255,Movie,1,Finished Airing,"Jul 12, 2014",,,"Starchild Records,       Mainichi Broadcasting System,       KlockWorx,       Glovision",VIZ Media,GoHands,Original,"Action, Fantasy",Super Power,,1 hr. 13 min.,PG-13 - Teens 13 or older,653
Kidou Senshi Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,7.63,3775,1394,35,TV,22,Finished Airing,"Apr 3, 2016 to Sep 11, 2016",Spring 2016,Sundays at 07:00 (JST),"Bandai Visual,       Sotsu,       Kadokawa Shoten,       Asatsu DK,       Tohokushinsha Film Corporation,       Nagoya Broadcasting Network",NYAV Post,Sunrise,Novel,"Action, Drama, Sci-Fi","Mecha, Military, Space",,23 min. per ep.,PG-13 - Teens 13 or older,176
Kengan Ashura Season 2,,7.63,3958,1393,32,ONA,12,Finished Airing,"Sep 21, 2023",,,"Pony Canyon,       Shogakukan,       Netflix","None found, add some",Larx Entertainment,Web manga,Action,Martial Arts,,25 min. per ep.,R - 17+ (violence & profanity),121
Kimagure Orange☆Road: Ano Hi ni Kaeritai,Kimagure Orange Road: I Want to Return to That Day,7.63,6282,1395,10,Movie,1,Finished Airing,"Oct 1, 1988",,,"None found, add some","AnimEigo,       Discotek Media",Pierrot,Manga,"Comedy, Drama, Romance",,Shounen,1 hr. 9 min.,R - 17+ (violence & profanity),53
Kyoukai no Kanata: Shinonome,Beyond the Boundary: Daybreak,7.63,1728,1396,130,Special,1,Finished Airing,"Jul 2, 2014",,,"None found, add some",Sentai Filmworks,Kyoto Animation,Light novel,"Action, Fantasy",,,23 min.,PG-13 - Teens 13 or older,76
Nezha Zhi Mo Tong Jiang Shi,Ne Zha,7.63,5588,1398,14,Movie,1,Finished Airing,"Jul 26, 2019",,,"Horgos Coloroom Pictures Co., Ltd.","None found, add some",October Media,Other,"Action, Comedy, Drama, Fantasy",Historical,,1 hr. 50 min.,PG - Children,57
Layton Kyouju to Eien no Utahime,Professor Layton and the Eternal Diva,7.63,4117,1397,29,Movie,1,Finished Airing,"Dec 19, 2009",,,"None found, add some",VIZ Media,"OLM,       P.A. Works",Game,"Adventure, Mystery",,,1 hr. 39 min.,PG - Children,179
Orange,,7.63,219,1399,831,TV,13,Finished Airing,"Jul 4, 2016 to Sep 26, 2016",Summer 2016,Mondays at 00:00 (JST),"TMS Entertainment,       DAX Production,       TOHO animation,       Lawson,       ABC Animation,       MediaLink Entertainment Limited","Funimation,       Crunchyroll",Telecom Animation Film,Manga,"Drama, Romance, Sci-Fi","Love Polygon, School, Time Travel",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"7,009"
Poyopoyo Kansatsu Nikki,Poyopoyo,7.63,4748,1400,21,TV,52,Finished Airing,"Jan 8, 2012 to Dec 30, 2012",Winter 2012,Sundays at Unknown,"DAX Production,       Dream Creation,       Möbius Tone","None found, add some",Studio Deen,4-koma manga,"Comedy, Slice of Life",Pets,Seinen,3 min. per ep.,PG - Children,151
Psycho-Pass Movie: Providence,,7.63,3214,1402,47,Movie,1,Finished Airing,"May 12, 2023",,,"Sony Pictures Entertainment,       TOHO",Crunchyroll,Production I.G,Original,"Action, Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",,2 hr.,R - 17+ (violence & profanity),159
Princess Principal: Crown Handler Movie 3,Princess Principal: Crown Handler - Chapter 3,7.63,6054,1401,11,Movie,1,Finished Airing,"Apr 7, 2023",,,"None found, add some",Sentai Filmworks,Actas,Original,"Action, Mystery",Historical,,1 hr.,R - 17+ (violence & profanity),20
Ranma ½ Super,,7.63,4928,1403,19,OVA,3,Finished Airing,"Sep 21, 1995 to Jan 19, 1996",,,Sunrise,VIZ Media,Studio Deen,Manga,"Action, Adventure, Comedy, Romance, Supernatural",Martial Arts,Shounen,26 min. per ep.,PG-13 - Teens 13 or older,22
Seikai no Monshou,Crest of the Stars,7.63,3034,1404,53,TV,13,Finished Airing,"Jan 3, 1999 to Mar 28, 1999",Winter 1999,Unknown,"Bandai Visual,       WOWOW","Funimation,       Bandai Entertainment",Sunrise,Light novel,"Action, Romance, Sci-Fi","Military, Space",,26 min. per ep.,PG-13 - Teens 13 or older,458
Seikai no Senki III,Banner of the Stars III,7.63,5082,1405,18,OVA,2,Finished Airing,"Aug 6, 2005",,,Bandai Visual,Funimation,Sunrise,Light novel,"Action, Romance, Sci-Fi","Military, Space",,37 min. per ep.,PG-13 - Teens 13 or older,59
Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World's Greatest First Love,7.63,1110,1406,219,TV,12,Finished Airing,"Apr 9, 2011 to Jun 25, 2011",Spring 2011,Saturdays at 01:05 (JST),"Lantis,       Kadokawa Shoten,       AT-X,       DAX Production,       KlockWorx",Funimation,Studio Deen,Manga,Boys Love,"Adult Cast, Otaku Culture, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,"3,068"
Sidonia no Kishi,Knights of Sidonia,7.63,1053,1407,232,TV,12,Finished Airing,"Apr 11, 2014 to Jun 27, 2014",Spring 2014,Unknown,"Starchild Records,       Mainichi Broadcasting System,       Kodansha,       KlockWorx","Funimation,       Sentai Filmworks",Polygon Pictures,Manga,"Action, Sci-Fi","Mecha, Space",Seinen,25 min. per ep.,R+ - Mild Nudity,"1,478"
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,That Time I Got Reincarnated as a Slime: The Movie - Scarlet Bond,7.63,1191,1408,203,Movie,1,Finished Airing,"Nov 25, 2022",,,"None found, add some","None found, add some",8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation",Shounen,1 hr. 48 min.,PG-13 - Teens 13 or older,"1,336"
Tong Ling Fei,Psychic Princess,7.63,3291,1409,45,ONA,16,Finished Airing,"Nov 30, 2018 to Apr 19, 2019",,,Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Web manga,"Comedy, Drama, Romance",Historical,,20 min. per ep.,PG-13 - Teens 13 or older,636
AKB0048: Next Stage,,7.63,3690,1411,37,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,Unknown,Starchild Records,Sentai Filmworks,Satelight,Original,Sci-Fi,"Idols (Female), Music",,23 min. per ep.,PG-13 - Teens 13 or older,320
Yama no Susume: Next Summit,Encouragement of Climb: Next Summit,7.63,4419,1410,25,TV,12,Finished Airing,"Oct 5, 2022 to Dec 21, 2022",Fall 2022,Wednesdays at 00:30 (JST),"Earth Star Entertainment,       Good Smile Company,       King Records,       Kadokawa,       Culture Entertainment",Sentai Filmworks,8bit,Manga,"Adventure, Slice of Life","CGDCT, Iyashikei",,24 min. per ep.,PG-13 - Teens 13 or older,108
Ao Haru Ride,Blue Spring Ride,7.63,178,1412,934,TV,12,Finished Airing,"Jul 8, 2014 to Sep 23, 2014",Summer 2014,Tuesdays at 00:00 (JST),"Mainichi Broadcasting System,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha,       BS11,       Animatic,       Hakuhodo DY Media Partners,       Sony PCL",Sentai Filmworks,Production I.G,Manga,Romance,"Love Polygon, School",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"10,569"
Bounen no Xamdou,Xam'd: Lost Memories,7.63,1618,1413,142,ONA,26,Finished Airing,"Jul 15, 2008 to Feb 4, 2009",,,"Aniplex,       Half H.P Studio",Sentai Filmworks,Bones,Original,"Action, Adventure, Sci-Fi",Military,,24 min. per ep.,PG-13 - Teens 13 or older,"1,094"
Break Blade Movie 1: Kakusei no Toki,Broken Blade,7.63,2319,1414,85,Movie,1,Finished Airing,"May 29, 2010",,,"Bandai Visual,       Lantis,       KlockWorx,       Flex Comix,       Fields",Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy","Adult Cast, Mecha, Military",Shounen,51 min.,R - 17+ (violence & profanity),160
Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,7.63,2085,1415,100,Movie,1,Finished Airing,"Aug 21, 1999",,,"Bandai Visual,       Shochiku,       Shelty","Nelvana,       Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,"Award Winning, Comedy, Drama, Fantasy",Mahou Shoujo,Shoujo,1 hr. 21 min.,PG - Children,196
Dead Dead Demons Dededede Destruction (ONA),Dead Dead Demons Dededede Destruction,7.63,5637,1416,13,ONA,18,Currently Airing,"May 31, 2024 to ?",,,"TV Tokyo,       GAGA,       Tohokushinsha Film Corporation,       Sony Music Entertainment,       Toy's Factory,       Shogakukan,       GrandFunk","None found, add some",Production +h.,Manga,"Drama, Sci-Fi",School,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,32
Genshiken,,7.63,1336,1419,180,TV,12,Finished Airing,"Oct 11, 2004 to Dec 27, 2004",Fall 2004,Sundays at Unknown,"Genco,       Lantis,       Kids Station,       Toshiba Entertainment",Media Blasters,Palm Studio,Manga,Slice of Life,"Adult Cast, Otaku Culture, Parody",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,"1,433"
Free!: FrFr - Short Movie,,7.63,2535,1418,73,Special,7,Finished Airing,"Sep 11, 2013 to Jan 8, 2014",,,Lantis,Funimation,"Kyoto Animation,       Animation Do",Light novel,"Comedy, Sports",,,2 min. per ep.,PG-13 - Teens 13 or older,102
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,,7.63,7050,1421,8,Movie,1,Finished Airing,"Oct 30, 2010",,,"None found, add some","None found, add some",Toei Animation,Original,Fantasy,Mahou Shoujo,,1 hr. 13 min.,G - All Ages,13
Gensou Mangekyou: The Memories of Phantasm,Touhou Fantasy Kaleidoscope: The Memories of Phantasm,7.63,7562,1420,6,OVA,18,Finished Airing,"Aug 12, 2011 to May 7, 2023",,,"None found, add some","None found, add some","None found, add some",Game,Fantasy,,,16 min. per ep.,PG-13 - Teens 13 or older,123
Heion Sedai no Idaten-tachi,The Idaten Deities Know Only Peace,7.63,1268,1422,190,TV,11,Finished Airing,"Jul 23, 2021 to Sep 28, 2021",Summer 2021,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Hakusensha,       Fuji TV,       GREE Entertainment","None found, add some",MAPPA,Manga,"Action, Adventure, Fantasy",Mythology,Seinen,22 min. per ep.,R - 17+ (violence & profanity),"1,599"
Flip Flappers,,7.63,1256,1417,191,TV,13,Finished Airing,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,Thursdays at 21:00 (JST),"Sotsu,       Lantis,       AT-X,       GAGA,       Happinet Pictures,       BS Fuji,       Tokyo MX,       Hakuhodo DY Music & Pictures,       Medicos Entertainment,       Infinite,       RAY",Sentai Filmworks,Studio 3Hz,Original,"Adventure, Comedy, Fantasy, Sci-Fi",Mahou Shoujo,,23 min. per ep.,PG-13 - Teens 13 or older,"2,142"
High School Fleet Movie,,7.63,5127,1423,17,Movie,1,Finished Airing,"Jan 18, 2020",,,Aniplex,"None found, add some",A-1 Pictures,Original,Action,"Military, School",,1 hr. 43 min.,PG-13 - Teens 13 or older,73
Aggressive Retsuko,Aggretsuko,7.62,1986,1425,108,TV,100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",Spring 2016,Saturdays at 12:00 (JST),Sanrio,"None found, add some",Fanworks,Other,Comedy,"Anthropomorphic, Music, Workplace",,1 min. per ep.,PG-13 - Teens 13 or older,656
Bishoujo Senshi Sailor Moon SuperS,Sailor Moon SuperS,7.62,1828,1426,120,TV,39,Finished Airing,"Mar 4, 1995 to Mar 2, 1996",Spring 1995,Saturdays at 19:00 (JST),"TV Asahi,       Toei Advertising","VIZ Media,       Geneon Entertainment USA",Toei Animation,Manga,"Fantasy, Romance",Mahou Shoujo,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,544
Ichigo Mashimaro,Strawberry Marshmallow,7.63,1935,1424,112,TV,12,Finished Airing,"Jul 15, 2005 to Oct 14, 2005",Summer 2005,Fridays at Unknown,"TBS,       Movic","Sentai Filmworks,       Geneon Entertainment USA",Daume,Manga,Slice of Life,"CGDCT, Iyashikei",,24 min. per ep.,PG-13 - Teens 13 or older,965
Bleach Movie 4: Jigoku-hen,Bleach the Movie: Hell Verse,7.62,1131,1427,216,Movie,1,Finished Airing,"Dec 4, 2010",,,"None found, add some",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older,484
Chibi Maruko-chan,,7.62,5795,1428,13,TV,142,Finished Airing,"Jan 7, 1990 to Sep 27, 1992",Winter 1990,Unknown,Fuji TV,"None found, add some",Nippon Animation,Manga,Comedy,,Shoujo,24 min. per ep.,G - All Ages,119
D4DJ First Mix,,7.62,3471,1429,41,TV,13,Finished Airing,"Oct 30, 2020 to Jan 29, 2021",Fall 2020,Fridays at 23:00 (JST),Bushiroad,Sentai Filmworks,SANZIGEN,Mixed media,,"Idols (Female), Music, School",,23 min. per ep.,PG-13 - Teens 13 or older,505
