Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Watanuki-san Chi no,,5.86,10622,10162,2,TV,12,Finished Airing,"Apr 19, 2019 to Jul 6, 2019","None found, add some","None found, add some","None found, add some",Other,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,3,,Spring 2019,Saturdays at 00:55 (JST),
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,,5.86,5638,10163,13,OVA,6,Finished Airing,"Apr 18, 2014",Opera House,"None found, add some",Brain's Base,Manga,"Comedy, Romance, Ecchi",3 min. per ep.,PG-13 - Teens 13 or older,8,,,,Shounen
Ashita Kirarin,,5.86,16569,10164,461,OVA,1,Finished Airing,"Mar 26, 2004","None found, add some","None found, add some",Animation Staff Room,Original,Drama,26 min.,G - All Ages,1,,,,Kids
Avenger,,5.86,5072,10165,18,TV,13,Finished Airing,"Oct 2, 2003 to Dec 25, 2003",Yomiko Advertising,Bandai Entertainment,Bee Train,Original,"Adventure, Fantasy, Sci-Fi",23 min. per ep.,R - 17+ (violence & profanity),22,,Fall 2003,Thursdays at 01:00 (JST),
Baku Tech! Bakugan,,5.86,8875,10166,4,TV,51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",Shogakukan Music & Digital Entertainment,"None found, add some","None found, add some",Manga,Action,5 min. per ep.,PG - Children,4,Strategy Game,Spring 2012,Unknown,Shounen
Bamboo Bears,,5.86,13940,10167,908,TV,52,Finished Airing,"Apr 4, 1997 to Mar 27, 1998","None found, add some","None found, add some",Telescreen,Unknown,Comedy,25 min. per ep.,None,2,,Spring 1997,Unknown,
Blocker Gundan IV Machine Blaster,,5.86,12201,10168,1,TV,38,Finished Airing,"Jul 5, 1976 to Mar 28, 1977","None found, add some","None found, add some","Nippon Animation,       Ashi Productions",Original,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,Summer 1976,Unknown,
Bonobono: Kumomo no Ki no Koto,,5.86,15889,10169,534,Movie,1,Finished Airing,"Aug 10, 2002",Amuse Pictures,"None found, add some","None found, add some",4-koma manga,Drama,1 hr. 1 min.,G - All Ages,0,Anthropomorphic,,,
Bouken Korobokkuru,,5.86,15092,10170,646,TV,26,Finished Airing,"Oct 6, 1973 to Mar 30, 1974","None found, add some","None found, add some","Tatsunoko Production,       Eiken",Unknown,Adventure,25 min. per ep.,G - All Ages,0,,Fall 1973,Unknown,
Cheer Danshi!! Specials,,5.86,10351,10171,2,Special,2,Finished Airing,"Dec 22, 2016","None found, add some",Funimation,Brain's Base,Novel,Sports,13 min. per ep.,PG-13 - Teens 13 or older,2,"Performing Arts, School",,,
Chinpui: Eri-sama Katsudou Daishashin,,5.86,14638,10172,738,Movie,1,Finished Airing,"Mar 10, 1990","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Comedy,40 min.,G - All Ages,2,,,,
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,,5.86,10695,10173,2,Movie,1,Finished Airing,"Feb 27, 2010","Sotsu,       Atelier Musa,       Miracle Bus","None found, add some",Sunrise,Original,Action,13 min.,PG - Children,2,"Historical, Mecha",,,
Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,,5.86,8022,10174,5,TV Special,1,Finished Airing,"Sep 10, 2019","None found, add some","None found, add some",Millepensee,Light novel,"Action, Fantasy, Mystery, Sci-Fi",23 min.,R - 17+ (violence & profanity),3,Detective,,,
Dongguo Xiaojie,,5.86,10275,10175,2,ONA,15,Finished Airing,"Dec 26, 2016 to Apr 10, 2017",Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Manga,"Adventure, Supernatural",16 min. per ep.,PG-13 - Teens 13 or older,5,"Historical, Mythology",,,
Eikyuu Kazoku,,5.86,6263,10176,10,Movie,1,Finished Airing,"Apr 1, 1997",Beyond C.,"None found, add some",Studio 4°C,Original,Comedy,28 min.,PG-13 - Teens 13 or older,17,Psychological,,,
Fushigi na Somera-chan,,5.86,5675,10177,13,TV,12,Finished Airing,"Oct 7, 2015 to Dec 23, 2015","DAX Production,       Dream Creation","None found, add some",Seven,4-koma manga,"Comedy, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,14,Gag Humor,Fall 2015,Wednesdays at 23:55 (JST),
Goddamn,,5.86,9032,10178,4,OVA,2,Finished Airing,"Apr 27, 1990 to Aug 16, 1990",Victor Entertainment,"None found, add some",Studio Signal,Manga,Action,32 min. per ep.,PG-13 - Teens 13 or older,19,Racing,,,Seinen
Haitai Nanafa 2nd Season,,5.86,9124,10180,4,TV,13,Finished Airing,"Apr 6, 2013 to Jun 29, 2013",Ryukyu Asahi Broadcasting,"None found, add some",Passione,Original,"Comedy, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,1,,Spring 2013,Unknown,
Gunma-chan,,5.86,13985,10179,898,TV,13,Finished Airing,"Oct 3, 2021 to Dec 26, 2021","None found, add some","None found, add some",Ascension,Other,Slice of Life,24 min. per ep.,G - All Ages,2,,Fall 2021,Sundays at 08:00 (JST),
Hello Kitty to Issho,Growing Up With Hello Kitty,5.86,14321,10181,816,OVA,16,Finished Airing,"Feb 21, 1994 to Oct 21, 1998",Sanrio,AnimEigo,"None found, add some",Unknown,"Comedy, Slice of Life",9 min. per ep.,G - All Ages,1,,,,Kids
Ishida to Asakura,Ishida and Asakura,5.86,5563,10182,14,TV,12,Finished Airing,"Jan 6, 2013 to Mar 24, 2013",DAX Production,Ascendent Animation,Hotline,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,19,School,Winter 2013,Sundays at 22:27 (JST),Seinen
Jinryoku Senkan!? Shiokaze Sawakaze,,5.86,13840,10183,938,ONA,3,Finished Airing,"May 2, 2017 to Nov 10, 2018","None found, add some","None found, add some",Gaina,Original,Sci-Fi,16 min. per ep.,PG-13 - Teens 13 or older,3,"Mecha, School",,,
11-piki no Neko to Ahoudori,Eleven Cats and an Albatross,5.85,14163,10184,855,Movie,1,Finished Airing,"Aug 27, 1986",Group TAC,"None found, add some","None found, add some",Picture book,"Adventure, Fantasy",1 hr. 30 min.,G - All Ages,2,,,,Kids
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Active Raid,5.85,2870,10185,59,TV,12,Finished Airing,"Jan 7, 2016 to Mar 24, 2016","Sotsu,       Magic Capsule,       flying DOG,       Fields","None found, add some",Production IMS,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,53,"Adult Cast, Mecha",Winter 2016,Thursdays at 22:00 (JST),
Akuma-kun (Movie),,5.85,12167,10186,1,Movie,1,Finished Airing,"Jul 15, 1989","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy, Horror, Supernatural",40 min.,G - All Ages,1,,,,
Bouken-tachi Gamba to Nanbiki no Nakama,,5.85,15890,10187,535,Movie,1,Finished Airing,"Mar 4, 1984","None found, add some","None found, add some",Tokyo Movie Shinsha,Novel,Adventure,1 hr. 35 min.,G - All Ages,0,Anthropomorphic,,,Kids
Chibikko Remi to Meiken Kapi,,5.85,13165,10188,1,Movie,1,Finished Airing,"Mar 17, 1970","None found, add some","None found, add some",Toei Animation,Novel,"Adventure, Drama, Slice of Life",1 hr. 21 min.,G - All Ages,1,,,,
Chouon Senshi Borgman: Madnight☆Gigs!,Sonic Soldier Borgman: Madnight☆Gigs!,5.85,13497,10189,1,OVA,1,Finished Airing,"Feb 8, 1989","None found, add some","None found, add some",Ashi Productions,Other,"Action, Sci-Fi",28 min.,PG-13 - Teens 13 or older,1,"Music, Mythology",,,
Dr. Slump: Arale-chan '92 Oshougatsu Special,Dr. Slump: New Year Doesn't Come,5.85,13674,10191,985,Special,3,Finished Airing,"Jan 1, 1992 to Jan 3, 1992","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,0,Gag Humor,,,Shounen
Chu Feng: B.E.E,School Shock,5.85,5228,10190,16,ONA,6,Finished Airing,"Jul 23, 2015 to Dec 17, 2015",Yaoqi,"None found, add some",Haoliners Animation League,Manga,"Action, Comedy, Fantasy, Romance, Sci-Fi",16 min. per ep.,R - 17+ (violence & profanity),21,"Mecha, School",,,
Eiyuu Gaiden Mozaicka,,5.85,11388,10192,2,OVA,4,Finished Airing,"Nov 21, 1991 to Dec 21, 1991",Starchild Records,"None found, add some",Studio Deen,Original,Fantasy,29 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Genjitsu no Rimuru: Sunshine in the Slime,,5.85,6859,10193,8,ONA,2,Finished Airing,"Jun 21, 2023 to Jul 18, 2023","None found, add some","None found, add some",AQUA ARIS,Original,"Comedy, Fantasy",9 min. per ep.,PG-13 - Teens 13 or older,36,Isekai,,,
Googuri Googuri,,5.85,17518,10194,385,Movie,1,Finished Airing,2010,Geidai Animation,"None found, add some","None found, add some",Original,Fantasy,8 min.,G - All Ages,0,Music,,,
Hello Kitty no Shoukoujo,,5.85,16397,10195,478,OVA,1,Finished Airing,"Jul 21, 1994",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,29 min.,G - All Ages,0,,,,Kids
Kaitouranma The Animation,Samurai: Hunt for the Sword,5.85,10319,10196,2,OVA,2,Finished Airing,"Nov 26, 1999 to Dec 23, 1999","AIC,       APPP",Media Blasters,animate Film,Visual novel,"Action, Adventure",28 min. per ep.,PG-13 - Teens 13 or older,1,"Martial Arts, Samurai",,,
Kata no Ato,The mark of Emi,5.85,14873,10197,684,Movie,1,Finished Airing,"Aug 14, 2020",Tokyo Zokei University,"None found, add some","None found, add some",Original,Girls Love,4 min.,R+ - Mild Nudity,1,,,,
Kenketsu,,5.85,17177,10198,410,ONA,1,Finished Airing,"Mar 19, 2019","None found, add some","None found, add some","None found, add some",Original,Slice of Life,2 min.,G - All Ages,0,Music,,,
Koko ni Iru,,5.85,14065,10199,877,ONA,1,Finished Airing,2010,Mad Box,"None found, add some","None found, add some",Original,Slice of Life,2 min.,G - All Ages,0,,,,
Kyokou Suiri Mini Anime,In/Spectre Mini Anime,5.85,7289,10200,7,ONA,38,Finished Airing,"Nov 15, 2019 to Feb 10, 2020","None found, add some","None found, add some",AQUA ARIS,Manga,"Comedy, Supernatural",1 min. per ep.,PG-13 - Teens 13 or older,5,Mythology,,,
Liti Beiju,Cubic Tragedy,5.85,18655,10201,303,Movie,1,Finished Airing,"Jun 8, 2005","None found, add some","None found, add some","None found, add some",Original,"Comedy, Drama",3 min.,G - All Ages,1,,,,
Master of Epic: The Animation Age,,5.85,11094,10202,2,TV,12,Finished Airing,"Jan 8, 2007 to Mar 26, 2007",TV Tokyo,"None found, add some","Gonzo,       Palm Studio",Game,"Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,1,Video Game,Winter 2007,Unknown,
Nageki no Ice Candy,,5.85,18798,10203,294,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,3 min.,PG-13 - Teens 13 or older,0,,,,
"Ore, Twintail ni Narimasu. Recap",,5.85,10162,10204,2,TV Special,1,Finished Airing,"Apr 5, 2015","None found, add some","None found, add some",Production IMS,Light novel,"Action, Comedy, Fantasy, Romance",24 min.,PG-13 - Teens 13 or older,1,"Magical Sex Shift, School, Super Power",,,
Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,5.85,3472,10205,41,TV,13,Finished Airing,"Jan 4, 2011 to Mar 29, 2011","Avex Entertainment,       Pony Canyon",Media Blasters,Xebec,Game,"Comedy, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,36,Strategy Game,Winter 2011,Tuesdays at Unknown,
Shin Obake no Q-tarou,,5.85,14151,10207,858,TV,70,Finished Airing,"Sep 1, 1971 to Dec 27, 1972","None found, add some","None found, add some","None found, add some",Unknown,"Comedy, Slice of Life, Supernatural",25 min. per ep.,G - All Ages,1,School,Fall 1971,Wednesdays at 19:30 (JST),
"Shachou, Battle no Jikan desu!","Shachibato! President, It's Time for Battle!",5.85,3528,10206,40,TV,12,Finished Airing,"Apr 5, 2020 to Jun 28, 2020","Half H.P Studio,       Nippon Columbia,       Kadokawa",Funimation,C2C,Game,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,26,,Spring 2020,Sundays at 23:30 (JST),
Shukufuku no Campanella Specials,,5.85,9065,10208,4,Special,6,Finished Airing,"Sep 22, 2010 to Feb 24, 2011","None found, add some","None found, add some",AIC,Visual novel,Ecchi,1 min. per ep.,R+ - Mild Nudity,4,,,,
Sigh of Sighs,,5.85,18239,10209,329,Movie,1,Finished Airing,"Jun 6, 2018","None found, add some","None found, add some",VCRWORKS,Original,Avant Garde,5 min.,PG-13 - Teens 13 or older,1,Psychological,,,
Taiman Blues: Ladies-hen - Mayumi,,5.85,13543,10211,1,OVA,2,Finished Airing,"Apr 5, 1990 to May 25, 1990","Magic Bus,       Tokuma Japan","None found, add some","None found, add some",Manga,,45 min. per ep.,R - 17+ (violence & profanity),0,Delinquents,,,Shounen
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,,5.85,15632,10210,564,Movie,1,Finished Airing,"Mar 14, 1992",Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",31 min.,PG - Children,0,,,,Kids
Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,,5.85,13190,10212,1,OVA,1,Finished Airing,1993,Pioneer LDC,"None found, add some",AIC,Original,Comedy,10 min.,G - All Ages,0,Historical,,,
Time Bokan Series: Gyakuten Ippatsuman,,5.85,12109,10213,1,TV,58,Finished Airing,"Feb 13, 1982 to Mar 26, 1983","None found, add some","None found, add some",Tatsunoko Production,Unknown,"Action, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,1,Mecha,Winter 1982,Unknown,
Toshi Densetsu Monogatari Hikiko,,5.85,8108,10214,5,OVA,1,Finished Airing,"Aug 8, 2008","None found, add some","None found, add some","None found, add some",Original,Horror,40 min.,R - 17+ (violence & profanity),11,,,,
"Umi no Yami, Tsuki no Kage","Darkness of the Sea, Shadow of the Moon",5.85,10579,10215,2,OVA,3,Finished Airing,"Oct 14, 1989",Movic,"None found, add some",Visual 80,Manga,"Drama, Horror, Romance",29 min. per ep.,R - 17+ (violence & profanity),1,Super Power,,,Shoujo
Yami Shibai 12,,5.85,8707,10216,4,TV,13,Finished Airing,"Jan 15, 2024 to Apr 8, 2024","None found, add some","None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,15,,Winter 2024,Mondays at 02:35 (JST),
Zakuro Yashiki,,5.85,12986,10217,1,OVA,1,Finished Airing,"Aug 1, 2006","None found, add some","None found, add some",Toei Animation,Unknown,,48 min.,None,1,"Historical, Visual Arts",,,
Shin Onimusha: Dawn of Dreams the Story,Onimusha: Dawn of Dreams,5.84,12219,10218,1,OVA,1,Finished Airing,"Jul 26, 2006",Capcom,Media Blasters,"None found, add some",Game,Action,2 hr.,PG-13 - Teens 13 or older,2,"Historical, Martial Arts, Mythology, Samurai",,,
Show By Rock!!: Plasmagica na Gogo,,5.84,10997,10219,2,ONA,3,Finished Airing,"May 29, 2013 to Jun 12, 2013",Sanrio,"None found, add some","None found, add some",Game,Comedy,1 min. per ep.,G - All Ages,2,,,,
T.P. Sakura: Time Paladin Sakura,,5.84,8600,10220,4,OVA,2,Finished Airing,"Jan 27, 2011 to Feb 24, 2011","None found, add some","None found, add some",Nomad,Visual novel,Action,25 min. per ep.,G - All Ages,3,,,,
Tetsuwan Atom: Ao Kishi no Kan,,5.84,13396,10221,1,Movie,1,Finished Airing,"Jul 20, 1999",Tezuka Productions,"None found, add some","None found, add some",Unknown,"Action, Sci-Fi",11 min.,G - All Ages,0,Mecha,,,
The Lamp Man,,5.84,15370,10223,604,ONA,1,Finished Airing,"Dec 3, 2017","None found, add some","None found, add some",Live2D Creative Studio,Original,"Fantasy, Mystery",3 min.,PG - Children,0,,,,
The Flying Luna Clipper,,5.84,11230,10222,2,OVA,1,Finished Airing,"Oct 20, 1987","C-Staff,       Sony Video Software International","None found, add some","None found, add some",Original,"Avant Garde, Comedy, Sci-Fi",55 min.,G - All Ages,20,"Anthropomorphic, Music, Parody",,,
Tokyo Futago Athletic,Tokyo Twins Athletic Tournament,5.84,15235,10224,624,TV,8,Finished Airing,"Dec 30, 2016 to Jan 7, 2017","TC Entertainment,       CREi","None found, add some",Ripromo,Original,"Comedy, Sports",6 min. per ep.,G - All Ages,4,,Winter 2017,Unknown,
Toufu Kozou,Little Ghostly Adventures Of The Tofu Boy,5.84,14952,10225,674,Movie,1,Finished Airing,"Apr 29, 2011","Dentsu,       Sotsu,       Kadokawa Shoten,       Fuji TV,       Warner Bros. Japan,       Lapis","None found, add some","None found, add some",Novel,Comedy,1 hr. 26 min.,G - All Ages,0,,,,
True Tears Recap,,5.84,11955,10226,1,Special,1,Finished Airing,"Jan 29, 2013","None found, add some","None found, add some",P.A. Works,Original,Drama,6 min.,PG-13 - Teens 13 or older,0,Love Polygon,,,
Uchuu Majin Daikengou,,5.84,12073,10227,1,TV,26,Finished Airing,"Jul 27, 1978 to Feb 15, 1979",TV Asahi,"None found, add some",Toei Animation,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,3,"Mecha, Space",Summer 1978,Unknown,
Usagi no Mofy,,5.84,15799,10228,544,ONA,13,Finished Airing,"Sep 30, 2012 to Dec 20, 2012","None found, add some","None found, add some",Kachidoki Studio,Picture book,,2 min. per ep.,G - All Ages,0,,,,Kids
