Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Tensei shitara Ken deshita,Reincarnated as a Sword,7.53,900,1765,273,TV,12,Finished Airing,"Oct 5, 2022 to Dec 21, 2022",Fall 2022,Wednesdays at 23:00 (JST),"Gentosha Comics,       Nikkatsu,       NBCUniversal Entertainment Japan,       JR East Marketing & Communications,       Micro Magazine Publishing,       BS Asahi,       GREE Entertainment,       Micro House",Sentai Filmworks,C2C,Light novel,"Action, Adventure, Fantasy","Isekai, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"1,683"
The Big O,,7.53,2122,1766,98,TV,26,Finished Airing,"Oct 13, 1999 to Mar 27, 2003",Fall 1999,Unknown,Bandai Visual,"Bandai Entertainment,       Sentai Filmworks",Sunrise,Original,"Action, Mystery, Sci-Fi","Adult Cast, Mecha, Psychological",,24 min. per ep.,PG-13 - Teens 13 or older,974
To LOVE-Ru Darkness OVA,,7.53,1703,1767,133,OVA,6,Finished Airing,"Aug 17, 2012 to Apr 3, 2015",,,"None found, add some","None found, add some",Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,25 min. per ep.,R+ - Mild Nudity,221
Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,7.53,1025,1768,238,TV,21,Finished Airing,"Jan 6, 2014 to May 26, 2014",Winter 2014,Unknown,"Starchild Records,       Media Factory",Sentai Filmworks,Shin-Ei Animation,Manga,Comedy,School,Seinen,7 min. per ep.,G - All Ages,684
Uchuu Patrol Luluco,Space Patrol Luluco,7.53,1522,1769,153,TV,13,Finished Airing,"Apr 1, 2016 to Jun 24, 2016",Spring 2016,Fridays at 22:30 (JST),"Half H.P Studio,       AT-X,       flying DOG,       Ultra Super Pictures,       Good Smile Company,       bilibili,       Crunchyroll",Funimation,Trigger,Original,"Action, Adventure, Comedy, Sci-Fi","Parody, Space",,7 min. per ep.,PG-13 - Teens 13 or older,"1,103"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,,7.53,5406,1770,15,Movie,1,Finished Airing,"Mar 18, 2017",,,"Mainichi Broadcasting System,       Pony Canyon,       DAX Production","None found, add some",Studio Gokumi,Light novel,"Drama, Fantasy",Mahou Shoujo,,48 min.,PG-13 - Teens 13 or older,12
Zhu Xian,Jade Dynasty,7.53,9768,1771,3,ONA,26,Finished Airing,"Aug 2, 2022 to Jan 17, 2023",,,Tencent Penguin Pictures,"None found, add some",Cloud Art,Web novel,"Adventure, Fantasy",Historical,,22 min. per ep.,PG-13 - Teens 13 or older,37
Shoubushi Densetsu Tetsuya,,7.52,6241,1772,10,TV,20,Finished Airing,"Oct 7, 2000 to Mar 24, 2001",Fall 2000,Unknown,"TV Asahi,       Toei Video,       Toei Advertising","None found, add some",Toei Animation,Manga,,"Historical, Strategy Game",Shounen,23 min. per ep.,R - 17+ (violence & profanity),63
Toaru Majutsu no Index II,A Certain Magical Index II,7.52,492,1773,462,TV,24,Finished Airing,"Oct 8, 2010 to Apr 1, 2011",Fall 2010,Fridays at 23:30 (JST),"Geneon Universal Entertainment,       Square Enix,       AT-X,       ASCII Media Works,       Delfi Sound",Funimation,J.C.Staff,Light novel,"Action, Fantasy, Sci-Fi",Super Power,,23 min. per ep.,R - 17+ (violence & profanity),"1,734"
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,,7.52,7517,1774,6,OVA,8,Finished Airing,"Oct 8, 2021 to Feb 4, 2022",,,"Production I.G,       Shochiku,       Voyager Entertainment,       Bandai Namco Arts,       Bandai Spirits,       ADK Marketing Solutions","None found, add some",Satelight,Original,"Action, Drama, Sci-Fi","Adult Cast, Military, Space",,24 min. per ep.,PG-13 - Teens 13 or older,25
Un-Go: Inga-ron,UN-GO: Chapter of Inga,7.52,3618,1775,38,Movie,1,Finished Airing,"Nov 19, 2011",,,"None found, add some",Sentai Filmworks,Bones,Novel,"Mystery, Supernatural",,,48 min.,R - 17+ (violence & profanity),34
Wushen Zhuzai,The God of War Dominates,7.52,8224,1776,5,ONA,496,Currently Airing,"Mar 8, 2020 to ?",,,"Tencent Penguin Pictures,       Quyue Technology,       Manhoo Culture","None found, add some",Ruo Hong Culture,Novel,"Action, Drama, Fantasy","Historical, Martial Arts",,8 min. per ep.,PG-13 - Teens 13 or older,75
Xingchen Bian,Stellar Transformation,7.52,6938,1777,8,ONA,12,Finished Airing,"Oct 5, 2018 to Dec 14, 2018",,,"Tencent Penguin Pictures,       China Literature Limited,       Pure Arts","None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",,26 min. per ep.,PG-13 - Teens 13 or older,66
Durarara!!x2 Ten: Onoroke Chakapoko,Durarara!!x2 Ten Episode 13.5,7.52,3011,1780,54,Special,1,Finished Airing,"Jan 27, 2016",,,"None found, add some",Aniplex of America,Shuka,Light novel,"Action, Mystery, Supernatural",,,24 min.,R - 17+ (violence & profanity),43
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,Asobi Asobase: Cosplay Contest/To the Future Me,7.52,3145,1778,49,OVA,1,Finished Airing,"Dec 26, 2018",,,"None found, add some","None found, add some",Lerche,Manga,Comedy,"Gag Humor, School",Seinen,13 min.,PG-13 - Teens 13 or older,19
Cike Wu Liuqi Fanwai,Killer Seven,7.52,4537,1779,23,ONA,4,Finished Airing,"Aug 1, 2018 to Aug 22, 2018",,,"Sharefun Studio,       AHA Entertainment","None found, add some","None found, add some",Original,"Action, Comedy, Drama, Mystery, Romance","Martial Arts, Super Power",,11 min. per ep.,R - 17+ (violence & profanity),55
Final Fantasy VII: Advent Children - Venice Film Festival Footage,,7.52,5809,1781,12,Movie,1,Finished Airing,"Sep 14, 2005",,,Square Enix,"None found, add some",Square Enix Visual Works,Game,"Action, Drama, Fantasy, Sci-Fi",,,23 min.,PG-13 - Teens 13 or older,16
Fugou Keiji: Balance:Unlimited,The Millionaire Detective – Balance: UNLIMITED,7.52,527,1782,434,TV,11,Finished Airing,"Apr 10, 2020 to Sep 25, 2020",Spring 2020,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Animax,       Movic,       Fuji TV,       Sonilude",Aniplex of America,CloverWorks,Novel,Mystery,"Adult Cast, Detective",,23 min. per ep.,PG-13 - Teens 13 or older,"2,982"
Girls & Panzer,Girls und Panzer,7.52,797,1783,304,TV,12,Finished Airing,"Oct 9, 2012 to Mar 25, 2013",Fall 2012,Tuesdays at 01:00 (JST),"Bandai Visual,       Lantis,       Movic,       Showgate,       Q-Tec,       Hakuhodo DY Media Partners",Sentai Filmworks,Actas,Original,Action,"CGDCT, Military, School",,24 min. per ep.,PG-13 - Teens 13 or older,"5,563"
Hanhua Riji 2nd Season,God Troubles Me 2nd Season,7.52,10034,1786,3,ONA,12,Finished Airing,"Nov 15, 2020 to Jan 24, 2021",,,"bilibili,       Liyu Culture,       Yunyi Animation ,       Haowan Dongman,       Qizhiying Culture","None found, add some",L²Studio,Original,"Comedy, Slice of Life, Supernatural",,,14 min. per ep.,PG-13 - Teens 13 or older,7
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,Haikyuu!! Special Feature! The Spring Tournament of Their Youth,7.52,3586,1785,39,OVA,1,Finished Airing,"Aug 4, 2017",,,"None found, add some","None found, add some",Production I.G,Manga,Sports,"School, Team Sports",Shounen,23 min.,PG-13 - Teens 13 or older,40
Golgo 13 (TV),Golgo 13,7.52,3397,1784,43,TV,50,Finished Airing,"Apr 12, 2008 to Mar 28, 2009",Spring 2008,Saturdays at 01:23 (JST),"TV Tokyo,       Sotsu,       Half H.P Studio",Sentai Filmworks,The Answer Studio,Manga,"Action, Adventure, Drama, Suspense",Adult Cast,Seinen,24 min. per ep.,R+ - Mild Nudity,234
Hataraku Saibou Black,Cells at Work! CODE BLACK!,7.52,1083,1787,226,TV,13,Finished Airing,"Jan 10, 2021 to Mar 19, 2021",Winter 2021,Sundays at 00:00 (JST),"Aniplex,       Kodansha,       Studio Mausu,       Tokyo MX,       NetEase",Aniplex of America,LIDENFILMS,Manga,"Action, Drama","Anthropomorphic, Educational, Medical",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,455
Hidamari Sketch Specials,,7.52,4819,1788,20,Special,2,Finished Airing,"Oct 18, 2007",,,Lantis,Sentai Filmworks,Shaft,4-koma manga,Slice of Life,"CGDCT, Iyashikei, School, Visual Arts",,24 min. per ep.,PG-13 - Teens 13 or older,8
Irozuku Sekai no Ashita kara,Iroduku: The World in Colors,7.52,707,1789,336,TV,13,Finished Airing,"Oct 6, 2018 to Dec 29, 2018",Fall 2018,Saturdays at 01:55 (JST),"Sotsu,       NBCUniversal Entertainment Japan,       Infinite",Sentai Filmworks,P.A. Works,Original,"Drama, Fantasy, Romance","Love Polygon, School, Time Travel, Visual Arts",,24 min. per ep.,PG-13 - Teens 13 or older,"2,225"
Isshuukan Friends.,One Week Friends,7.52,759,1790,317,TV,12,Finished Airing,"Apr 7, 2014 to Jun 23, 2014",Spring 2014,Mondays at 00:00 (JST),"Nihon Ad Systems,       Pony Canyon,       DAX Production,       TOHO animation",Sentai Filmworks,Brain's Base,4-koma manga,Comedy,School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,241"
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",7.52,416,1791,538,TV,12,Finished Airing,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,Wednesdays at 22:00 (JST),"AT-X,       MAGES.,       Docomo Anime Store,       Sammy,       ABC Animation,       Kadokawa Media House,       Kadokawa,       D-techno",Funimation,SILVER LINK.,Light novel,"Action, Adventure, Comedy, Fantasy",Video Game,,23 min. per ep.,PG-13 - Teens 13 or older,"3,725"
Kemono Friends,,7.52,2360,1794,82,TV,12,Finished Airing,"Jan 11, 2017 to Mar 29, 2017",Winter 2017,Wednesdays at 01:35 (JST),"TV Tokyo,       Victor Entertainment,       AT-X,       KlockWorx,       flying DOG,       Bushiroad,       Age Global Networks,       famima.com,       Docomo Anime Store,       Just Production,       Kadokawa,       Crunchyroll SC Anime Fund","Discotek Media,       Crunchyroll",Yaoyorozu,Game,"Adventure, Award Winning, Comedy, Fantasy","Anthropomorphic, Iyashikei",,24 min. per ep.,PG - Children,"1,086"
Karakai Jouzu no Takagi-san: Water Slide,Teasing Master Takagi-san: Water Slide,7.52,2236,1793,90,OVA,1,Finished Airing,"Jul 12, 2018",,,"None found, add some","None found, add some",Shin-Ei Animation,Manga,Comedy,Romantic Subtext,Shounen,23 min.,PG-13 - Teens 13 or older,200
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,My Clueless First Friend,7.52,2702,1792,66,TV,13,Finished Airing,"Apr 9, 2023 to Jul 2, 2023",Spring 2023,Sundays at 22:00 (JST),"Pierrot,       Sony Pictures Entertainment,       Square Enix,       Animax,       Nippon Columbia,       BS Fuji,       Crunchyroll,       Yomiuri TV Enterprise,       Jinnan Studio","None found, add some",Studio Signpost,Manga,Comedy,"Romantic Subtext, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,281
Kimagure Orange☆Road,Kimagure Orange Road,7.52,3171,1795,49,TV,48,Finished Airing,"Apr 6, 1987 to Mar 7, 1988",Spring 1987,Mondays at 19:30 (JST),TOHO,"AnimEigo,       Discotek Media",Pierrot,Manga,"Comedy, Drama, Romance","School, Super Power",Shounen,25 min. per ep.,PG-13 - Teens 13 or older,628
Kiniro Mosaic: Pretty Days,,7.52,4382,1796,25,Movie,1,Finished Airing,"Nov 12, 2016",,,"Genco,       Showgate",Sentai Filmworks,"Studio Gokumi,       AXsiZ",4-koma manga,Slice of Life,"CGDCT, School",,50 min.,PG-13 - Teens 13 or older,38
"Kuroshitsuji: Sono Shitsuji, Kougyou",Black Butler Special,7.52,1879,1797,116,Special,1,Finished Airing,"Sep 30, 2009",,,"None found, add some",Funimation,A-1 Pictures,Manga,Fantasy,"Historical, Mythology",Shounen,26 min.,PG-13 - Teens 13 or older,234
Mitsudomoe,,7.52,1976,1799,109,TV,13,Finished Airing,"Jul 3, 2010 to Sep 26, 2010",Summer 2010,Unknown,"Aniplex,       Lantis,       Cospa,       Studio Mausu,       Akita Shoten","None found, add some",Bridge,Manga,Comedy,"Gag Humor, School",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,579
Metropolis,,7.52,1977,1798,109,Movie,1,Finished Airing,"May 26, 2001",,,"Bandai Visual,       Dentsu,       Kadokawa Shoten,       Imagica,       Tezuka Productions,       TOHO,       King Records","Sony Pictures Entertainment,       Mill Creek Entertainment",Madhouse,Manga,"Adventure, Drama, Romance, Sci-Fi",Detective,Shounen,1 hr. 49 min.,PG-13 - Teens 13 or older,637
One Piece Movie 04: Dead End no Bouken,One Piece: Dead End Adventure,7.52,2010,1801,106,Movie,1,Finished Airing,"Mar 1, 2003",,,Fujipacific Music,"None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 35 min.,PG-13 - Teens 13 or older,75
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,"Mushoku Tensei: Jobless Reincarnation 2nd Season - Episode 0 ""Guardian Fitz""",7.52,1393,1800,170,TV Special,1,Finished Airing,"Jul 3, 2023",,,"Frontier Works,       TOHO,       TOHO animation,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Kadokawa,       GREE Entertainment","None found, add some",Studio Bind,Light novel,"Adventure, Drama, Fantasy, Ecchi","Isekai, Reincarnation",,24 min.,R - 17+ (violence & profanity),260
Over Drive,,7.52,3325,1803,44,TV,26,Finished Airing,"Apr 4, 2007 to Sep 26, 2007",Spring 2007,Wednesdays at 01:30 (JST),"Sotsu,       Pony Canyon","None found, add some",Xebec,Manga,Sports,Racing,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,210
Overtake!,,7.52,2859,1804,60,TV,12,Finished Airing,"Oct 1, 2023 to Dec 17, 2023",Fall 2023,Sundays at 22:00 (JST),"Lantis,       AT-X,       Good Smile Company,       F.M.F,       TV Aichi,       BS11,       Kadokawa,       Tencent Games,       Bandai Namco Music Live","None found, add some",TROYCA,Original,Drama,Racing,,23 min. per ep.,PG-13 - Teens 13 or older,419
One Punch Man 2nd Season,One Punch Man Season 2,7.52,56,1802,1,TV,12,Finished Airing,"Apr 10, 2019 to Jul 3, 2019",Spring 2019,Wednesdays at 01:35 (JST),"TV Tokyo,       Good Smile Company,       Shueisha,       JR East Marketing & Communications,       Bandai Namco Arts,       Bandai Spirits",VIZ Media,J.C.Staff,Web manga,"Action, Comedy","Adult Cast, Parody, Super Power",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"6,616"
Poputepipikku 2nd Season,Pop Team Epic Season 2,7.52,3345,1805,44,TV,11,Finished Airing,"Oct 2, 2022 to Dec 11, 2022",Fall 2022,Sundays at 01:30 (JST),"King Records,       AC-Bu","None found, add some","Kamikaze Douga,       Space Neko Company",4-koma manga,Comedy,"Gag Humor, Parody",,11 min. per ep.,PG-13 - Teens 13 or older,145
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,,7.52,7636,1806,6,Movie,1,Finished Airing,"Mar 19, 2011",,,Asahi Broadcasting,"None found, add some",Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,,1 hr. 11 min.,G - All Ages,13
R.O.D: The TV,R.O.D -The TV-,7.52,2620,1807,70,TV,26,Finished Airing,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,Not scheduled once per week,"Aniplex,       Studio Deen,       Broccoli,       Sony Music Entertainment","Aniplex of America,       Geneon Entertainment USA",J.C.Staff,Manga,"Action, Adventure, Comedy, Drama, Sci-Fi",Super Power,,25 min. per ep.,PG-13 - Teens 13 or older,427
Kagami no Kojou,Lonely Castle in the Mirror,7.51,4107,1808,29,Movie,1,Finished Airing,"Dec 23, 2022",,,"Shochiku,       Nippon Television Network",GKIDS,A-1 Pictures,Novel,"Drama, Fantasy, Mystery",,,1 hr. 56 min.,PG-13 - Teens 13 or older,112
NieR:Automata Ver1.1a,,7.51,880,1810,279,TV,12,Finished Airing,"Jan 8, 2023 to Jul 23, 2023",Winter 2023,Sundays at 00:00 (JST),"Aniplex,       Square Enix",Aniplex of America,A-1 Pictures,Game,"Action, Fantasy, Sci-Fi",,,23 min. per ep.,PG-13 - Teens 13 or older,"2,103"
Oban Star-Racers,,7.51,3067,1811,52,TV,26,Finished Airing,"Sep 23, 2006 to Mar 25, 2007",Fall 2006,Saturdays at 08:06 (JST),Sav! The World Productions,Shout! Factory,HAL Film Maker,Original,"Action, Adventure, Sci-Fi","Mecha, Racing",,25 min. per ep.,PG - Children,550
Ojiisan no Lamp,,7.51,4812,1812,20,Movie,1,Finished Airing,"Mar 5, 2011",,,"None found, add some","None found, add some",Telecom Animation Film,Original,Drama,Historical,,24 min.,G - All Ages,14
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",An Archdemon's Dilemma: How to Love Your Elf Bride,7.51,2066,1809,101,TV,12,Currently Airing,"Apr 5, 2024 to Jun 14, 2024",Spring 2024,Fridays at 01:30 (JST),"Hobby Japan,       Crunchyroll,       Kanon Sound,       DMM.com,       NetEase,       BS Asahi,       Unlimited Produce by TMS","None found, add some",Brain's Base,Light novel,"Action, Fantasy, Romance",,,23 min. per ep.,PG-13 - Teens 13 or older,435
Persona 4 the Animation,,7.51,923,1813,265,TV,25,Finished Airing,"Oct 7, 2011 to Mar 30, 2012",Fall 2011,Fridays at 01:30 (JST),"Aniplex,       AIC,       Mainichi Broadcasting System,       ASCII Media Works,       Index",Sentai Filmworks,AIC ASTA,Game,"Action, Mystery, Sci-Fi, Supernatural","School, Super Power",,25 min. per ep.,PG-13 - Teens 13 or older,"2,322"
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Slam Dunk: National Domination! Sakuragi Hanamichi,7.51,5121,1816,17,Movie,1,Finished Airing,"Aug 20, 1994",,,"None found, add some","None found, add some",Toei Animation,Manga,Sports,"School, Team Sports",Shounen,45 min.,PG-13 - Teens 13 or older,13
Shiroi Suna no Aquatope,The Aquatope on White Sand,7.51,1397,1815,170,TV,24,Finished Airing,"Jul 9, 2021 to Dec 17, 2021",Summer 2021,Fridays at 00:00 (JST),"BS Fuji,       Tokyo MX,       Infinite,       Forecast Communications,       Kadokawa Media House,       DMM pictures,       Bandai Namco Arts,       AQUA ARIS","None found, add some",P.A. Works,Original,Drama,Workplace,,23 min. per ep.,PG-13 - Teens 13 or older,"1,382"
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,Re:ZERO -Starting Life in Another World- Memory Snow: Manner Movie,7.51,3097,1814,51,Movie,1,Finished Airing,"Oct 6, 2018",,,White Fox,"None found, add some",Studio PuYUKAI,Light novel,Fantasy,Isekai,,3 min.,G - All Ages,89
Tiger & Bunny 2 Part 2,,7.51,6451,1817,9,ONA,12,Finished Airing,"Oct 7, 2022",,,"None found, add some","None found, add some",Bandai Namco Pictures,Original,"Action, Comedy, Mystery","Adult Cast, Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,25
To LOVE-Ru Darkness 2nd OVA,,7.51,2295,1818,86,OVA,3,Finished Airing,"Jan 4, 2016 to Dec 2, 2016",,,"None found, add some","None found, add some",Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,22 min. per ep.,R+ - Mild Nudity,143
Toriko,,7.51,1735,1819,130,TV,147,Finished Airing,"Apr 3, 2011 to Mar 30, 2014",Spring 2011,Sundays at 09:00 (JST),"Yomiko Advertising,       Fuji TV,       Shueisha",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Gourmet",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,855
Towa no Quon 4: Guren no Shoushin,Towanoquon: The Roaring Anxiety,7.51,3712,1820,36,Movie,1,Finished Airing,"Sep 10, 2011",,,"Bandai Visual,       Lantis,       Movic,       Showgate,       Hakuhodo DY Media Partners,       Sony PCL",Sentai Filmworks,Bones,Original,"Action, Sci-Fi, Supernatural",Super Power,,48 min.,PG-13 - Teens 13 or older,12
Yao Shen Ji 3rd Season,,7.51,6837,1824,8,ONA,40,Finished Airing,"Sep 25, 2018 to Feb 8, 2019",,,bilibili,"None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance","Martial Arts, Mythology",,7 min. per ep.,PG-13 - Teens 13 or older,26
Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,7.51,1069,1821,229,TV,26,Finished Airing,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,Saturdays at 18:30 (JST),"NHK,       Kodansha",Funimation,Bee Train,Manga,"Action, Adventure, Fantasy, Romance",,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"2,043"
Utawarerumono: Futari no Hakuoro,Utawarerumono: Mask of Truth,7.51,3697,1822,37,TV,28,Finished Airing,"Jul 3, 2022 to Dec 25, 2022",Summer 2022,Sundays at 01:00 (JST),"KlockWorx,       MAGES.,       AQUAPLUS,       King Records,       Crunchyroll","None found, add some",White Fox,Visual novel,"Action, Drama, Fantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,184
Voy@ger,,7.51,9145,1823,4,ONA,1,Finished Airing,"Aug 25, 2021",,,"Khara,       Half H.P Studio,       Nippon Columbia,       Bandai Namco Entertainment,       Bandai Namco Arts","None found, add some",CloverWorks,Game,Sci-Fi,"Idols (Female), Idols (Male), Music",,8 min.,G - All Ages,13
"Yondemasu yo, Azazel-san. (TV)","You're Being Summoned, Azazel",7.51,2370,1825,82,TV,13,Finished Airing,"Apr 8, 2011 to Jul 1, 2011",Spring 2011,Unknown,"Kodansha,       KlockWorx,       Memory-Tech,       King Records",Nozomi Entertainment,Production I.G,Manga,"Comedy, Supernatural","Gag Humor, Mythology",Seinen,12 min. per ep.,R - 17+ (violence & profanity),373
Yu☆Gi☆Oh! The Dark Side of Dimensions,,7.51,2410,1826,80,Movie,1,Finished Airing,"Apr 23, 2016",,,"TV Tokyo,       Nihon Ad Systems,       Shueisha,       Konami Digital Entertainment",Manga Entertainment,Gallop,Manga,Adventure,Strategy Game,Shounen,2 hr. 10 min.,PG-13 - Teens 13 or older,317
Casshern Sins,,7.51,1419,1828,166,TV,24,Finished Airing,"Oct 2, 2008 to Mar 16, 2009",Fall 2008,Thursdays at 01:30 (JST),"Tatsunoko Production,       Showgate,       Hakuhodo DY Media Partners,       USEN,       Geneon Entertainment,       Toei Academy",Funimation,Madhouse,Other,"Action, Adventure, Drama, Sci-Fi",Psychological,,23 min. per ep.,R - 17+ (violence & profanity),"1,813"
