Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Chuunibyou demo Koi ga Shitai! Ren,"Love, Chunibyo & Other Delusions!: Heart Throb",7.55,268,1669,745,TV,12,Finished Airing,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,Thursdays at 00:30 (JST),"Lantis,       TBS",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy, Romance",School,23 min. per ep.,PG-13 - Teens 13 or older,"2,591",
Da Wang Rao Ming,"Spare Me, Great Lord!",7.55,2281,1670,87,ONA,12,Finished Airing,"Dec 3, 2021 to Feb 11, 2022",,,Tencent Penguin Pictures,"None found, add some",Big Firebird Culture,Novel,"Action, Adventure, Comedy, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,608,
Durarara!!x2 Ketsu: Dufufufu!!,,7.55,2953,1671,56,Special,1,Finished Airing,"Jul 27, 2016",,,"None found, add some",Aniplex of America,Shuka,Light novel,"Action, Mystery, Supernatural",,23 min.,R - 17+ (violence & profanity),51,
Gugure! Kokkuri-san,,7.55,1313,1674,184,TV,12,Finished Airing,"Oct 6, 2014 to Dec 22, 2014",Fall 2014,Mondays at 01:05 (JST),"TV Tokyo,       Frontier Works,       Media Factory,       Nihon Ad Systems,       Sony Music Communications",Sentai Filmworks,TMS Entertainment,4-koma manga,"Comedy, Supernatural",Gag Humor,24 min. per ep.,PG-13 - Teens 13 or older,"1,062",Shounen
Garo Movie: Divine Flame,,7.55,4456,1673,24,Movie,1,Finished Airing,"May 21, 2016",,,Tohokushinsha Film Corporation,Funimation,MAPPA,Original,"Action, Fantasy",,1 hr. 18 min.,R+ - Mild Nudity,22,
Fairy Tail Movie 2: Dragon Cry,Fairy Tail the Movie 2: Dragon Cry,7.55,1246,1672,193,Movie,1,Finished Airing,"May 6, 2017",,,"None found, add some",Funimation,A-1 Pictures,Manga,"Action, Adventure, Fantasy",,1 hr. 24 min.,PG-13 - Teens 13 or older,758,Shounen
Hataraku Saibou,Cells at Work!,7.55,326,1675,651,TV,13,Finished Airing,"Jul 8, 2018 to Sep 30, 2018",Summer 2018,Sundays at 00:00 (JST),"Aniplex,       Kodansha,       Magic Capsule",Aniplex of America,David Production,Manga,Comedy,"Anthropomorphic, Educational, Medical",23 min. per ep.,PG-13 - Teens 13 or older,"2,335",Shounen
InuYasha Movie 4: Guren no Houraijima,InuYasha the Movie 4: Fire on the Mystic Island,7.55,2172,1676,94,Movie,1,Finished Airing,"Dec 23, 2004",,,"Avex Entertainment,       Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       TOHO,       Nippon Television Network,       Shogakukan,       Yomiuri TV Enterprise",VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance","Historical, Mythology, Time Travel",1 hr. 27 min.,PG-13 - Teens 13 or older,163,Shounen
K: Return of Kings,,7.55,719,1677,333,TV,13,Finished Airing,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 01:55 (JST),"Starchild Records,       Mainichi Broadcasting System,       Studio Tulip,       Glovision",VIZ Media,GoHands,Original,"Action, Fantasy",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,"1,224",
Kami no Tou,Tower of God,7.55,180,1679,931,TV,13,Finished Airing,"Apr 2, 2020 to Jun 25, 2020",Spring 2020,Thursdays at 00:30 (JST),"Sega,       Crunchyroll,       Rialto Entertainment,       Sola Entertainment,       Naver Webtoons,       IRMA LA DOUCE",VIZ Media,Telecom Animation Film,Web manga,"Action, Adventure, Drama, Fantasy, Mystery",,23 min. per ep.,PG-13 - Teens 13 or older,"6,484",
Kaitou Saint Tail,Mysterious Thief Saint Tail,7.55,4742,1678,21,TV,43,Finished Airing,"Oct 12, 1995 to Sep 12, 1996",Fall 1995,Thursdays at 19:30 (JST),"Dentsu,       Tokyo Movie Shinsha,       Asahi Broadcasting","Discotek Media,       Tokyopop",TMS Entertainment,Manga,"Adventure, Romance",,22 min. per ep.,G - All Ages,212,Shoujo
Kidou Keisatsu Patlabor the Movie,Patlabor: The Movie,7.55,3190,1680,48,Movie,1,Finished Airing,"Jul 15, 1989",,,"Bandai Visual,       Shochiku,       Bandai,       Tohokushinsha Film Corporation","Maiden Japan,       Manga Entertainment,       Bandai Visual USA","Production I.G,       Studio Deen",Original,"Action, Drama","Adult Cast, Mecha, Military",1 hr. 39 min.,PG-13 - Teens 13 or older,257,
Kidou Keisatsu Patlabor: New OVA,Mobile Police Patlabor: The New Files,7.55,6151,1681,11,OVA,16,Finished Airing,"Nov 22, 1990 to Apr 23, 1992",,,Tohokushinsha Film Corporation,"Central Park Media,       Maiden Japan",Sunrise,Original,"Comedy, Sci-Fi","Adult Cast, Mecha, Workplace",25 min. per ep.,PG-13 - Teens 13 or older,38,
Konjiki no Gash Bell!!,Zatch Bell!,7.55,1753,1682,127,TV,150,Finished Airing,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,Sundays at 09:00 (JST),"Yomiko Advertising,       Fuji TV","VIZ Media,       Flatiron Film Company",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",Mythology,23 min. per ep.,PG-13 - Teens 13 or older,"1,262",Shounen
Mahou Sensei Negima!: Mou Hitotsu no Sekai,,7.55,4418,1683,25,OVA,4,Finished Airing,"Sep 17, 2009 to Aug 17, 2010",,,"None found, add some","None found, add some","Shaft,       Studio Pastoral",Manga,"Action, Adventure, Supernatural, Ecchi",,29 min. per ep.,PG-13 - Teens 13 or older,34,Shounen
Nijuu Mensou no Musume,The Daughter of 20 Faces,7.55,3792,1686,35,TV,22,Finished Airing,"Apr 13, 2008 to Sep 28, 2008",Spring 2008,Sundays at 02:05 (JST),"Shochiku,       Yomiko Advertising,       Fuji TV,       PRA,       Sakura Create,       Fujipacific Music,       Geneon Entertainment","None found, add some","Bones,       Telecom Animation Film",Manga,"Action, Adventure, Mystery",,22 min. per ep.,PG-13 - Teens 13 or older,160,Seinen
Moyashimon,,7.55,2534,1685,73,TV,11,Finished Airing,"Oct 12, 2007 to Dec 21, 2007",Fall 2007,Unknown,"Dentsu,       SKY Perfect Well Think,       Kodansha,       Fuji TV,       Asmik Ace,       Sony Music Entertainment,       Fujipacific Music","None found, add some","Telecom Animation Film,       Shirogumi",Manga,"Comedy, Gourmet, Supernatural",Adult Cast,23 min. per ep.,PG-13 - Teens 13 or older,262,Seinen
Minami-ke Okaeri,,7.55,2664,1684,67,TV,13,Finished Airing,"Jan 5, 2009 to Mar 30, 2009",Winter 2009,Mondays at 01:30 (JST),"None found, add some","None found, add some",asread.,Manga,"Comedy, Slice of Life","CGDCT, School",24 min. per ep.,PG-13 - Teens 13 or older,56,Seinen
Nodame Cantabile Finale OVA,,7.55,4081,1687,30,OVA,1,Finished Airing,"Apr 26, 2010",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Romance",Adult Cast,11 min.,PG-13 - Teens 13 or older,10,Josei
Perrine Monogatari,,7.55,7720,1689,6,TV,53,Finished Airing,"Jan 1, 1978 to Dec 31, 1978",Winter 1978,Sundays at 19:30 (JST),Bandai Visual,"None found, add some",Nippon Animation,Novel,Drama,Historical,25 min. per ep.,G - All Ages,27,
Penguin Highway,,7.55,2234,1688,90,Movie,1,Finished Airing,"Aug 17, 2018",,,"Dentsu,       Fuji TV,       TOHO,       Sony Music Entertainment,       Kadokawa,       Twin Engine",Eleven Arts,Studio Colorido,Novel,"Fantasy, Mystery, Sci-Fi",,1 hr. 57 min.,PG - Children,337,
Planetarian: Chiisana Hoshi no Yume,Planetarian: The Reverie of a Little Planet,7.55,2138,1690,96,ONA,5,Finished Airing,"Jul 7, 2016 to Aug 4, 2016",,,Visual Arts,Funimation,David Production,Visual novel,"Drama, Sci-Fi",,18 min. per ep.,PG-13 - Teens 13 or older,460,
Pretty Rhythm: Rainbow Live,,7.55,5661,1691,13,TV,51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014",Spring 2013,Saturdays at 10:00 (JST),TV Tokyo,"None found, add some","Tatsunoko Production,       Dongwoo A&E",Game,Sports,"Idols (Female), Music",21 min. per ep.,PG - Children,189,
Ragna Crimson,,7.55,1332,1692,181,TV,24,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 01:30 (JST),"Square Enix,       Mainichi Broadcasting System,       Movic,       King Records,       BS11,       NewGin,       GREE Entertainment",Sentai Filmworks,SILVER LINK.,Manga,"Action, Fantasy",,24 min. per ep.,R - 17+ (violence & profanity),"1,166",Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,7.55,3056,1694,52,Movie,1,Finished Airing,"Dec 20, 1997",,,"Fuji TV,       Sony Music Entertainment","ADV Films,       Aniplex of America",Gallop,Manga,Drama,"Historical, Samurai",1 hr. 31 min.,R - 17+ (violence & profanity),92,Shounen
Re:Creators,,7.55,442,1693,506,TV,22,Finished Airing,"Apr 8, 2017 to Sep 16, 2017",Spring 2017,Saturdays at 23:30 (JST),"Aniplex,       Magic Capsule,       Shogakukan,       ABC Animation","None found, add some",TROYCA,Original,"Action, Fantasy",,24 min. per ep.,R - 17+ (violence & profanity),"3,588",
Sakamoto desu ga?,Haven't You Heard? I'm Sakamoto,7.55,250,1695,773,TV,12,Finished Airing,"Apr 8, 2016 to Jul 1, 2016",Spring 2016,Fridays at 02:28 (JST),"TBS,       DAX Production,       Daiichikosho,       King Records,       NichiNare,       Kadokawa",Sentai Filmworks,Studio Deen,Manga,Comedy,"Gag Humor, School",24 min. per ep.,PG-13 - Teens 13 or older,"2,709",Seinen
Seitokai Yakuindomo,Student Council Staff Members,7.55,457,1696,495,TV,13,Finished Airing,"Jul 4, 2010 to Sep 26, 2010",Summer 2010,Sundays at 00:30 (JST),"Starchild Records,       Dream Force",Sentai Filmworks,GoHands,4-koma manga,Comedy,"Gag Humor, School",24 min. per ep.,R - 17+ (violence & profanity),"3,330",Shounen
Sentai Daishikkaku,Go! Go! Loser Ranger!,7.55,2018,1697,106,TV,12,Currently Airing,"Apr 7, 2024 to Jun 30, 2024",Spring 2024,Sundays at 16:30 (JST),"Shochiku,       TBS,       Kodansha,       DAX Production,       JR East Marketing & Communications,       Yostar","None found, add some",Yostar Pictures,Manga,"Action, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,532,Shounen
Shakugan no Shana II (Second),Shakugan no Shana: Season II,7.55,778,1698,309,TV,24,Finished Airing,"Oct 5, 2007 to Mar 28, 2008",Fall 2007,Fridays at 01:25 (JST),"ASCII Media Works,       Geneon Entertainment",Funimation,J.C.Staff,Light novel,"Action, Drama, Fantasy, Romance","Mahou Shoujo, School",24 min. per ep.,PG-13 - Teens 13 or older,991,
Kakuriyo no Yadomeshi,Kakuriyo: Bed and Breakfast for Spirits,7.54,1376,1699,172,TV,26,Finished Airing,"Apr 2, 2018 to Sep 24, 2018",Spring 2018,Mondays at 22:30 (JST),"DLE,       flying DOG,       Studio Mausu,       BS Fuji,       Tokyo MX,       NADA Holdings,       Kadokawa,       Happinet",Funimation,Gonzo,Light novel,"Drama, Fantasy, Gourmet, Romance","Adult Cast, Isekai, Mythology",23 min. per ep.,PG-13 - Teens 13 or older,"1,433",Josei
Kara no Kyoukai Remix: Gate of Seventh Heaven,The Garden of Sinners Remix: Gate of Seventh Heaven,7.54,3192,1700,48,Movie,1,Finished Airing,"Mar 14, 2009",,,"Aniplex,       Kodansha",Aniplex of America,ufotable,Light novel,"Action, Mystery, Romance, Suspense",Super Power,1 hr. 1 min.,R - 17+ (violence & profanity),60,
Flying Witch,,7.50,912,1851,269,TV,12,Finished Airing,"Apr 10, 2016 to Jun 26, 2016",Spring 2016,Sundays at 02:25 (JST),"VAP,       Kodansha,       Magic Capsule,       Nippon Television Network,       RAB Aomori Broadcasting,       Nippon Television Music",Sentai Filmworks,J.C.Staff,Manga,"Slice of Life, Supernatural",Iyashikei,23 min. per ep.,PG-13 - Teens 13 or older,"1,345",Shounen
Hello World,,7.50,943,1852,259,Movie,1,Finished Airing,"Sep 20, 2019",,,"Yomiuri Telecasting,       TV Osaka,       Mainichi Broadcasting System,       Movic,       TOHO,       Memory-Tech,       Tokyo MX,       Shueisha,       Kansai Telecasting,       CyberAgent,       JR East Marketing & Communications,       LINE Corporation,       Marui Group,       Lawson Entertainment,       Hikari TV","None found, add some",Graphinica,Original,"Drama, Romance, Sci-Fi",,1 hr. 37 min.,PG-13 - Teens 13 or older,"1,463",
Initial D Battle Stage 3,,7.49,7275,1895,7,OVA,1,Finished Airing,"Mar 5, 2021",,,"None found, add some","None found, add some",SynergySP,Manga,Action,Racing,1 hr. 33 min.,PG-13 - Teens 13 or older,19,
Kappa no Coo to Natsuyasumi,Summer Days with Coo,7.50,5088,1853,18,Movie,1,Finished Airing,"Jul 28, 2007",,,"Dentsu,       TV Asahi,       Shochiku,       Sony Music Entertainment,       Dentsu Tec,       Imagine",GKIDS,Shin-Ei Animation,Original,"Adventure, Award Winning, Fantasy",Mythology,2 hr. 21 min.,PG - Children,50,
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,7.50,1621,1854,141,TV,12,Finished Airing,"Jan 7, 2024 to Mar 24, 2024",Winter 2024,Sundays at 23:30 (JST),"Pony Canyon,       AT-X,       DAX Production,       Docomo Anime Store,       Overlap,       Crunchyroll,       Muse Communication,       MAGNET","None found, add some","Studio Kai,       HORNETS",Light novel,"Fantasy, Romance",Time Travel,23 min. per ep.,PG-13 - Teens 13 or older,968,
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - Waver, Reunion, and the Magic Lantern",7.50,4317,1855,26,TV Special,1,Finished Airing,"Dec 31, 2021",,,"None found, add some","None found, add some",TROYCA,Light novel,"Fantasy, Mystery, Supernatural",,52 min.,R - 17+ (violence & profanity),42,
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,7.50,5734,1856,13,OVA,1,Finished Airing,"Apr 19, 2008",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,28 min.,PG-13 - Teens 13 or older,22,Shounen
Ningen Shikkaku: Director's Cut-ban,,7.50,6124,1858,11,Movie,1,Finished Airing,"Dec 12, 2009",,,"None found, add some","None found, add some",Madhouse,Novel,Drama,"Historical, Psychological",1 hr. 29 min.,R - 17+ (violence & profanity),50,
Sengoku Basara Ni,Sengoku Basara: Samurai Kings 2,7.50,2603,1859,70,TV,12,Finished Airing,"Jul 11, 2010 to Sep 26, 2010",Summer 2010,Sundays at 17:00 (JST),"Dentsu,       Shochiku,       Mainichi Broadcasting System,       Pony Canyon,       Movic,       flying DOG",Funimation,Production I.G,Game,"Action, Fantasy","Historical, Martial Arts, Samurai, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,170,
Shakugan no Shana III (Final),Shakugan no Shana: Season III,7.50,1026,1860,238,TV,24,Finished Airing,"Oct 8, 2011 to Mar 24, 2012",Fall 2011,Saturdays at 01:30 (JST),"Geneon Universal Entertainment,       Warner Bros. Japan,       ASCII Media Works,       Showgate",Funimation,J.C.Staff,Light novel,"Action, Drama, Fantasy, Romance","Mahou Shoujo, School",23 min. per ep.,PG-13 - Teens 13 or older,"1,137",
Shion no Ou,The Flowers of Hard Blood,7.50,3932,1861,32,TV,22,Finished Airing,"Oct 14, 2007 to Mar 23, 2008",Fall 2007,Unknown,"Yomiko Advertising,       Pony Canyon,       Fuji TV,       DAX Production","None found, add some",Studio Deen,Manga,"Drama, Mystery, Suspense",Strategy Game,23 min. per ep.,PG-13 - Teens 13 or older,94,
Shounan Bakusouzoku,,7.50,8402,1862,5,OVA,12,Finished Airing,"Sep 10, 1986 to Mar 12, 1999",,,"None found, add some",AnimEigo,Toei Animation,Manga,"Action, Comedy",Delinquents,53 min. per ep.,R - 17+ (violence & profanity),65,Shounen
Shuumatsu no Walküre II,Record of Ragnarok II,7.50,1862,1863,117,ONA,10,Finished Airing,"Jan 26, 2023",,,"Mainichi Broadcasting System,       Warner Bros. Japan,       KlockWorx,       Coamix,       Sammy","None found, add some","Yumeta Company,       Graphinica",Manga,"Action, Drama, Fantasy","Gore, Mythology",24 min. per ep.,R - 17+ (violence & profanity),423,Seinen
Special A,Special A (S.A),7.50,645,1864,368,TV,24,Finished Airing,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,Mondays at 01:30 (JST),Showgate,Sentai Filmworks,"Gonzo,       AIC",Manga,"Comedy, Romance",School,24 min. per ep.,PG-13 - Teens 13 or older,"2,752",Shoujo
Yao Shen Ji 5th Season,Tales of Demons and Gods Season 5,7.50,9058,1866,4,ONA,104,Finished Airing,"Oct 30, 2021 to Oct 19, 2022",,,"bilibili,       Tencent Penguin Pictures","None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance","Martial Arts, Mythology",7 min. per ep.,PG-13 - Teens 13 or older,25,
Wakaokami wa Shougakusei! Movie,Okko's Inn,7.50,4855,1865,20,Movie,1,Finished Airing,"Sep 21, 2018",,,"TV Tokyo,       Nihon Ad Systems,       Kodansha,       AT-X,       GAGA,       NADA Holdings,       Aeon Entertainment",GKIDS,"Madhouse,       DLE",Novel,"Award Winning, Comedy, Slice of Life, Supernatural",,1 hr. 34 min.,G - All Ages,51,
Yong Sheng: Shi Nian Zhi Yue,Immortality 2nd Season,7.50,12969,1867,1,ONA,12,Finished Airing,"Jul 8, 2023 to Sep 16, 2023",,,bilibili,"None found, add some",Oriental Creative Color,Web novel,"Action, Adventure, Fantasy",Martial Arts,24 min. per ep.,PG-13 - Teens 13 or older,8,
Zombieland Saga,,7.50,455,1868,495,TV,12,Finished Airing,"Oct 4, 2018 to Dec 20, 2018",Fall 2018,Thursdays at 23:30 (JST),"Avex Pictures,       Cygames,       dugout",Funimation,MAPPA,Original,"Award Winning, Comedy, Supernatural","Idols (Female), Music, Parody",23 min. per ep.,R - 17+ (violence & profanity),"3,188",
Shin Tennis no Oujisama Specials,The Prince of Tennis II Specials,7.49,5907,1869,12,Special,7,Finished Airing,"Apr 20, 2012 to Apr 24, 2013",,,Nihon Ad Systems,"None found, add some","Production I.G,       M.S.C",Manga,"Comedy, Sports",,23 min. per ep.,PG-13 - Teens 13 or older,14,Shounen
Sugar Sugar Rune,,7.49,3413,1871,43,TV,51,Finished Airing,"Jul 2, 2005 to Jun 24, 2006",Summer 2005,Saturdays at 07:00 (JST),TV Tokyo Music,"None found, add some",Pierrot,Manga,"Comedy, Drama, Fantasy",Mahou Shoujo,24 min. per ep.,PG - Children,467,Shoujo
Shine Post,,7.49,4390,1870,25,TV,12,Finished Airing,"Jul 13, 2022 to Oct 19, 2022",Summer 2022,Wednesdays at 01:29 (JST),"Nippon Television Network,       Avex Pictures,       Docomo Anime Store,       Konami Digital Entertainment,       Contents Seed,       BS NTV,       Straight Edge,       Culture Entertainment,       Stray Cats,       ADK Emotions",Sentai Filmworks,Studio Kai,Mixed media,Drama,"Idols (Female), Music",22 min. per ep.,PG-13 - Teens 13 or older,115,
Sword Art Online: Alicization - War of Underworld 2nd Season,Sword Art Online: Alicization - War of Underworld Part 2,7.49,351,1872,619,TV,11,Finished Airing,"Jul 12, 2020 to Sep 20, 2020",Summer 2020,Sundays at 00:00 (JST),"Aniplex,       Bandai Namco Entertainment,       Egg Firm,       Straight Edge,       Kadokawa",Aniplex of America,A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Video Game,24 min. per ep.,R - 17+ (violence & profanity),"3,221",
Tasogare Otome x Amnesia: Taima Otome,Dusk Maiden of Amnesia: Ghost Girl,7.49,2396,1873,80,Special,1,Finished Airing,"Nov 28, 2012",,,"None found, add some",Sentai Filmworks,SILVER LINK.,Manga,"Horror, Mystery, Romance, Supernatural",School,23 min.,R - 17+ (violence & profanity),119,Shounen
Tensei shitara Slime Datta Ken OVA,That Time I Got Reincarnated as a Slime OAD,7.49,1034,1874,235,OVA,5,Finished Airing,"Jul 9, 2019 to Nov 27, 2020",,,"None found, add some","None found, add some",8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,524,
Yu☆Gi☆Oh! Duel Monsters,Yu-Gi-Oh!,7.49,577,1876,399,TV,224,Finished Airing,"Apr 18, 2000 to Sep 29, 2004",Spring 2000,Tuesdays at 19:28 (JST),"Nihon Ad Systems,       Shueisha",Konami,Gallop,Manga,"Action, Adventure, Fantasy",Strategy Game,23 min. per ep.,PG-13 - Teens 13 or older,"4,874",Shounen
Yawara!,,7.49,4666,1875,22,TV,124,Finished Airing,"Oct 16, 1989 to Sep 21, 1992",Fall 1989,Mondays at 07:30 (JST),Kitty Films,AnimEigo,Madhouse,Manga,"Comedy, Romance, Sports",Combat Sports,25 min. per ep.,PG-13 - Teens 13 or older,137,Seinen
