Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Kyouran Kazoku Nikki,,7.25,4143,2982,29,TV,26,Finished Airing,"Apr 12, 2008 to Oct 4, 2008",Spring 2008,Unknown,Lantis,"None found, add some",Nomad,Light novel,"Comedy, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,117
Mahoutsukai Precure!,Maho Girls Precure!,7.25,5525,2983,14,TV,50,Finished Airing,"Feb 7, 2016 to Jan 29, 2017",Winter 2016,Sundays at 08:30 (JST),ABC Animation,"None found, add some",Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,119
Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,7.25,3589,2984,39,TV,26,Finished Airing,"Apr 5, 2003 to Sep 27, 2003",Spring 2003,Unknown,"TV Tokyo,       Rakuonsha","ADV Films,       Sentai Filmworks",Studio Deen,Manga,"Comedy, Mystery, Supernatural",Mythology,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,181
Meitantei Conan OVA 07: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.25,5557,2986,14,OVA,1,Finished Airing,"Mar 13, 2007",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,24 min.,PG-13 - Teens 13 or older,4
Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,7.25,1293,2987,186,TV,6,Finished Airing,"Feb 4, 2008 to Jul 7, 2008",Winter 2008,Mondays at 00:00 (JST),"VAP,       Sotsu,       Genco,       AT-X,       Showgate",Funimation,Xebec,Original,"Action, Girls Love, Horror, Sci-Fi, Supernatural",Gore,,45 min. per ep.,R+ - Mild Nudity,"1,165"
MÄR,,7.25,3040,2985,53,TV,102,Finished Airing,"Apr 3, 2005 to Mar 25, 2007",Spring 2005,Sundays at 10:00 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions",VIZ Media,SynergySP,Manga,"Action, Adventure, Comedy, Fantasy",Isekai,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,308
Mononogatari,Malevolent Spirits: Mononogatari,7.25,2704,2988,66,TV,12,Finished Airing,"Jan 10, 2023 to Mar 28, 2023",Winter 2023,Tuesdays at 00:00 (JST),"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       Shueisha,       BS11,       Quaras,       GREE Entertainment,       Bandai Namco Music Live,       Happinet Phantom Studios","None found, add some",Bandai Namco Pictures,Manga,"Action, Fantasy","Adult Cast, Mythology",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,234
Nabari no Ou,,7.25,1416,2989,167,TV,26,Finished Airing,"Apr 7, 2008 to Sep 29, 2008",Spring 2008,Mondays at 01:30 (JST),"Square Enix,       Kinyosha,       Geneon Entertainment",Funimation,J.C.Staff,Manga,"Action, Drama, Fantasy",Martial Arts,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,236"
Nanatsu no Taizai: Mokushiroku no Yonkishi,The Seven Deadly Sins: Four Knights of the Apocalypse,7.25,2796,2990,62,TV,24,Finished Airing,"Oct 8, 2023 to Mar 31, 2024",Fall 2023,Sundays at 16:30 (JST),"VAP,       Dentsu,       TMS Entertainment,       TBS,       Kodansha,       Movic,       Sammy,       Marui Group,       Unlimited Produce by TMS","None found, add some",Telecom Animation Film,Manga,"Action, Adventure, Fantasy",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,352
Noblesse: Pamyeol-ui Sijak,,7.25,2990,2991,55,OVA,1,Finished Airing,"Dec 4, 2015",,,"None found, add some","None found, add some",Studio Animal,Web manga,"Action, Adventure, Supernatural",,,37 min.,R - 17+ (violence & profanity),109
Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,7.25,5755,2993,13,OVA,3,Finished Airing,"Jan 21, 2004 to Apr 28, 2004",,,Aniplex,"ADV Films,       Funimation",Studio Deen,Manga,"Adventure, Comedy, Fantasy",Psychological,Shounen,28 min. per ep.,PG-13 - Teens 13 or older,25
One Piece: Adventure of Nebulandia,,7.25,3308,2992,45,TV Special,1,Finished Airing,"Dec 19, 2015",,,Fuji TV,Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 46 min.,PG-13 - Teens 13 or older,16
Papa no Iukoto wo Kikinasai!,"Listen to Me, Girls. I Am Your Father!",7.25,1230,2994,195,TV,12,Finished Airing,"Jan 11, 2012 to Mar 28, 2012",Winter 2012,Wednesdays at 01:30 (JST),"Starchild Records,       KlockWorx,       PPP,       Studio Mausu,       Shueisha",Sentai Filmworks,feel.,Light novel,"Comedy, Romance",Childcare,,23 min. per ep.,PG-13 - Teens 13 or older,628
Pokemon (2019): Harukanaru Aoi Sora,Pokémon: Distant Blue Sky!,7.25,7751,2995,6,TV Special,1,Finished Airing,"Dec 23, 2022",,,TV Tokyo,"None found, add some",OLM,Game,"Action, Adventure, Comedy, Fantasy",,Kids,24 min.,PG - Children,8
Popee the Performer,Popee the Clown,7.25,6112,2996,11,TV,39,Finished Airing,"Jan 3, 2000 to Dec 28, 2001",Winter 2000,Mondays at 20:53 (JST),"Kids Station,       Nippon Columbia","None found, add some",Zuiyo,Original,"Avant Garde, Comedy",Gag Humor,,4 min. per ep.,R - 17+ (violence & profanity),310
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,,7.25,9917,2997,3,Movie,1,Finished Airing,"Oct 31, 2020",,,"None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy","Mahou Shoujo, Time Travel",,1 hr. 10 min.,G - All Ages,5
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Adieu Galaxy Express 999,7.25,6435,2998,10,Movie,1,Finished Airing,"Jan 8, 1981",,,"None found, add some",Discotek Media,Toei Animation,Manga,"Adventure, Drama, Sci-Fi",Space,,2 hr. 10 min.,PG-13 - Teens 13 or older,24
Semantic Error,,7.25,7024,3000,8,ONA,4,Finished Airing,"Mar 12, 2021 to Apr 1, 2021",,,Laftel,"None found, add some","None found, add some",Web manga,"Boys Love, Slice of Life",Adult Cast,,4 min. per ep.,PG-13 - Teens 13 or older,44
Boku dake ga Inai Machi Recaps,ERASED Digest,7.26,3766,2901,35,ONA,2,Finished Airing,"Feb 16, 2016 to Mar 18, 2016",,,"None found, add some","None found, add some",A-1 Pictures,Manga,"Mystery, Supernatural, Suspense","Psychological, Time Travel",Seinen,19 min. per ep.,R - 17+ (violence & profanity),115
Chuunibyou demo Koi ga Shitai! Lite,"Love, Chunibyo & Other Delusions!: Chuni-Shorts",7.26,1606,2902,143,ONA,6,Finished Airing,"Sep 27, 2012 to Oct 31, 2012",,,"None found, add some",Sentai Filmworks,Kyoto Animation,Light novel,Comedy,School,,6 min. per ep.,PG-13 - Teens 13 or older,176
Digimon Adventure 02: Diablomon no Gyakushuu,Digimon Adventure 02: Revenge of Diaboromon,7.26,3029,2903,53,Movie,1,Finished Airing,"Mar 3, 2001",,,Bandai,Saban Brands,Toei Animation,Original,"Adventure, Comedy, Drama, Sci-Fi",,Kids,30 min.,PG - Children,33
Sei Juushi Bismarck,Saber Rider and the Star Sheriffs,7.25,7861,2999,6,TV,51,Finished Airing,"Oct 7, 1984 to Sep 29, 1985",Fall 1984,Unknown,Nippon Television Network,Discotek Media,Pierrot,Original,"Action, Adventure, Sci-Fi","Mecha, Space",,24 min. per ep.,PG-13 - Teens 13 or older,39
Doraemon Movie 17: Nobita to Ginga Express,Doraemon the Movie: Nobita and the Galaxy Super-express,7.26,6737,2904,9,Movie,1,Finished Airing,"Mar 2, 1996",,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Fantasy,,,1 hr. 37 min.,PG - Children,8
Dororo to Hyakkimaru,Dororo,7.26,4691,2905,22,TV,26,Finished Airing,"Apr 6, 1969 to Sep 28, 1969",Spring 1969,Sundays at 19:30 (JST),Fuji TV,Discotek Media,Mushi Production,Manga,"Action, Adventure, Fantasy","Historical, Mythology, Samurai",Shounen,26 min. per ep.,R - 17+ (violence & profanity),100
Doupo Cangqiong,Fights Break Sphere,7.26,5709,2906,13,ONA,12,Finished Airing,"Jan 7, 2017 to Apr 1, 2017",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Foch Films,Novel,"Action, Adventure, Comedy, Romance, Supernatural",,,19 min. per ep.,PG-13 - Teens 13 or older,146
Fullmetal Alchemist: The Sacred Star of Milos,,7.26,1287,2907,187,Movie,1,Finished Airing,"Jul 2, 2011",,,"Aniplex,       Dentsu,       Square Enix,       Shochiku,       Mainichi Broadcasting System,       TBS",Funimation,Bones,Manga,"Action, Adventure, Drama, Fantasy",Military,Shounen,1 hr. 50 min.,R - 17+ (violence & profanity),154
Gakuen Utopia Manabi Straight!,,7.26,3986,2908,31,TV,12,Finished Airing,"Jan 8, 2007 to Mar 26, 2007",Winter 2007,Mondays at 01:30 (JST),"Starchild Records,       KlockWorx,       ASCII Media Works",Discotek Media,ufotable,Manga,"Comedy, Slice of Life","CGDCT, School",,24 min. per ep.,G - All Ages,133
Girls & Panzer: Saishuushou Part 2 Specials,,7.26,6832,2909,8,Special,3,Finished Airing,"Feb 27, 2020",,,"None found, add some","None found, add some",Actas,Original,Comedy,"Military, School",,9 min. per ep.,PG-13 - Teens 13 or older,5
Goblin Slayer: Goblin's Crown,,7.26,848,2910,289,Movie,1,Finished Airing,"Feb 1, 2020",,,"Sony Pictures Entertainment,       Frontier Works,       AT-X,       Bushiroad,       Hakuhodo DY Music & Pictures,       Good Smile Film,       SB Creative",Funimation,White Fox,Light novel,"Action, Adventure, Fantasy",Gore,,1 hr. 25 min.,R - 17+ (violence & profanity),468
Hanamaru Youchien,Hanamaru Kindergarten,7.26,2164,2911,95,TV,12,Finished Airing,"Jan 11, 2010 to Mar 29, 2010",Winter 2010,Mondays at 01:30 (JST),"Starchild Records,       Omnibus Japan,       TV Tokyo Music","None found, add some",Gainax,Manga,"Comedy, Slice of Life",Childcare,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,243
Hatsukoi Limited.,Hatsukoi Limited,7.26,2064,2912,102,TV,12,Finished Airing,"Apr 12, 2009 to Jun 28, 2009",Spring 2009,Sundays at 00:00 (JST),Shueisha,Sentai Filmworks,J.C.Staff,Manga,"Comedy, Romance",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,228
Inazuma Eleven Go: Chrono Stone,,7.26,2856,2914,60,TV,51,Finished Airing,"Apr 18, 2012 to May 1, 2013",Spring 2012,Wednesdays at 19:00 (JST),"None found, add some","None found, add some",OLM,Game,Sports,"Super Power, Team Sports, Time Travel",,23 min. per ep.,G - All Ages,363
Imouto sae Ireba Ii.,A Sister's All You Need,7.26,693,2913,342,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,Sundays at 22:30 (JST),"Bandai Visual,       Lantis,       Shochiku,       Bushiroad,       Hakuhodo DY Music & Pictures,       BS11,       Shogakukan",Funimation,SILVER LINK.,Light novel,"Comedy, Romance, Ecchi","Adult Cast, Otaku Culture, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,"1,807"
Kaitou Joker 2nd Season,JOKER 2nd Season,7.26,7526,2915,6,TV,13,Finished Airing,"Apr 6, 2015 to Jun 29, 2015",Spring 2015,Mondays at 19:00 (JST),Asatsu DK,"None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery",,Kids,24 min. per ep.,PG - Children,18
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Sergeant Frog Movie 2,7.26,8026,2916,5,Movie,1,Finished Airing,"Mar 17, 2007",,,"Kadokawa Shoten,       Nihon Ad Systems","None found, add some",Sunrise,Manga,"Action, Adventure, Comedy, Drama, Sci-Fi",,Shounen,1 hr. 18 min.,PG - Children,15
Kidou Senshi Gundam SEED Special Edition,Mobile Suit Gundam SEED Special Edition,7.26,6187,2918,10,TV Special,3,Finished Airing,"Aug 27, 2004 to Oct 22, 2004",,,"Asatsu DK,       Atelier Musa",Bandai Entertainment,Sunrise,Original,"Action, Sci-Fi","Mecha, Military, Space",,1 hr. 35 min. per ep.,R - 17+ (violence & profanity),12
Kidou Keisatsu Patlabor,Patlabor: The Mobile Police,7.26,3638,2917,38,OVA,7,Finished Airing,"Apr 25, 1988 to Jun 25, 1989",,,"Production I.G,       Bandai,       Tohokushinsha Film Corporation","Central Park Media,       Maiden Japan",Studio Deen,Original,"Action, Comedy, Sci-Fi","Adult Cast, Mecha, Workplace",,28 min. per ep.,PG-13 - Teens 13 or older,207
Kimi no Hikari: Asagao to Kase-san.,Your Light: Kase-san and Morning Glories,7.26,3409,2920,43,OVA,1,Finished Airing,"Jul 25, 2017",,,Pony Canyon,"None found, add some",Zexcs,Manga,Girls Love,"Music, School",,6 min.,PG-13 - Teens 13 or older,108
Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,7.26,2876,2919,59,TV,26,Finished Airing,"Apr 1, 2001 to Sep 23, 2001",Spring 2001,Sundays at 17:20 (JST),"Dentsu,       TV Tokyo Music","ADV Films,       Sentai Filmworks",Bones,Manga,"Award Winning, Comedy, Drama, Sci-Fi",Strategy Game,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,307
Konjiki no Gash Bell!!: 101-banme no Mamono,Zatch Bell! 101st Devil,7.26,6814,2921,8,Movie,1,Finished Airing,"Aug 7, 2004",,,"None found, add some",Discotek Media,Toei Animation,Unknown,"Adventure, Supernatural",,Shounen,1 hr. 24 min.,PG-13 - Teens 13 or older,3
Kowarekake no Orgel (Movie),,7.26,5312,2922,16,Movie,1,Finished Airing,"Sep 11, 2010",,,ElectromagneticWave,"None found, add some",Actas,Original,"Drama, Sci-Fi",Music,,30 min.,G - All Ages,20
Love Live! School Idol Festival All Stars,,7.26,8324,2923,5,ONA,1,Finished Airing,"Sep 19, 2018",,,"None found, add some","None found, add some",Sunrise,Other,,Music,,4 min.,PG-13 - Teens 13 or older,18
Mahoutsukai no Yome Recap,The Ancient Magus' Bride Recap,7.26,5278,2924,16,TV Special,1,Finished Airing,"Dec 31, 2017",,,"Production I.G,       Shochiku,       flying DOG,       Mag Garden","None found, add some",Wit Studio,Manga,"Fantasy, Supernatural",,Shounen,24 min.,PG-13 - Teens 13 or older,31
Maria-sama ga Miteru 3rd Specials,Keep it a Secret from Maria-sama,7.26,7257,2925,7,Special,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Comedy, Girls Love",,Shoujo,1 min. per ep.,PG - Children,5
Maria-sama ga Miteru: Haru Specials,Maria Watches Over Us: Printemps,7.26,6771,2926,8,Special,6,Finished Airing,"Oct 22, 2004 to May 23, 2005",,,"None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Drama, Girls Love",School,Shoujo,1 min. per ep.,PG - Children,4
Mary to Majo no Hana,Mary and the Witch's Flower,7.26,2094,2927,99,Movie,1,Finished Airing,"Jul 8, 2017",,,"Khara,       Dentsu,       Yomiuri Telecasting,       TOHO,       Nippon Television Network,       Amuse,       Hakuhodo DY Media Partners,       Lawson,       Kadokawa,       Sapporo Television Broadcasting,       Miyagi Television Broadcasting,       Shizuoka Daiichi Television,       Chukyo TV Broadcasting,       Hiroshima Television,       Fukuoka Broadcasting System,       LINE Corporation,       Walt Disney Japan,       KEN ON,       D.N. Dream Partners,       Yomiuri Shimbun",GKIDS,Studio Ponoc,Book,"Adventure, Fantasy",,,1 hr. 42 min.,G - All Ages,183
Mazinger Z,,7.26,5040,2928,18,TV,92,Finished Airing,"Dec 3, 1972 to Sep 1, 1974",Winter 1973,Sundays at 19:00 (JST),Dynamic Planning,Discotek Media,Toei Animation,Manga,"Action, Drama, Sci-Fi",Mecha,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,139
Natsuyuki Rendezvous,,7.26,2341,2929,84,TV,11,Finished Airing,"Jul 6, 2012 to Sep 14, 2012",Summer 2012,Fridays at 01:15 (JST),"Dentsu,       Fuji TV,       TOHO,       Sony Music Entertainment,       Shodensha",Sentai Filmworks,Doga Kobo,Manga,"Drama, Romance, Supernatural",Adult Cast,Josei,23 min. per ep.,PG-13 - Teens 13 or older,268
Nerima Daikon Brothers,,7.26,6647,2930,9,TV,12,Finished Airing,"Jan 10, 2006 to Mar 28, 2006",Winter 2006,Unknown,Aniplex,"ADV Films,       Funimation",Studio Hibari,Original,Comedy,Music,,24 min. per ep.,R+ - Mild Nudity,72
"Omoi, Omoware, Furi, Furare","Love Me, Love Me Not",7.26,2431,2931,79,Movie,1,Finished Airing,"Sep 18, 2020",,,"None found, add some","None found, add some",A-1 Pictures,Manga,"Drama, Romance","Love Polygon, School",Shoujo,1 hr. 42 min.,PG-13 - Teens 13 or older,323
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,My Next Life as a Villainess: All Routes Lead to Doom! X,7.26,1022,2932,239,TV,12,Finished Airing,"Jul 3, 2021 to Sep 18, 2021",Summer 2021,Saturdays at 01:25 (JST),Nichion,"None found, add some",SILVER LINK.,Light novel,"Comedy, Fantasy, Romance","Isekai, Reincarnation, Reverse Harem, School",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"1,061"
Owari no Seraph: The Beginning of the End,Seraph of the End: The Beginning of the End,7.26,2674,2933,67,Special,1,Finished Airing,"Oct 3, 2015",,,"None found, add some","None found, add some",Wit Studio,Manga,"Action, Drama, Supernatural",Vampire,Shounen,24 min.,R - 17+ (violence & profanity),141
Persona 4 the Animation: The Factor of Hope,,7.26,4976,2934,19,Movie,1,Finished Airing,"Jun 9, 2012",,,Index,"None found, add some",AIC ASTA,Game,"Action, Adventure, Mystery, Supernatural","School, Super Power",,1 hr. 30 min.,PG-13 - Teens 13 or older,12
RideBack,,7.26,3193,2936,48,TV,12,Finished Airing,"Jan 12, 2009 to Mar 30, 2009",Winter 2009,Mondays at 00:00 (JST),"None found, add some",Funimation,Madhouse,Manga,"Action, Drama, Sci-Fi","Mecha, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,135
Phi Brain: Kami no Puzzle - Orpheus Order-hen,Phi-Brain ~ Puzzle of God: The Orpheus Order,7.26,3176,2935,48,TV,25,Finished Airing,"Apr 8, 2012 to Sep 23, 2012",Spring 2012,Unknown,NHK,Sentai Filmworks,Sunrise,Original,"Action, Mystery, Suspense","High Stakes Game, Strategy Game",,24 min. per ep.,PG-13 - Teens 13 or older,44
Rokka no Yuusha,Rokka: Braves of the Six Flowers,7.26,340,2937,636,TV,12,Finished Airing,"Jul 5, 2015 to Sep 20, 2015",Summer 2015,Sundays at 02:58 (JST),Pony Canyon,Ponycan USA,Passione,Light novel,"Action, Adventure, Fantasy, Mystery",,,24 min. per ep.,PG-13 - Teens 13 or older,"2,666"
Sabage-bu! Specials,,7.26,4959,2938,19,Special,6,Finished Airing,"Sep 24, 2014 to Feb 20, 2015",,,Lantis,Sentai Filmworks,Pierrot Plus,Manga,"Action, Comedy","CGDCT, School",Shoujo,11 min. per ep.,PG-13 - Teens 13 or older,13
Senjou no Valkyria 3: Tagatame no Juusou,,7.26,5414,2940,15,OVA,2,Finished Airing,"Apr 13, 2011 to Jun 29, 2011",,,Bridge,"None found, add some",A-1 Pictures,Game,"Action, Fantasy",Military,,33 min. per ep.,PG-13 - Teens 13 or older,16
Selection Project,,7.26,3332,2939,44,TV,13,Finished Airing,"Oct 1, 2021 to Dec 24, 2021",Fall 2021,Fridays at 22:00 (JST),Kadokawa,Funimation,Doga Kobo,Mixed media,,"Idols (Female), Music",,23 min. per ep.,PG-13 - Teens 13 or older,385
Shikabane Hime: Kuro,Corpse Princess: Kuro,7.26,2462,2941,77,TV,12,Finished Airing,"Jan 1, 2009 to Mar 26, 2009",Winter 2009,Unknown,"Square Enix,       Starchild Records",Funimation,"Gainax,       feel.",Manga,"Action, Horror, Supernatural",,Shounen,24 min. per ep.,R - 17+ (violence & profanity),124
Shinpi no Sekai El-Hazard,El Hazard: The Magnificent World,7.26,4868,2942,20,OVA,7,Finished Airing,"May 26, 1995 to Jan 25, 1996",,,Pioneer LDC,"Nozomi Entertainment,       Geneon Entertainment USA",AIC,Original,"Adventure, Comedy, Fantasy, Romance","Crossdressing, Isekai",,34 min. per ep.,PG-13 - Teens 13 or older,104
Slayers: The Motion Picture,,7.26,4440,2943,25,Movie,1,Finished Airing,"Jul 29, 1995",,,"Kadokawa Shoten,       Marubeni",ADV Films,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",,,1 hr. 4 min.,PG-13 - Teens 13 or older,28
Soukyuu no Fafner: Dead Aggressor,Fafner,7.26,3169,2944,49,TV,25,Finished Airing,"Jul 5, 2004 to Dec 27, 2004",Summer 2004,Unknown,"TV Tokyo Music,       King Records","Funimation,       Geneon Entertainment USA",Xebec,Original,"Action, Drama, Sci-Fi","Mecha, Military",,24 min. per ep.,PG-13 - Teens 13 or older,266
Tsuki ga Kirei Special,,7.26,3811,2945,34,Special,1,Finished Airing,"Sep 27, 2017",,,"Sotsu,       flying DOG","None found, add some",feel.,Original,"Comedy, Romance",School,,15 min.,PG-13 - Teens 13 or older,30
Utawarerumono: Itsuwari no Kamen,Utawarerumono: The False Faces,7.26,1932,2946,112,TV,25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,Sundays at 01:00 (JST),"KlockWorx,       Toranoana,       AQUAPLUS,       ensky,       King Records",Sentai Filmworks,White Fox,Visual novel,"Action, Drama, Fantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,406
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,,7.26,5660,2947,13,OVA,4,Finished Airing,"Dec 16, 1995 to Feb 7, 1996",,,"None found, add some",Funimation,Pierrot,Manga,"Action, Fantasy","Martial Arts, Mythology",Shounen,23 min. per ep.,R+ - Mild Nudity,13
Shijou Saikyou no Deshi Kenichi Specials,,7.25,5800,2948,12,Special,4,Finished Airing,"Nov 15, 2013 to May 16, 2014",,,"None found, add some","None found, add some",Brain's Base,Manga,"Action, Comedy","Martial Arts, School",Shounen,2 min. per ep.,R+ - Mild Nudity,19
Slayers Revolution,,7.25,3651,2949,38,TV,13,Finished Airing,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,Thursdays at 01:20 (JST),"None found, add some","Funimation,       NYAV Post",J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,44
Slow Loop,,7.25,2768,2950,63,TV,12,Finished Airing,"Jan 7, 2022 to Mar 25, 2022",Winter 2022,Fridays at 22:00 (JST),"AT-X,       flying DOG,       Houbunsha,       Kadokawa Media House,       Kadokawa,       eStream","None found, add some",Connect,Manga,"Gourmet, Slice of Life","CGDCT, Iyashikei",,24 min. per ep.,PG-13 - Teens 13 or older,287
