Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,,4.78,6110,12919,11,OVA,1,Finished Airing,"Dec 24, 2010",Primastea,"None found, add some",Studio Hibari,Original,"Sports, Ecchi",35 min.,PG-13 - Teens 13 or older,21,,,,
Amada Anime Series: Super Mario Brothers,,4.77,9410,12921,3,OVA,3,Finished Airing,"Aug 3, 1989","None found, add some","None found, add some",Studio Junio,Game,"Adventure, Comedy",11 min. per ep.,PG - Children,14,,,,
Blend,,4.77,14264,12922,828,Movie,1,Finished Airing,2009,"None found, add some","None found, add some",Mirai Film,Original,Avant Garde,1 min.,G - All Ages,1,Music,,,
Hakodate Musical,Hakodate Musical Opening Video,4.77,18193,12924,333,Special,1,Finished Airing,"Aug 10, 2016","None found, add some","None found, add some","None found, add some",Original,,35 sec.,G - All Ages,0,Music,,,
Hand Soap,,4.77,13201,12925,1,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,15 min.,R+ - Mild Nudity,1,Psychological,,,
Cool Cool Bye,,4.77,11933,12923,1,OVA,1,Finished Airing,"Jan 21, 1986",Pony Canyon,"None found, add some","Filmlink International,       Bebow",Original,"Action, Adventure, Fantasy",30 min.,R+ - Mild Nudity,1,,,,
Haru no Ashioto The Movie: Ourin Dakkan,,4.77,11001,12926,2,OVA,1,Finished Airing,"Mar 31, 2006","None found, add some","None found, add some",Asahi Production,Visual novel,"Action, Comedy",20 min.,PG-13 - Teens 13 or older,0,School,,,
Kowasugimasu.,,4.77,16868,12927,435,ONA,1,Finished Airing,"Mar 20, 2018","None found, add some","None found, add some","None found, add some",Original,"Comedy, Horror",28 sec.,G - All Ages,1,Music,,,
Tsuru Shitae Waka Kan,Anthology With Cranes,4.77,14420,12930,790,Movie,1,Finished Airing,2011,"None found, add some","None found, add some","Yamamura Animation, Inc.",Other,,1 min.,G - All Ages,0,,,,
Try Knights,,4.77,4877,12929,20,TV,12,Finished Airing,"Jul 31, 2019 to Oct 16, 2019",Nippon Television Network,Sentai Filmworks,Gonzo,Manga,Sports,22 min. per ep.,PG-13 - Teens 13 or older,27,"School, Team Sports",Summer 2019,Wednesdays at 01:29 (JST),Josei
Million Doll,,4.77,6069,12928,11,TV,11,Finished Airing,"Jul 7, 2015 to Sep 22, 2015","None found, add some","None found, add some",Asahi Production,Web manga,,4 min. per ep.,PG-13 - Teens 13 or older,5,"Idols (Female), Music",Summer 2015,Tuesdays at 01:11 (JST),
Yoru no Hi,,4.77,11955,12931,1,Movie,1,Finished Airing,2005,"None found, add some","None found, add some","None found, add some",Unknown,Avant Garde,3 min.,G - All Ages,2,Psychological,,,
Zombie Ehon,Zombie Diary,4.76,16865,12932,435,ONA,1,Finished Airing,"May 21, 2014","None found, add some","None found, add some",Studio Binzo,Original,Comedy,3 min.,PG-13 - Teens 13 or older,1,,,,
Ame-iro Cocoa in Hawaii,Rainy Cocoa in Hawaii,4.76,7450,12933,7,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",DAX Production,"None found, add some",EMT Squared,Web manga,"Comedy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,4,Workplace,Fall 2016,Sundays at 22:25 (JST),
Ame-iro Cocoa Series: Ame-con!!,Ame-Con!!,4.76,8143,12934,5,TV,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017","None found, add some","None found, add some",EMT Squared,Web manga,"Comedy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,2,Workplace,Fall 2017,Wednesdays at 22:25 (JST),
Animal Dance,,4.76,12981,12935,1,Movie,1,Finished Airing,"Jun 9, 2009","None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,PG - Children,1,Music,,,
Cinterrier-jou no Hanamuko,Miss Cinterrier's Groom,4.76,16045,12937,517,Movie,1,Finished Airing,1954,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Fantasy",13 min.,G - All Ages,1,,,,Kids
Beat Shot!!,Watch Me Sink My Putz,4.76,12691,12936,1,OVA,1,Finished Airing,"May 25, 1989","AIC,       Magic Bus","None found, add some",Gainax,Manga,Sports,27 min.,Rx - Hentai,1,,,,
MAG Net Jingle,,4.76,13821,12939,944,Special,1,Finished Airing,"Oct 24, 2010","None found, add some","None found, add some","None found, add some",Original,Fantasy,12 sec.,G - All Ages,0,,,,
Hibari no Yadogae,The Larks' Moving Day,4.76,12456,12938,1,Movie,1,Finished Airing,"Jan 31, 1933","None found, add some","None found, add some","None found, add some",Original,Action,4 min.,G - All Ages,0,,,,
Rekkoku Rikugun,Armies of the World,4.76,16053,12940,516,Movie,1,Finished Airing,1932,"None found, add some","None found, add some","None found, add some",Original,,28 min.,G - All Ages,0,Military,,,
Kabushikigaisha Aokishouji,,4.75,17912,12941,354,Special,2,Finished Airing,"Apr 7, 2015","None found, add some","None found, add some","None found, add some",Original,Comedy,15 sec. per ep.,G - All Ages,0,,,,
Kore ga UFO da! Soratobu Enban,That is an UFO! The Flying Saucer,4.75,11594,12942,1,Movie,1,Finished Airing,"Mar 21, 1975","None found, add some","None found, add some",Toei Animation,Original,Sci-Fi,15 min.,PG - Children,0,Space,,,
Kouryuu no Mimi: Mina no Shou,,4.75,12223,12943,1,OVA,2,Finished Airing,"Apr 26, 1995 to Jun 1, 1995",VAP,"None found, add some",OLM,Manga,"Action, Drama",28 min. per ep.,R+ - Mild Nudity,0,Super Power,,,
Navia Dratp,,4.75,14907,12944,677,ONA,5,Finished Airing,"Sep 2, 2005 to Oct 27, 2005",Bandai,"None found, add some","None found, add some",Other,Fantasy,2 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Shoujouji no Tanuki-bayashi,Belly Drum Dance at Shojoji Temple,4.75,13274,12945,1,Movie,1,Finished Airing,1933,"None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,0,,,,Kids
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,,4.75,16669,12947,452,ONA,1,Finished Airing,"Mar 7, 2013","None found, add some","None found, add some",TUBA,Other,,32 sec.,G - All Ages,0,,,,
The Harmonic Gleam Vibration,,4.75,15233,12946,624,Movie,1,Finished Airing,2005,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,10 min.,PG-13 - Teens 13 or older,1,,,,
3-tsu no Hanashi,,4.75,13493,12948,1,TV Special,1,Finished Airing,"Jan 15, 1960",NHK,"None found, add some","None found, add some",Other,Fantasy,29 min.,G - All Ages,0,,,,Kids
Computer Haekjeonham Pokpa Daejakjeon,Savior Of The Earth,4.75,15640,12949,563,Movie,1,Finished Airing,1983,"Adda Audio Visual Ltd. ,       Hapdong Donghwa","None found, add some","None found, add some",Unknown,"Action, Sci-Fi",1 hr. 8 min.,G - All Ages,1,,,,
Contact,,4.75,14989,12950,668,Special,1,Finished Airing,"Jun 21, 2004","None found, add some","None found, add some",RG Animation Studios,Original,"Comedy, Sci-Fi",1 min.,G - All Ages,0,,,,Kids
Deniroo's Circus,,4.75,16238,12951,495,Special,1,Finished Airing,2004,KOO-KI,"None found, add some","None found, add some",Original,Comedy,1 min.,G - All Ages,1,,,,
High & Low: G-Sword,,4.75,13814,12952,946,TV,5,Finished Airing,"Mar 27, 2017 to Mar 31, 2017","None found, add some","None found, add some","None found, add some",Other,"Action, Drama",56 sec. per ep.,G - All Ages,0,,Winter 2017,Unknown,Shounen
1+2=Paradise,,4.74,6182,12953,10,OVA,2,Finished Airing,"Feb 23, 1990 to Apr 27, 1990",Agent 21,"None found, add some",J.C.Staff,Manga,"Comedy, Romance, Ecchi",28 min. per ep.,R+ - Mild Nudity,23,Love Polygon,,,Seinen
Chika Gentou Gekiga: Shoujo Tsubaki,Midori,4.74,2691,12954,66,Movie,1,Finished Airing,"May 2, 1992",Imagica,"None found, add some",Mippei Eigeki Kiryuukan,Manga,"Drama, Horror",47 min.,R+ - Mild Nudity,399,"Gore, Historical",,,
Kyuukyoku no Sex Adventure Kamasutra,Kama Sutra,4.74,11340,12955,2,OVA,1,Finished Airing,"Apr 24, 1992",TOHO,"None found, add some",animate Film,Manga,"Action, Comedy, Romance, Supernatural, Ecchi",42 min.,R+ - Mild Nudity,4,,,,
Taishou Mebiusline: Chicchai-san,,4.74,5817,12957,12,TV,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017","None found, add some","None found, add some",Studio A-CAT,Visual novel,Supernatural,3 min. per ep.,PG-13 - Teens 13 or older,21,Historical,Fall 2017,Fridays at 21:54 (JST),
Room Mate,,4.74,4272,12956,27,TV,12,Finished Airing,"Apr 12, 2017 to Jun 28, 2017",SMIRAL Animation,"None found, add some",Typhoon Graphics,Original,Slice of Life,4 min. per ep.,PG-13 - Teens 13 or older,51,,Spring 2017,Wednesdays at 22:40 (JST),
Sin in the Rain,,4.73,9695,12959,3,OVA,1,Finished Airing,"Mar 24, 2006","None found, add some","None found, add some",Mook Animation,Unknown,Mystery,22 min.,PG-13 - Teens 13 or older,2,,,,
Yakusoku no Neverland: Michishirube,The Promised Neverland: Guidepost,4.74,3148,12958,49,TV Special,1,Finished Airing,"Feb 12, 2021","None found, add some",Aniplex of America,CloverWorks,Manga,"Fantasy, Mystery, Sci-Fi, Suspense",23 min.,R - 17+ (violence & profanity),177,"Psychological, Survival",,,Shounen
Star Dust,,4.73,14078,12960,875,OVA,1,Finished Airing,"Sep 25, 1992",Victor Entertainment,"None found, add some","None found, add some",Original,Sci-Fi,32 min.,PG-13 - Teens 13 or older,0,Space,,,
Akuma no Kairozu,Devil's Circuit,4.73,14223,12961,839,Movie,1,Finished Airing,1988,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,7 min.,G - All Ages,0,,,,
Hana no Hi,Day of Nose,4.73,14170,12962,854,Movie,1,Finished Airing,2005,Calf Studio,"None found, add some","None found, add some",Original,"Avant Garde, Comedy",9 min.,G - All Ages,0,,,,
Issho ni Training: Training with Hinako,,4.73,4685,12963,22,OVA,1,Finished Airing,"Apr 24, 2009",Primastea,"None found, add some",Studio Hibari,Original,"Sports, Ecchi",24 min.,PG-13 - Teens 13 or older,39,,,,
KJ File,,4.73,6986,12964,8,TV,13,Finished Airing,"Jul 11, 2022 to Oct 3, 2022",TV Tokyo,"None found, add some","ILCA,       yell",Original,"Action, Sci-Fi",4 min. per ep.,PG-13 - Teens 13 or older,68,,Summer 2022,Mondays at 03:05 (JST),
New York Trip,,4.73,15786,12965,545,Movie,1,Finished Airing,1970,"None found, add some","None found, add some",Takun Manga Box,Original,Avant Garde,4 min.,R+ - Mild Nudity,0,,,,
Port of Wormy,,4.72,17488,12966,387,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,15 sec.,G - All Ages,0,,,,
Run=Dim,,4.72,10359,12967,2,TV,13,Finished Airing,"Apr 1, 2001 to Jun 24, 2001",TV Tokyo,"None found, add some",Idea Factory,Game,"Action, Sci-Fi",24 min. per ep.,G - All Ages,4,Mecha,Spring 2001,Unknown,
S=13,,4.72,16002,12968,522,Movie,1,Finished Airing,Dec 1984,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,1,,,,
Shuranosuke Zanmaken: Shikamamon no Otoko,Sword for Truth,4.72,8493,12969,5,OVA,1,Finished Airing,"Dec 28, 1990",Toei Video,Manga Entertainment,Magic Bus,Novel,"Action, Supernatural, Suspense",51 min.,R+ - Mild Nudity,2,"Gore, Historical, Samurai",,,
Super Teukgeup Mazinger 7,Protectors of Universe,4.72,13399,12970,1,Movie,1,Finished Airing,Jul 1983,"Adda Audio Visual Ltd. ,       Digiview Productions,       Daekwang Planning","None found, add some","None found, add some",Unknown,Sci-Fi,1 hr. 10 min.,PG - Children,1,Mecha,,,
Two Tea Two,,4.72,16914,12971,430,Movie,1,Finished Airing,2010,"None found, add some","None found, add some",Decovocal,Original,Avant Garde,3 min.,R+ - Mild Nudity,0,,,,
Yume Utsutsu,Be Vague,4.72,16808,12972,440,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
"""R100"" x Mameshiba Original Manners",,4.72,14991,12973,667,ONA,1,Finished Airing,"Sep 11, 2013","None found, add some","None found, add some","None found, add some",Other,Comedy,1 min.,PG-13 - Teens 13 or older,0,,,,
Ame-iro Cocoa,Rainy Cocoa,4.72,4249,12974,27,TV,12,Finished Airing,"Apr 5, 2015 to Jun 21, 2015",DAX Production,Funimation,EMT Squared,Web manga,"Comedy, Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,9,"Adult Cast, Workplace",Spring 2015,Sundays at 22:27 (JST),
Bishoujo Yuugi Unit Crane Game Girls Galaxy,Crane Game Girls Galaxy,4.71,9588,12975,3,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",Pony Canyon Enterprises,"None found, add some",Kyotoma,Original,"Comedy, Sci-Fi",13 min. per ep.,PG - Children,1,"Space, Strategy Game",Fall 2016,Wednesdays at 22:00 (JST),
DC Super Heroes vs Taka no Tsumedan Promotion Eizou,,4.71,14401,12976,793,ONA,1,Finished Airing,"Feb 2, 2018","None found, add some","None found, add some",DLE,Original,Comedy,2 min.,G - All Ages,1,"Parody, Super Power",,,
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Hatanosuke and the Haunted House,4.71,12863,12977,1,Movie,1,Finished Airing,1935,"None found, add some","None found, add some","None found, add some",Original,Supernatural,1 min.,G - All Ages,1,,,,
Jigazou,Self Portrait,4.71,10603,12978,2,Movie,1,Finished Airing,Jun 1988,Tezuka Productions,"None found, add some","None found, add some",Original,Comedy,12 sec.,G - All Ages,4,,,,
Kyutai Panic Adventure!,,4.71,10285,12979,2,Special,1,Finished Airing,"Jul 19, 2003",Fuji TV,"None found, add some","None found, add some",Unknown,Action,8 min.,G - All Ages,0,"Martial Arts, Super Power",,,Shounen
Lilt,,4.71,16385,12980,479,ONA,1,Finished Airing,"Feb 8, 2010","None found, add some","None found, add some","None found, add some",Original,,13 sec.,G - All Ages,0,Music,,,
Nakanaori,Reconciliation,4.71,14418,12981,790,ONA,1,Finished Airing,2011,"None found, add some","None found, add some","None found, add some",Original,Action,49 sec.,PG - Children,1,Samurai,,,
Self-Portrait,Animated Self Portraits A Portrait of Kawamoto,4.71,13406,12983,1,Special,1,Finished Airing,1988,"None found, add some","None found, add some","None found, add some",Original,Comedy,1 min.,G - All Ages,0,"Mythology, Visual Arts",,,
Sekai no Yami Zukan,The World YAMIZUKAN,4.71,4541,12982,23,TV,13,Finished Airing,"Apr 3, 2017 to Jun 26, 2017",TV Tokyo,"None found, add some",ILCA,Original,"Horror, Supernatural",4 min. per ep.,R - 17+ (violence & profanity),23,,Spring 2017,Mondays at 03:35 (JST),
Tairiki Tarou no Mucha Shuugyou,Mighty Taro's Reckless Training,4.71,11990,12984,1,Movie,1,Finished Airing,1928,"None found, add some","None found, add some","None found, add some",Original,Action,1 min.,G - All Ages,1,,,,
Zettai 15-byou Animation!,,4.71,11882,12985,1,Movie,1,Finished Airing,"Aug 4, 2017","None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Comedy",16 min.,G - All Ages,8,Music,,,
Super Majingga 3,Raiders of Galaxy,4.70,15220,12986,626,Movie,1,Finished Airing,"Dec 18, 1982",Daekwang Planning,"None found, add some","None found, add some",Unknown,"Action, Sci-Fi",1 hr. 9 min.,PG - Children,0,"Mecha, Space",,,
Teienu Theater in Kobe Opening,,4.70,15221,12987,625,Special,1,Finished Airing,"Jul 24, 2010","None found, add some","None found, add some","None found, add some",Music,,43 sec.,PG - Children,1,Music,,,
Urashima Tarou (supposed title),,4.70,10020,12988,3,Movie,1,Finished Airing,"Feb 1, 1918","None found, add some","None found, add some","None found, add some",Other,,1 min.,G - All Ages,1,Historical,,,
Why,,4.70,15922,12989,531,Movie,1,Finished Airing,1975,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,10 min.,G - All Ages,1,,,,
3-tsu no Kumo,Trilogy about Cloud,4.70,11216,12990,2,Movie,3,Finished Airing,"Aug 20, 2005","None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min. per ep.,R+ - Mild Nudity,2,,,,
BraFro x Taka no Tsume: Brave Funding Prologue,,4.70,16117,12991,510,ONA,1,Finished Airing,"May 28, 2017","None found, add some","None found, add some","None found, add some",Other,,4 min.,G - All Ages,0,Parody,,,
Han Solo/Star Wars Story,Solo: A Star Wars Story,4.70,14147,12992,860,ONA,2,Finished Airing,"Oct 17, 2018",Walt Disney Japan,"None found, add some","None found, add some",Other,Sci-Fi,1 min. per ep.,G - All Ages,1,,,,
Hinomaru Tarou: Musha Shugyou no Maki,Taro's Early Training Days,4.70,13839,12993,937,Movie,1,Finished Airing,1936,Fujian Ziyan Animation Technology,"None found, add some","None found, add some",Original,Action,5 min.,G - All Ages,0,Samurai,,,
Rebirth Moon Divergence,,4.70,14312,12994,817,OVA,1,Finished Airing,"Nov 23, 2005",Idea Factory,"None found, add some","None found, add some",Game,"Action, Fantasy",17 min.,None,0,,,,
Lost Utopia,,4.69,12535,12996,1,Movie,1,Finished Airing,2007,"None found, add some","None found, add some",Mirai Film,Book,"Avant Garde, Drama, Supernatural",5 min.,G - All Ages,0,"Music, Mythology",,,
Ketsuekigata-kun! Featuring Yuri & Nasuno,,4.69,9337,12995,3,Special,1,Finished Airing,"Jun 30, 2013",Earth Star Entertainment,"None found, add some",feel.,Web manga,Comedy,2 min.,PG-13 - Teens 13 or older,1,,,,
Tesla Note,,4.69,4496,12997,24,TV,13,Finished Airing,"Oct 3, 2021 to Dec 26, 2021","Kodansha,       Movic,       BS11,       JR East Marketing & Communications,       Bandai Namco Arts",Funimation,Gambit,Manga,"Action, Suspense",24 min. per ep.,PG-13 - Teens 13 or older,91,,Fall 2021,Sundays at 23:00 (JST),Shounen
Youshi Kei: Mou Hitotsu no Nijiiro Toshi,Youshi Kei: Another Rainbow City,4.69,15857,12998,538,Movie,1,Finished Airing,1979,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,17 min.,R+ - Mild Nudity,0,,,,
3-nen D-gumi Glass no Kamen,The Glass Mask Year 3 Class D,4.69,10582,12999,2,TV,13,Finished Airing,"Oct 3, 2016 to Dec 26, 2016","None found, add some","None found, add some",DLE,Manga,Comedy,4 min. per ep.,PG - Children,3,"Parody, School",Fall 2016,Mondays at 21:55 (JST),Shoujo
Ball yo Doko e Yuku,,4.69,16275,13000,491,ONA,1,Finished Airing,"Sep 11, 2014","None found, add some","None found, add some",Studio Binzo,Original,Comedy,1 min.,G - All Ages,0,,,,
Ari Ningen Monogatari,Future Man,4.68,14395,13001,794,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,7 min.,R - 17+ (violence & profanity),0,,,,
