Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Portrait,,4.63,16445,13043,474,Movie,1,Finished Airing,1983,"None found, add some","None found, add some",Takun Manga Box,Original,Avant Garde,4 min.,G - All Ages,0,,,,
Yakusoku,Promise,4.63,15918,13045,532,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Unknown,,2 min.,G - All Ages,0,Music,,,
Yuukai Anna,ANNA (kidnapper),4.63,11748,13046,1,Movie,1,Finished Airing,"Jul 21, 2018","None found, add some","None found, add some",Studio Deen,Original,"Action, Adventure, Romance",26 min.,R - 17+ (violence & profanity),0,,,,
Arigatou Gomennasai,Thank You and Sorry,4.63,16337,13047,485,Movie,1,Finished Airing,2009,"None found, add some","None found, add some",Takun Manga Box,Original,,2 min.,G - All Ages,0,Music,,,
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,Hatanosuke Takes Down the Inazuma Gang,4.63,13320,13049,1,Movie,1,Finished Airing,1935,"None found, add some","None found, add some","None found, add some",Original,Action,1 min.,G - All Ages,0,"Historical, Samurai",,,
Dynamic Chord,,4.63,6473,13048,9,TV,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017","TBS,       Nippon Columbia,       Zack Promotion,       Overlap,       Nichion,       Asgard",Sentai Filmworks,"Pierrot,       Pierrot Plus",Visual novel,,24 min. per ep.,PG-13 - Teens 13 or older,19,Music,Fall 2017,Fridays at 01:58 (JST),
Eguchi Hisashi no Kotobuki Gorou Show,,4.62,11545,13050,1,OVA,4,Finished Airing,"May 21, 1991 to Nov 21, 1991","None found, add some","None found, add some",Pierrot,Manga,"Comedy, Ecchi",8 min. per ep.,R+ - Mild Nudity,0,Parody,,,
Eguchi Hisashi no Nantoka Narudesho!,,4.62,10501,13051,2,OVA,1,Finished Airing,"Jan 25, 1990","None found, add some","None found, add some",Madhouse,Manga,"Comedy, Horror, Supernatural",33 min.,R+ - Mild Nudity,4,Parody,,,Shoujo
Fly,,4.62,15153,13052,636,ONA,1,Finished Airing,"Feb 22, 2012",Echoes,"None found, add some","None found, add some",Original,Fantasy,1 min.,G - All Ages,0,,,,
Natsu no Shisen 1942,A Gaze in Summer 1942,4.62,15332,13053,610,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,PG-13 - Teens 13 or older,1,,,,
Prison Bear,,4.62,17611,13054,378,ONA,1,Finished Airing,"Nov 21, 2011","None found, add some","None found, add some",Kachidoki Studio,Original,Comedy,2 min.,G - All Ages,0,,,,
Samurai,,4.62,15218,13055,627,Movie,1,Finished Airing,1965,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,"Drama, Romance",7 min.,G - All Ages,0,,,,
Trip Trek,,4.62,16380,13057,480,ONA,4,Finished Airing,2003,"None found, add some","None found, add some",Manglobe,Original,"Adventure, Comedy, Fantasy",5 min. per ep.,G - All Ages,0,,,,
Samuroid Zero,,4.62,15248,13056,623,Special,1,Finished Airing,2005,"None found, add some","None found, add some",Polygon Pictures,Original,Action,2 min.,PG-13 - Teens 13 or older,0,Samurai,,,
Under the Dog: Anthea-chan,UNDER THE DOG Anthea-chan,4.62,8901,13058,4,ONA,1,Finished Airing,"Aug 8, 2015","None found, add some","None found, add some",Kinema Citrus,Original,"Action, Comedy",3 min.,PG-13 - Teens 13 or older,0,Parody,,,
Tonari no Yarou,The Man Next Door,4.61,12898,13059,1,Movie,1,Finished Airing,1965,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,Comedy,9 min.,G - All Ages,1,,,,
Alice in Cyberland,,4.61,9613,13060,3,TV Special,2,Finished Airing,"Dec 16, 1996","TV Tokyo,       Glams","None found, add some",Vega Entertainment,Game,Sci-Fi,23 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Lingerie Senshi Papillon Rose,Papillon Rose OVA,4.61,6723,13062,9,OVA,1,Finished Airing,"Apr 25, 2003","None found, add some",Maiden Japan,Studio Kelmadick,Other,"Sci-Fi, Ecchi",24 min.,R+ - Mild Nudity,10,"Mahou Shoujo, Parody",,,
JK Meshi!,JK-MESHI!,4.61,5975,13061,12,TV,26,Finished Airing,"Oct 6, 2015 to Mar 29, 2016","None found, add some","None found, add some","Kyotoma,       Office Nobu",Original,"Comedy, Gourmet",3 min. per ep.,PG-13 - Teens 13 or older,7,CGDCT,Fall 2015,Tuesdays at 01:00 (JST),
Mado,,4.61,13105,13063,1,Movie,1,Finished Airing,1965,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,Comedy,5 min.,G - All Ages,0,,,,
Maabou no Daikyousou,Mabo's Big Race,4.60,12885,13064,1,Movie,1,Finished Airing,1936,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Sports",1 min.,G - All Ages,0,,,,
De:vadasy,Devadasy,4.60,9522,13067,3,OVA,3,Finished Airing,"Nov 25, 2000 to Jan 25, 2001","AIC,       Green Bunny",Media Blasters,Studio Gazelle,Game,"Action, Ecchi",23 min. per ep.,R+ - Mild Nudity,0,"Mecha, Psychological",,,
Mechano: Scientific Attack Force,Meccano,4.60,15012,13065,664,OVA,3,Finished Airing,"Sep 1, 1995","None found, add some","None found, add some","None found, add some",Other,"Avant Garde, Comedy, Horror, Sci-Fi",10 min. per ep.,R+ - Mild Nudity,1,"Music, Parody",,,
Zettai Shougeki: Platonic Heart,Master of Martial Hearts,4.60,5167,13066,17,OVA,5,Finished Airing,"Oct 29, 2008 to Feb 25, 2009","Lantis,       Studio Kikan",Funimation,Arms,Original,"Action, Ecchi",29 min. per ep.,R+ - Mild Nudity,27,Martial Arts,,,
A Sea Doesn't Tell Much,,4.59,16042,13068,517,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,Music,,,
Choujikuu Romanesque Samy: Missing 99,Superdimensional Romanesque Samy: Missing 99,4.59,10947,13069,2,OVA,1,Finished Airing,"Jul 5, 1986",Project Team Eikyuu Kikan,"None found, add some",Aubec,Original,"Action, Sci-Fi",58 min.,PG-13 - Teens 13 or older,3,,,,
Conception,,4.59,1763,13070,126,TV,12,Finished Airing,"Oct 10, 2018 to Dec 26, 2018",Sotsu,Funimation,Gonzo,Game,"Action, Comedy, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,171,"Harem, Isekai, Parody",Fall 2018,Wednesdays at 01:30 (JST),
Kindan no Mokushiroku: Crystal Triangle,Crystal Triangle,4.59,10140,13071,2,OVA,1,Finished Airing,"Jul 22, 1987","Movic,       Sony Music Entertainment,       Project Team Eikyuu Kikan",Central Park Media,animate Film,Original,"Adventure, Mystery",1 hr. 26 min.,PG-13 - Teens 13 or older,5,"Military, Mythology",,,
Kyochuu Rettou Movie,The Island of Giant Insects Movie,4.59,4481,13072,24,Movie,1,Finished Airing,"Jan 10, 2020","Nihon Ad Systems,       KlockWorx,       Docomo Anime Store,       Akita Shoten,       Crunchyroll,       GARNET","None found, add some",Passione,Web manga,"Horror, Suspense",1 hr. 16 min.,R+ - Mild Nudity,22,"Gore, Survival",,,
Oi Pii-tan!!,,4.59,15788,13073,545,ONA,1,Finished Airing,"Mar 13, 2018","None found, add some","None found, add some","None found, add some",Manga,,38 sec.,G - All Ages,0,,,,Josei
Pinky Street,,4.59,12380,13074,1,OVA,2,Finished Airing,"Jul 26, 2006",Gonzo,"None found, add some","None found, add some",Other,"Comedy, Slice of Life",12 min. per ep.,G - All Ages,0,,,,
Osaru no Kantai,The Monkey Fleet,4.58,12587,13075,1,Movie,1,Finished Airing,1936,"None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,0,"Military, Music",,,
Sayokyoku,Serenade,4.58,13905,13077,917,Movie,1,Finished Airing,1985,"None found, add some","None found, add some","Yamamura Animation, Inc.",Original,"Avant Garde, Comedy",4 min.,G - All Ages,1,,,,
Ponkotsuland Saga,,4.58,10867,13076,2,ONA,3,Finished Airing,"Oct 24, 2015 to Oct 1, 2019","None found, add some","None found, add some",Pie in the sky,Manga,Comedy,4 min. per ep.,G - All Ages,4,Parody,,,
Hell Target,,4.58,9997,13078,3,OVA,1,Finished Airing,"Jan 21, 1987","None found, add some","None found, add some",Nakamura Production,Unknown,"Horror, Sci-Fi",50 min.,R - 17+ (violence & profanity),9,Space,,,
Jigoku Youchien,,4.58,11495,13079,1,ONA,12,Finished Airing,"Jan 9, 2013 to Mar 26, 2013","None found, add some","None found, add some","None found, add some",Original,,2 min. per ep.,G - All Ages,0,"Mythology, School",,,Kids
Tekkon Kinkreet Pilot,,4.57,11170,13080,2,Special,1,Finished Airing,"Jan 1, 1999","None found, add some","None found, add some","None found, add some",Manga,"Action, Adventure, Supernatural",4 min.,G - All Ages,1,Psychological,,,
Namakura Gatana: Kunoichi-hen,,4.57,12292,13081,1,ONA,1,Finished Airing,"Nov 8, 2017","None found, add some","None found, add some","None found, add some",Original,Ecchi,45 sec.,R+ - Mild Nudity,1,Samurai,,,
Screw,,4.57,16798,13082,440,Movie,1,Finished Airing,1982,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,,,,
Chargeman Ken!,,4.57,8907,13083,4,TV,65,Finished Airing,"Apr 1, 1974 to Jun 28, 1974",Tama Production,Discotek Media,Knack Productions,Original,"Action, Adventure, Sci-Fi",6 min. per ep.,PG - Children,31,,Spring 1974,Not scheduled once per week,
Iron Virgin Jun,,4.57,9951,13084,3,OVA,1,Finished Airing,"Jul 21, 1992","None found, add some",Media Blasters,Dynamic Planning,Manga,"Action, Comedy, Fantasy, Ecchi",46 min.,R - 17+ (violence & profanity),2,"Martial Arts, Super Power",,,Seinen
Canary,,4.56,10546,13085,2,OVA,1,Finished Airing,"Mar 22, 2002","None found, add some","None found, add some",Soeishinsha,Visual novel,"Fantasy, Romance",26 min.,PG-13 - Teens 13 or older,0,"Music, School",,,
Color Noise,,4.56,13283,13086,1,ONA,1,Finished Airing,"Jun 4, 2010","None found, add some","None found, add some","None found, add some",Original,Avant Garde,30 sec.,G - All Ages,0,,,,
Fashion no Hajimari,Beginning of fashion,4.56,13511,13087,1,ONA,1,Finished Airing,Nov 2005,"None found, add some","None found, add some","None found, add some",Original,Comedy,29 sec.,G - All Ages,0,,,,
In Search of Axis,,4.56,14975,13089,670,Special,3,Finished Airing,1989 to 1991,"None found, add some","None found, add some",Polygon Pictures,Original,Avant Garde,2 min. per ep.,G - All Ages,3,,,,
Haru no Uta,Spring Song,4.56,11870,13088,1,Movie,1,Finished Airing,1931,"None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,1,Music,,,
Timbre A to Z,,4.56,13947,13090,908,ONA,26,Finished Airing,"Jan 22, 2011 to Feb 16, 2011","None found, add some","None found, add some",Mirai Film,Original,Avant Garde,30 sec. per ep.,G - All Ages,0,Music,,,
Why Re-Mix 2002,,4.56,16525,13091,466,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
Kawaii Cook-san,,4.56,15791,13092,544,ONA,1,Finished Airing,"Mar 2, 2011","None found, add some","None found, add some",Kachidoki Studio,Other,Slice of Life,1 min.,G - All Ages,1,Music,,,
Majin Sentai Death Ranger: Ubawareta Pudding!,,4.56,16907,13093,431,ONA,1,Finished Airing,"Sep 18, 2014","None found, add some","None found, add some",Studio Binzo,Original,"Action, Comedy",3 min.,G - All Ages,0,,,,
Roll,,4.56,16165,13094,503,ONA,1,Finished Airing,"Aug 16, 2014","None found, add some","None found, add some","None found, add some",Original,,12 sec.,G - All Ages,2,Racing,,,
Mogura no Adventure,,4.55,14201,13095,844,TV Special,1,Finished Airing,"Oct 15, 1958",Nippon Television Network,"None found, add some","None found, add some",Original,Adventure,8 min.,G - All Ages,1,,,,Kids
PistStar,,4.55,14516,13096,770,ONA,1,Finished Airing,"Mar 19, 2012","None found, add some","None found, add some",Mad Box,Other,,1 min.,PG-13 - Teens 13 or older,0,Music,,,
Chirico,,4.55,14229,13097,838,Movie,1,Finished Airing,Apr 2008,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,PG-13 - Teens 13 or older,1,,,,
Felix no Meitantei,Detective Felix in Trouble,4.55,14699,13098,722,Movie,1,Finished Airing,1932,"None found, add some","None found, add some","None found, add some",Original,Mystery,10 min.,G - All Ages,1,,,,
Urashima Tarou (1931),Taro Urashima,4.55,10897,13099,2,Movie,1,Finished Airing,1931,"None found, add some","None found, add some","None found, add some",Other,Action,1 min.,G - All Ages,1,,,,
Usalullaby,,4.55,14436,13100,787,Movie,1,Finished Airing,2013,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Comics,,4.23,13791,13201,952,Movie,1,Finished Airing,1979,"None found, add some","None found, add some",Takun Manga Box,Original,Avant Garde,3 min.,G - All Ages,0,,,,
Pussycat,,4.23,8247,13202,5,ONA,1,Finished Airing,"Dec 8, 2008","None found, add some","None found, add some","None found, add some",Original,"Fantasy, Horror",5 min.,R - 17+ (violence & profanity),3,,,,
Juliet,,4.22,11654,13203,1,OVA,1,Finished Airing,"Sep 4, 1998","None found, add some","None found, add some","Public & Basic,       Ripple Film",Manga,"Comedy, Supernatural, Ecchi",27 min.,R+ - Mild Nudity,1,,,,
Ai,Love,4.22,9038,13204,4,Movie,1,Finished Airing,1963,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,"Avant Garde, Romance",4 min.,PG-13 - Teens 13 or older,5,Psychological,,,
Chainsaw Bunny: Deleted Scene,Chainsaw Bunny Deleted Scene,4.22,12692,13205,1,ONA,1,Finished Airing,"Aug 1, 2018","None found, add some","None found, add some","None found, add some",Original,"Horror, Supernatural, Suspense",58 sec.,R - 17+ (violence & profanity),2,,,,
A.F,,4.21,12145,13206,1,Special,1,Finished Airing,"Sep 6, 2002","None found, add some","None found, add some","None found, add some",Original,"Action, Sci-Fi",15 min.,R - 17+ (violence & profanity),0,"Mecha, Space",,,
The Bathroom,,4.21,11747,13207,1,Movie,1,Finished Airing,1970,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,"Avant Garde, Comedy",9 min.,R - 17+ (violence & profanity),0,,,,
Shunga,,4.20,13801,13208,950,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,R+ - Mild Nudity,0,,,,
Fashion,,4.20,13244,13209,1,Movie,1,Finished Airing,1960,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Comedy",4 min.,G - All Ages,2,,,,
Ankoku Shinwa,,4.18,9480,13210,3,OVA,2,Finished Airing,"Jan 26, 1990 to Feb 23, 1990",Daiei,Manga Entertainment,Ajia-do,Manga,"Fantasy, Horror, Mystery, Supernatural",49 min. per ep.,R+ - Mild Nudity,2,"Mythology, Psychological",,,
JAA Meets Yokohama,,4.17,14653,13211,736,Movie,1,Finished Airing,"Oct 16, 2009",Takun Manga Box,"None found, add some","None found, add some",Original,"Avant Garde, Comedy",20 min.,G - All Ages,0,,,,
Watashi no Kao,,4.17,9931,13212,3,Movie,1,Finished Airing,2005,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Horror",3 min.,PG-13 - Teens 13 or older,9,,,,
Konnichiwa Onara Gorou,,4.17,12545,13213,1,ONA,1,Finished Airing,"Mar 14, 2016","None found, add some","None found, add some","None found, add some",Original,Comedy,2 min.,PG - Children,2,,,,
Maid of the Dead,,4.17,8877,13214,4,ONA,1,Finished Airing,"Oct 7, 2013","None found, add some","None found, add some","None found, add some",Original,"Comedy, Horror",3 min.,R - 17+ (violence & profanity),1,,,,
Roots Search: Shokushin Buttai X,Roots Search,4.17,9175,13215,4,OVA,1,Finished Airing,"Sep 10, 1986","Nippon Columbia,       Hiro Media",Central Park Media,Production Wave,Original,"Horror, Sci-Fi",43 min.,R+ - Mild Nudity,6,Space,,,
Hustle!! Tokitama-kun,Tokitama Hustle,4.15,13989,13216,895,Special,1,Finished Airing,1998,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,PG-13 - Teens 13 or older,0,,,,
Aya Hito Shiki to Iu na no Ishi Hata,,4.14,14836,13217,690,ONA,1,Finished Airing,2006,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Calligraffiti,,4.14,13964,13218,905,Movie,1,Finished Airing,"Dec 5, 1982","None found, add some","None found, add some",Takun Manga Box,Music,Avant Garde,4 min.,G - All Ages,0,Music,,,
Gondora,,4.13,10194,13219,2,Movie,1,Finished Airing,"Dec 5, 1997","None found, add some","None found, add some",Studio 4°C,Original,Avant Garde,1 min.,PG - Children,0,,,,
Arakure Junichi no Namida,,4.12,13518,13220,1,ONA,1,Finished Airing,Aug 2006,"None found, add some","None found, add some","None found, add some",Original,Comedy,1 min.,PG - Children,1,,,,
A Smart Experiment,,4.11,13682,13221,983,Special,1,Finished Airing,2006,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,1,,,,
Landmark,,4.11,16246,13223,494,ONA,1,Finished Airing,2007,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,0,,,,
Okaasan ni Naisho,Don't tell Mom,4.11,12131,13224,1,ONA,1,Finished Airing,"Mar 15, 2015","None found, add some","None found, add some","None found, add some",Original,"Comedy, Ecchi",3 min.,R+ - Mild Nudity,3,,,,
Byston Well Monogatari: Garzey no Tsubasa,Garzey's Wing,4.11,5216,13222,16,OVA,3,Finished Airing,"Sep 21, 1996 to Apr 9, 1997","BMG Japan,       Sanctuary",Central Park Media,J.C.Staff,Novel,"Action, Fantasy",30 min. per ep.,PG-13 - Teens 13 or older,93,Isekai,,,
Fue,A Whistle,4.10,13925,13225,912,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Other,Avant Garde,5 min.,PG - Children,0,,,,
KochinPa!,,4.10,10836,13226,2,TV,12,Finished Airing,"Dec 22, 2015 to May 25, 2016","None found, add some","None found, add some","None found, add some",Other,Comedy,15 sec. per ep.,G - All Ages,0,,Winter 2016,Unknown,
Kizuoibito,Wounded Man,4.09,10827,13228,2,OVA,5,Finished Airing,"Jul 5, 1986 to Aug 25, 1988","None found, add some","None found, add some",Magic Bus,Manga,"Action, Adventure, Suspense",35 min. per ep.,R+ - Mild Nudity,5,,,,Seinen
Kono Mayonnaise wa Yuru Sugiru,This Mayonnaise is too Liquid.,4.10,12910,13227,1,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,8,,,,
Memory of Red,,4.09,13604,13229,1,Movie,1,Finished Airing,2004,Imagica West,"None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
Docchi mo Maid,,4.08,10418,13230,2,ONA,1,Finished Airing,"Dec 22, 2003","None found, add some","None found, add some",Ishikawa Pro,Original,"Action, Comedy, Girls Love, Ecchi",13 min.,PG-13 - Teens 13 or older,3,,,,
Adventures in Beauty Wonderland,,4.07,10215,13231,2,Movie,1,Finished Airing,2013,"None found, add some","None found, add some","None found, add some",Original,"Adventure, Avant Garde",4 min.,PG-13 - Teens 13 or older,7,,,,
Count Down,,4.07,13529,13232,1,Movie,1,Finished Airing,2011,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,36 sec.,G - All Ages,0,,,,
Kangaeru Renshuu,Imagination Practice,4.07,14385,13233,798,Movie,1,Finished Airing,2003,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,0,Visual Arts,,,
Dekobou no Jidousha Ryokou,Dekobo the Big Head's Road Trip,4.06,12090,13234,1,Movie,1,Finished Airing,1934,"None found, add some",VIZ Media,"None found, add some",Original,Adventure,1 min.,G - All Ages,1,Racing,,,
Ao Oni The Animation (Movie),Aooni the Movie,4.05,7143,13235,7,Movie,1,Finished Airing,"Feb 11, 2017","None found, add some","None found, add some",Studio Deen,Game,"Horror, Mystery",1 hr.,R - 17+ (violence & profanity),2,,,,
Kodomo no Kaitei no Koto,The Thing of Rotation for a Child,4.04,14508,13236,771,Movie,1,Finished Airing,2004,"None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,0,Psychological,,,
Ninjutsu Hinotama Kozou: Edo no Maki,Ninja Fireball in Edo,3.97,12294,13238,1,Movie,1,Finished Airing,"Nov 9, 1935","None found, add some","None found, add some","None found, add some",Original,Action,1 min.,G - All Ages,0,,,,
Marudase Kintarou,,3.97,7397,13237,7,Movie,1,Finished Airing,"Dec 11, 2020","None found, add some","None found, add some",Seven,Manga,Boys Love,9 min.,PG-13 - Teens 13 or older,17,,,,
Embah,,3.96,14513,13239,770,ONA,1,Finished Airing,2010,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,8 min.,G - All Ages,0,,,,
"""Tokyo""",Tokyo,3.94,14177,13240,851,Movie,1,Finished Airing,"Oct 5, 2017","None found, add some","None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,0,,,,
An Expression,,3.94,13436,13241,1,Movie,1,Finished Airing,1935,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
Usatalk,,3.94,14904,13242,678,ONA,1,Finished Airing,"Aug 6, 2010","None found, add some","None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,1,,,,
Yukidoke,The Thaw,3.93,8525,13243,5,Movie,1,Finished Airing,2004,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Horror",6 min.,PG-13 - Teens 13 or older,8,,,,
Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,Atelier Petros the Theater in the Sky: The Wash Bird of the Wash Island,3.90,14344,13245,810,ONA,1,Finished Airing,2003,The Village of Marchen,"None found, add some","None found, add some",Original,"Comedy, Fantasy",3 min.,G - All Ages,0,,,,
