Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
With All Our Hearts,,6.6,12738,6234,1,ONA,1,Finished Airing,06-Jan-21,"None found, add some","None found, add some","None found, add some",Original,Fantasy,4 min.,G - All Ages,3,,,Visual Arts,
Yishi Du Zun,The Sovereign's Ascension,6.6,15148,6235,638,ONA,45,Finished Airing,"Apr 22, 2023 to Sep 13, 2023","iQIYI,       High Energy Studio","None found, add some",Xing Yi Kai Chen,Web novel,"Action, Adventure, Fantasy",12 min. per ep.,PG-13 - Teens 13 or older,4,,,"Historical, Martial Arts",
Shikong Zhi Xi,Rift,6.59,7933,6236,6,ONA,13,Finished Airing,"Apr 15, 2022 to Jul 2, 2022",bilibili,"None found, add some",B.CMAY PICTURES,Game,Action,21 min. per ep.,PG-13 - Teens 13 or older,44,,,,
Si Ge Yongzhe,4 Cut Hero,6.59,5393,6237,15,ONA,10,Finished Airing,"Jul 17, 2023 to Sep 11, 2023",bilibili,"None found, add some",PHANTOM,Web manga,"Action, Adventure, Comedy, Fantasy, Romance",7 min. per ep.,PG-13 - Teens 13 or older,58,,,"Harem, Parody",
Sky Girls OVA,,6.59,7289,6238,7,OVA,1,Finished Airing,25-Aug-06,Konami,"None found, add some",J.C.Staff,Original,Sci-Fi,28 min.,PG-13 - Teens 13 or older,5,,,"Mecha, Military",
Slam Dunk: Ketsui no Shouhoku Basket-bu,,6.59,12796,6239,1,Special,1,Finished Airing,09-Apr-94,"None found, add some","None found, add some",Toei Animation,Manga,Sports,47 min.,PG-13 - Teens 13 or older,0,,,"School, Team Sports",Shounen
Super Robot Taisen OG The Animation,Super Robot Wars Original Generation: The Animation,6.59,8897,6240,4,OVA,3,Finished Airing,"May 27, 2005 to Dec 23, 2005",Bandai Visual,"Bandai Entertainment,       Media Blasters,       Bandai Visual USA",Brain's Base,Game,"Action, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,6,,,"Mecha, Space",
Tide-Line Blue,,6.59,7076,6241,8,TV,12,Finished Airing,"Jul 7, 2005 to Sep 29, 2005","Bandai Visual,       TV Asahi,       Lantis",Bandai Entertainment,Telecom Animation Film,Original,"Action, Adventure, Drama",23 min. per ep.,PG-13 - Teens 13 or older,6,Summer 2005,Thursdays at 02:40 (JST),Military,
Tokyo Underground,,6.59,4077,6242,30,TV,26,Finished Airing,"Apr 2, 2002 to Sep 24, 2002",TV Tokyo Music,"Discotek Media,       Geneon Entertainment USA",Pierrot,Manga,"Action, Adventure, Romance, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,45,Spring 2002,Tuesdays at 18:30 (JST),Super Power,Shounen
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,Ham Ham Grand Prix - The Miracle of Aurora Valley ~Ribon-chan's Close Call~,6.59,11163,6243,2,Movie,1,Finished Airing,13-Dec-03,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Unknown,"Adventure, Comedy",52 min.,PG - Children,3,,,,Kids
Toutotsu ni Egypt Shin,"Oh, Suddenly Egyptian God",6.59,7099,6244,7,ONA,10,Finished Airing,"Dec 7, 2020 to Feb 8, 2021","None found, add some","None found, add some",Typhoon Graphics,Other,"Comedy, Fantasy",5 min. per ep.,G - All Ages,27,,,Mythology,
Turn A Gundam II: Gekkou Chou,∀ Gundam II: Moonlight Butterfly,6.59,8610,6245,4,Movie,1,Finished Airing,10-Feb-02,"Sotsu,       Atelier Musa",Nozomi Entertainment,Sunrise,Original,"Action, Drama, Sci-Fi",2 hr. 8 min.,PG-13 - Teens 13 or older,1,,,"Mecha, Military, Space",
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Ys II: Castle in the Heavens,6.59,8087,6246,5,OVA,4,Finished Airing,"Dec 16, 1992 to Jul 21, 1993","Kadokawa Shoten,       Nihon Falcom",Media Blasters,Tokyo Kids,Game,"Adventure, Drama, Fantasy",30 min. per ep.,PG-13 - Teens 13 or older,8,,,Mythology,
Yu☆Gi☆Oh! Hikari no Pyramid,Yu-Gi-Oh!: The Movie,6.59,2501,6247,75,Movie,1,Finished Airing,13-Aug-04,"TV Tokyo,       Nihon Ad Systems,       Shueisha","4Kids Entertainment,       Konami Cross Media NY",Gallop,Manga,"Adventure, Comedy, Fantasy",1 hr. 41 min.,PG-13 - Teens 13 or older,60,,,Strategy Game,Shounen
12-sai.: Chicchana Mune no Tokimeki 2nd Season,,6.59,5094,6248,18,TV,12,Finished Airing,"Oct 3, 2016 to Dec 19, 2016","Shogakukan-Shueisha Productions,       AT-X,       Nippon Columbia,       Warner Bros. Japan,       Shogakukan,       JR East Marketing & Communications,       Sun TV","None found, add some",OLM,Manga,Romance,24 min. per ep.,PG - Children,20,Fall 2016,Mondays at 19:30 (JST),School,Shoujo
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,,6.59,11448,6249,1,Special,1,Finished Airing,24-Nov-14,TV Tokyo,"None found, add some",Sunrise,Original,,47 min.,PG - Children,0,,,"Idols (Female), Music, School",
Akuma no Riddle,Riddle Story of Devil,6.59,914,6250,268,TV,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014","Mainichi Broadcasting System,       Pony Canyon,       DAX Production",Funimation,Diomedéa,Manga,"Action, Girls Love, Suspense",23 min. per ep.,R - 17+ (violence & profanity),"1,044",Spring 2014,Fridays at 02:19 (JST),"High Stakes Game, School",
Anmitsu Hime,Princess Anmitsu,6.59,11444,6251,1,TV,51,Finished Airing,"Oct 5, 1986 to Sep 27, 1987",Fujipacific Music,"None found, add some",Pierrot,Manga,Comedy,24 min. per ep.,G - All Ages,16,Fall 1986,Sundays at 18:00 (JST),Historical,Shoujo
Atashinchi Movie,,6.59,13922,6252,910,Movie,1,Finished Airing,06-Dec-03,Toei Animation,"None found, add some",Shin-Ei Animation,Unknown,Comedy,1 hr. 35 min.,G - All Ages,1,,,Super Power,
Bai Lian Feisheng Lu,Hundred Refining Soaring Record,6.59,15115,6253,644,ONA,60,Finished Airing,"Mar 24, 2023 to Oct 6, 2023",iQIYI,"None found, add some",Suoyi Technology,Web novel,"Action, Adventure, Fantasy",11 min. per ep.,PG-13 - Teens 13 or older,1,,,"Historical, Martial Arts",
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""","Love, Chunibyou and Other Delusions!: Take On Me Weekly Short Movies",6.59,5389,6254,15,Movie,3,Finished Airing,06-Jan-18,"None found, add some","None found, add some",Kyoto Animation,Light novel,Comedy,5 min. per ep.,G - All Ages,17,,,,
Chuuzumou,A Sumo Wrestler's Tail,6.59,10332,6255,2,Movie,1,Finished Airing,03-Jan-10,"None found, add some","None found, add some",Studio Ghibli,Original,"Comedy, Sports",13 min.,G - All Ages,3,,,Combat Sports,
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,Code Geass: Akito the Exiled - Memories of Hatred Picture Drama,6.59,6404,6256,10,Special,1,Finished Airing,28-Oct-15,"None found, add some","None found, add some",Sunrise,Original,"Comedy, Ecchi",9 min.,PG-13 - Teens 13 or older,14,,,Military,
Daisetsusan no Yuusha Kibaou,King Fang,6.59,13037,6257,1,Special,1,Finished Airing,23-Sep-78,"None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Drama",1 hr. 7 min.,PG-13 - Teens 13 or older,4,,,,
Devilman Lady,The Devil Lady,6.59,4354,6258,26,TV,26,Finished Airing,"Oct 10, 1998 to May 8, 1999",Dynamic Planning,"ADV Films,       Discotek Media",TMS Entertainment,Manga,"Action, Drama, Horror, Suspense",24 min. per ep.,R+ - Mild Nudity,113,Fall 1998,Sundays at 01:40 (JST),Psychological,
Di Gi Charat Christmas Special,,6.59,8892,6259,4,Special,1,Finished Airing,17-Dec-00,TBS,Sentai Filmworks,Madhouse,Original,Comedy,23 min.,G - All Ages,3,,,,
Digimon Universe: Appli Monsters,Digimon Universe App Monsters,6.59,5373,6260,15,TV,52,Finished Airing,"Oct 1, 2016 to Sep 30, 2017",Dentsu,"None found, add some",Toei Animation,Original,"Action, Adventure, Comedy, Fantasy, Sci-Fi",24 min. per ep.,PG - Children,84,Fall 2016,Saturdays at 09:30 (JST),,Kids
E's Otherwise,,6.59,5218,6261,16,TV,26,Finished Airing,"Apr 1, 2003 to Sep 23, 2003",Sotsu,ADV Films,Pierrot,Manga,"Action, Adventure, Drama, Sci-Fi, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,26,Spring 2003,Tuesdays at 18:00 (JST),"Military, Super Power",Shounen
Final Fantasy XV: Episode Ardyn - Prologue,FINAL FANTASY XV: EPISODE ARDYN – PROLOGUE,6.59,6149,6262,11,ONA,1,Finished Airing,17-Feb-19,Square Enix,"None found, add some",Satelight,Game,Action,13 min.,PG-13 - Teens 13 or older,9,,,,
Fuyu no Okurimono,,6.59,14172,6263,853,ONA,1,Finished Airing,18-Mar-23,"flying DOG,       Sound Team Don Juan","None found, add some",Wit Studio,Original,Fantasy,12 min.,PG - Children,0,,,,
Glass no Usagi,Glass Rabbit,6.59,10545,6264,2,Movie,1,Finished Airing,09-Sep-05,"Kyodo Eiga,       Tokyo MX,       GoGo Visual Planning","None found, add some",Magic Bus,Book,,1 hr. 24 min.,PG - Children,0,,,Historical,
Gokukoku no Brynhildr: Kara Sawagi,Brynhildr in the Darkness Special,6.59,3384,6265,43,Special,1,Finished Airing,24-Sep-14,VAP,Sentai Filmworks,Arms,Manga,"Comedy, Sci-Fi, Ecchi",20 min.,R+ - Mild Nudity,24,,,Harem,Seinen
Green Legend Ran,,6.59,7393,6266,7,OVA,3,Finished Airing,"Nov 25, 1992 to Mar 25, 1993",Pioneer LDC,"Sentai Filmworks,       Geneon Entertainment USA",AIC,Original,"Adventure, Drama, Sci-Fi",47 min. per ep.,R+ - Mild Nudity,10,,,,
Hakugei Densetsu,Hakugei: Legend of the Moby Dick,6.59,8369,6267,5,TV,26,Finished Airing,"Apr 9, 1997 to May 12, 1999","Tezuka Productions,       Sony Music Entertainment,       Image Kei",ADV Films,"Studio Junio,       Annapuru",Original,"Adventure, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,31,Spring 1997,Wednesdays at 18:30 (JST),Space,
Hakuouki: Otogisoushi,,6.59,7682,6268,6,TV,12,Finished Airing,"Apr 5, 2016 to Jun 28, 2016","None found, add some","None found, add some",DLE,Visual novel,Fantasy,3 min. per ep.,PG-13 - Teens 13 or older,10,Spring 2016,Tuesdays at 21:55 (JST),"Historical, Samurai",Josei
Happy☆Lesson,,6.59,5981,6269,12,OVA,5,Finished Airing,"Jul 19, 2001 to May 23, 2003",KSS,ADV Films,"Studio Kyuuma,       Venet,       Chaos Project",Unknown,"Comedy, Romance",30 min. per ep.,PG-13 - Teens 13 or older,14,,,"Harem, School",
Hatsumei Boy Kanipan,,6.59,12417,6270,1,TV,31,Finished Airing,"Jul 3, 1998 to Jan 29, 1999",Studio Comet,"None found, add some","None found, add some",Original,"Adventure, Comedy, Sci-Fi",24 min. per ep.,PG - Children,2,Summer 1998,Fridays at 18:00 (JST),Mecha,
JoJo no Kimyou na Bouken: Phantom Blood Pilot,JoJo's Bizarre Adventure: Phantom Blood Pilot,6.59,9777,6271,3,Special,1,Finished Airing,28-Mar-04,KlockWorx,"None found, add some",APPP,Manga,"Action, Supernatural",2 min.,R - 17+ (violence & profanity),12,,,Vampire,Shounen
Kanamewo,,6.59,5199,6272,17,ONA,1,Finished Airing,04-Nov-15,"None found, add some","None found, add some","None found, add some",Original,"Drama, Girls Love, Supernatural",5 min.,PG-13 - Teens 13 or older,52,,,,
Kiss x Sis (TV),,6.59,381,6273,577,TV,12,Finished Airing,"Apr 5, 2010 to Jun 21, 2010","Starchild Records,       GANSIS","None found, add some",feel.,Manga,"Comedy, Romance, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,"1,810",Spring 2010,Unknown,"Harem, School",Seinen
Konchuu Monogatari Minashigo Hutch,The Adventures of Hutch the Honeybee,6.59,9226,6274,3,TV,91,Finished Airing,"Apr 7, 1970 to Dec 28, 1971",Bandai,Saban Entertainment,Tatsunoko Production,Original,"Adventure, Comedy, Drama",24 min. per ep.,G - All Ages,31,Spring 1970,Unknown,,
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,,6.59,9702,6275,3,OVA,1,Finished Airing,2006,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Supernatural",21 min.,PG-13 - Teens 13 or older,1,,,,Shounen
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,YU-NO: A Girl Who Chants Love at the Bound of This World,6.59,1474,6276,160,TV,26,Finished Airing,"Apr 2, 2019 to Oct 1, 2019","Genco,       AT-X,       BS Fuji,       MAGES.,       NBCUniversal Entertainment Japan,       Nagoya Broadcasting Network,       bilibili,       Yomiuri TV Enterprise,       ABC Animation",Funimation,feel.,Visual novel,"Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,513,Spring 2019,Tuesdays at 23:00 (JST),,
Koukyoushihen Eureka Seven: New Order,,6.59,6559,6277,9,Special,1,Finished Airing,06-Apr-12,"None found, add some","None found, add some",Bones,Original,"Adventure, Drama, Romance, Sci-Fi",24 min.,PG-13 - Teens 13 or older,2,,,Mecha,
Kyouryuu Daisensou Izenborg,,6.59,11838,6278,1,TV,39,Finished Airing,"Oct 7, 1977 to Jun 30, 1978","TV Tokyo,       Tsuburaya Productions","None found, add some","None found, add some",Original,Action,24 min. per ep.,G - All Ages,10,Fall 1977,Unknown,Mecha,
Lupin III: Napoleon no Jisho wo Ubae,Lupin III: Napoleon's Dictionary,6.59,7334,6279,7,TV Special,1,Finished Airing,09-Aug-91,"VAP,       Tokyo Movie Shinsha",Discotek Media,"None found, add some",Manga,"Action, Adventure, Comedy, Mystery",1 hr. 30 min.,PG-13 - Teens 13 or older,2,,,Adult Cast,Seinen
Maken-Ki! OVA,,6.59,2805,6280,62,OVA,2,Finished Airing,"Mar 1, 2012 to Sep 25, 2013",AIC,Funimation,"Xebec,       AIC Spirits",Manga,"Action, Ecchi",26 min. per ep.,R+ - Mild Nudity,44,,,"Harem, Martial Arts, School, Super Power",
Mao Yao de Huo Han,Love Story of Cat Spirit,6.59,13739,6281,970,ONA,20,Finished Airing,"Dec 21, 2018 to Jun 13, 2019",Tencent Animation & Comics,"None found, add some",Rocen,Web manga,"Fantasy, Romance",17 min. per ep.,PG-13 - Teens 13 or older,10,,,Reincarnation,
Mars Red,,6.59,1775,6282,125,TV,13,Finished Airing,"Apr 6, 2021 to Jun 29, 2021","VAP,       Yomiuri TV Enterprise,       Pony Canyon Enterprises,       D-techno,       Nihon Keizai Koukokusha",Funimation,Signal.MD,Other,"Action, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,589,Spring 2021,Tuesdays at 01:59 (JST),"Adult Cast, Historical, Military, Vampire",
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,,6.59,7381,6283,7,Special,1,Finished Airing,22-May-09,"None found, add some","None found, add some",Madhouse,Novel,"Mystery, Supernatural, Suspense",16 min.,R - 17+ (violence & profanity),0,,,Historical,
Nokemono-tachi no Yoru,The Tale of Outcasts,6.59,3478,6284,41,TV,13,Finished Airing,"Jan 8, 2023 to Apr 2, 2023","Pony Canyon,       KlockWorx,       Studio Mausu,       Shogakukan,       Crunchyroll,       Yomiuri TV Enterprise","None found, add some",Ashi Productions,Manga,"Action, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,120,Winter 2023,Sundays at 22:00 (JST),"Anthropomorphic, Historical",Shounen
Peace Maker Kurogane Special,Peace Maker Kurogane: Festival of Gion,6.59,10068,6285,3,Special,1,Finished Airing,21-Dec-03,"None found, add some","None found, add some",Gonzo,Manga,"Action, Comedy, Drama",17 min.,PG - Children,4,,,"Historical, Samurai",Shounen
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,Uncover All the Mysteries! The Pokémon XY&Z Complete Overview Special!,6.59,8611,6286,4,TV Special,1,Finished Airing,31-Dec-15,"None found, add some","None found, add some",OLM,Original,"Action, Adventure, Fantasy",51 min.,PG - Children,1,,,,Kids
Princess Tutu Recaps,,6.59,7962,6287,5,TV Special,3,Finished Airing,"Dec 27, 2002 to May 16, 2003","None found, add some","ADV Films,       Sentai Filmworks",HAL Film Maker,Original,"Drama, Fantasy, Mystery, Romance",11 min. per ep.,PG-13 - Teens 13 or older,7,,,"Anthropomorphic, Love Polygon, Mahou Shoujo, Performing Arts",
Rolling☆Girls,The Rolling Girls,6.59,2238,6288,90,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015","Dentsu,       Shochiku,       Mainichi Broadcasting System,       Pony Canyon,       Movic",Funimation,Wit Studio,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,207,Winter 2015,Sundays at 01:58 (JST),"CGDCT, Super Power",
Sangsil-ui Jib,The House of Loss,6.59,18673,6289,302,Movie,1,Finished Airing,2022,Geidai Animation,"None found, add some","None found, add some",Original,"Avant Garde, Suspense",9 min.,PG-13 - Teens 13 or older,2,,,Psychological,
Jungle Taitei,Kimba the White Lion,6.58,6895,6290,8,TV,52,Finished Airing,"Oct 6, 1965 to Sep 28, 1966","None found, add some","Nozomi Entertainment,       Media Blasters",Mushi Production,Manga,Adventure,25 min. per ep.,G - All Ages,23,Fall 1965,Unknown,,"KidsKids,         ShounenShounen"
Kaiketsu Jouki Tanteidan,Steam Detectives,6.58,8303,6291,5,TV,26,Finished Airing,"Oct 7, 1998 to Mar 31, 1999",Studio Tron,ADV Films,Xebec,Manga,"Action, Mystery",24 min. per ep.,PG-13 - Teens 13 or older,9,Fall 1998,Wednesdays at 18:00 (JST),"Detective, Mecha",
Kirakira Happy★Hirake! Cocotama,,6.58,12775,6292,1,TV,55,Finished Airing,"Sep 6, 2018 to Sep 26, 2019",TV Tokyo,"None found, add some",OLM,Original,"Fantasy, Slice of Life",24 min. per ep.,PG - Children,1,Fall 2018,Thursdays at 17:55 (JST),,Kids
Kujira no Chouyaku,,6.58,6543,6293,9,Movie,1,Finished Airing,14-Nov-98,"Bandai Visual,       Ai ga areba Daijobu,       Project Team Sarah","None found, add some",Tamura Shigeru Studio,Original,"Award Winning, Drama, Fantasy",22 min.,G - All Ages,37,,,,Kids
Ling Yu 4th Season,,6.58,11698,6294,1,ONA,12,Finished Airing,"Dec 8, 2016 to Feb 23, 2017",iQIYI,"None found, add some",Haoliners Animation League,Novel,Fantasy,14 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea,6.58,11564,6295,1,Movie,1,Finished Airing,11-Mar-84,"None found, add some","None found, add some",TMS Entertainment,Novel,"Adventure, Comedy, Mystery",46 min.,G - All Ages,0,,,"Anthropomorphic, Detective",
Mu Wang Zhi Wang: Han Tie Dou,Great King of the Grave: Cold Iron Fight,6.58,14341,6296,810,ONA,21,Finished Airing,"May 11, 2017 to Sep 21, 2017","None found, add some","None found, add some",BUILD DREAM,Original,"Action, Mystery, Romance",19 min. per ep.,PG-13 - Teens 13 or older,2,,,"Historical, Martial Arts",
Nagareboshi Lens,,6.58,4473,6297,24,OVA,1,Finished Airing,18-Mar-12,Advance Syakujii,"None found, add some",Kinema Citrus,Manga,Romance,18 min.,G - All Ages,34,,,,Shoujo
Nanatsu no Taizai: Funnu no Shinpan,The Seven Deadly Sins: Dragon's Judgement,6.58,533,6298,429,TV,24,Finished Airing,"Jan 13, 2021 to Jun 23, 2021",TV Tokyo,"None found, add some",Studio Deen,Manga,"Action, Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,"1,587",Winter 2021,Wednesdays at 17:55 (JST),,Shounen
Oda Cinnamon Nobunaga,,6.58,4758,6299,21,TV,12,Finished Airing,"Jan 11, 2020 to Mar 28, 2020","TV Tokyo,       Dentsu,       Shochiku,       Avex Pictures,       Amuse,       Sammy,       North Stars Pictures,       Mixer","None found, add some",Studio Signpost,Manga,"Comedy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,42,Winter 2020,Saturdays at 01:23 (JST),"Anthropomorphic, Historical, Pets, Reincarnation",Seinen
One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,One Piece: Recapping Fierce Fights! The Countercharge Alliance vs. Big Mom,6.58,10046,6300,3,TV Special,1,Finished Airing,18-Jun-23,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24 min.,PG-13 - Teens 13 or older,2,,,,Shounen
Ranpo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,6.58,1849,6301,118,TV,11,Finished Airing,"Jul 3, 2015 to Sep 18, 2015","Aniplex,       Dentsu,       Fuji TV,       Fujipacific Music,       Kyoraku Industrial Holdings,       Kansai Telecasting,       Kobunsha",Funimation,Lerche,Original,"Mystery, Suspense",23 min. per ep.,R - 17+ (violence & profanity),341,Summer 2015,Fridays at 00:55 (JST),"Detective, Gore, Psychological",
Re:Monster,,6.58,2250,6302,89,TV,12,Currently Airing,"Apr 5, 2024 to ?","Genco,       Pony Canyon,       BS11,       Crunchyroll,       U-NEXT,       Muse Communication,       AlphaPolis,       Saber Links,       HIAN,       Studio Tronc,       Capibara","None found, add some",Studio Deen,Light novel,"Action, Adventure, Fantasy",23 min. per ep.,R - 17+ (violence & profanity),295,Spring 2024,Fridays at 00:00 (JST),"Isekai, Reincarnation",
Road to You,,6.58,5916,6303,12,ONA,3,Finished Airing,"Oct 11, 2017 to Oct 2, 2019",Calf Studio,"None found, add some","Sunrise,       The Answer Studio,       Ijigen Tokyo",Original,"Drama, Romance",3 min. per ep.,G - All Ages,18,,,,
Sacred Seven,,6.58,2433,6304,78,TV,12,Finished Airing,"Jul 3, 2011 to Sep 16, 2011",Bandai,Sentai Filmworks,Sunrise,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,81,Summer 2011,Sundays at 02:28 (JST),"School, Super Power",
Saikin Yatotta Maid ga Ayashii,The Maid I Hired Recently Is Mysterious,6.58,1774,6305,125,TV,11,Finished Airing,"Jul 24, 2022 to Oct 9, 2022","Square Enix,       Medicos Entertainment,       King Records,       Nagoya Broadcasting Network,       ABC Animation,       ABC Frontier","None found, add some","SILVER LINK.,       Blade",Manga,Comedy,23 min. per ep.,PG-13 - Teens 13 or older,506,Summer 2022,Sundays at 02:00 (JST),Romantic Subtext,Shounen
Seton Doubutsuki,Seton Animal Chronicles,6.58,13181,6306,1,TV,45,Finished Airing,"Oct 14, 1989 to Dec 22, 1990",Nippon Television Network,"None found, add some",Eiken,Unknown,"Adventure, Fantasy",25 min. per ep.,G - All Ages,2,Fall 1989,Unknown,,
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,,6.58,5716,6307,13,Special,8,Finished Airing,"Jan 25, 2006 to Aug 25, 2006","None found, add some",Funimation,J.C.Staff,Light novel,"Comedy, Fantasy",3 min. per ep.,PG-13 - Teens 13 or older,3,,,,
Sonic X,,6.58,2379,6308,81,TV,78,Finished Airing,"Apr 6, 2003 to Mar 28, 2004",TV Tokyo,"4Kids Entertainment,       Discotek Media",TMS Entertainment,Game,"Action, Adventure, Comedy, Sci-Fi",24 min. per ep.,PG - Children,638,Spring 2003,Sundays at 08:30 (JST),Anthropomorphic,Kids
Soukou Kihei Votoms: Pailsen Files Movie,,6.58,11142,6309,2,Movie,1,Finished Airing,17-Jan-09,Sunrise,"None found, add some",The Answer Studio,Original,Sci-Fi,1 hr. 58 min.,R - 17+ (violence & profanity),0,,,"Mecha, Military, Space",
Spirit of Wonder: China-san Tanpenshuu,Spirit of Wonder: China-san Short Stories,6.58,10212,6310,2,Special,3,Finished Airing,"Jan 25, 2001 to Jan 23, 2004",Toshiba EMI,"None found, add some",Ajia-do,Manga,"Comedy, Sci-Fi",13 min. per ep.,R+ - Mild Nudity,4,,,,Seinen
Star Ocean EX,,6.58,5693,6311,13,TV,26,Finished Airing,"Apr 3, 2001 to Sep 25, 2001","TV Tokyo,       Dentsu","Discotek Media,       Geneon Entertainment USA",Studio Deen,Game,"Adventure, Fantasy, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,30,Spring 2001,Tuesdays at 18:30 (JST),,Shounen
Sword Art Online: Sword Art Offline - Extra Edition,Sword Art Offline: Extra Edition,6.58,2690,6312,66,Special,1,Finished Airing,23-Apr-14,"None found, add some",Aniplex of America,I was a Ballerina,Light novel,Comedy,13 min.,PG-13 - Teens 13 or older,88,,,,
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,Tales of Crestoria: The Wake of Sin,6.58,9790,6313,3,TV Special,1,Finished Airing,18-Oct-20,Bandai Namco Entertainment,"None found, add some",Kamikaze Douga,Game,"Adventure, Fantasy",14 min.,PG-13 - Teens 13 or older,3,,,,
Tide-Line Blue: Kyoudai,,6.58,11329,6314,2,Special,1,Finished Airing,26-Apr-06,"Bandai Visual,       TV Asahi,       Lantis",Bandai Entertainment,Telecom Animation Film,Original,"Adventure, Drama",23 min.,PG-13 - Teens 13 or older,1,,,,
To Heart,,6.58,4200,6315,28,TV,13,Finished Airing,"Apr 2, 1999 to Jun 25, 1999",KSS,Nozomi Entertainment,OLM,Visual novel,"Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,69,Spring 1999,Fridays at 00:35 (JST),"Harem, School",
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,Hamtaro: Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,6.58,11003,6316,2,OVA,1,Finished Airing,21-Nov-02,Shogakukan-Shueisha Productions,VIZ Media,TMS Entertainment,Unknown,"Adventure, Comedy",44 min.,G - All Ages,2,,,,Kids
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",,6.58,9216,6317,4,TV Special,1,Finished Airing,22-Dec-98,"VAP,       TOHO,       Nippon Television Network,       Shogakukan,       Toho Music","None found, add some",Group TAC,Unknown,"Romance, Sports",1 hr. 30 min.,R+ - Mild Nudity,2,,,Team Sports,Shounen
Usavich IV,,6.58,10079,6318,3,TV,13,Finished Airing,"Apr 23, 2011 to Sep 15, 2011","None found, add some","None found, add some",Kanaban Graphics,Original,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,1,Spring 2011,Unknown,,
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,,6.58,9678,6319,3,Special,12,Finished Airing,"Jul 25, 2008 to Jun 26, 2009","None found, add some","None found, add some","None found, add some",Light novel,"Adventure, Comedy, Fantasy, Supernatural",2 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Xiao Lu He Xiao Lan 3rd Season,Beryl and Sapphire 3rd Season,6.58,15105,6320,645,ONA,12,Finished Airing,"Sep 27, 2023 to Dec 14, 2023","None found, add some","None found, add some","None found, add some",Web manga,"Boys Love, Comedy, Drama, Fantasy",8 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Yi Ren Zhi Xia: Fanwai Pian,,6.58,7013,6321,8,ONA,2,Finished Airing,"Sep 30, 2018 to Apr 14, 2019",Tencent Animation & Comics,"None found, add some",Qiyuan Yinghua,Web manga,"Action, Supernatural",16 min. per ep.,R - 17+ (violence & profanity),6,,,Super Power,
