Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
"Kyou, Koi wo Hajimemasu",Today We Start Our Love,6.44,3850,7146,33,OVA,2,Finished Airing,"Jun 25, 2010 to Oct 23, 2010","None found, add some","None found, add some",J.C.Staff,Manga,Romance,20 min. per ep.,PG-13 - Teens 13 or older,91,,,School,Shoujo
Ling Yu,,6.44,8581,7147,4,ONA,10,Finished Airing,"Oct 22, 2015 to Dec 24, 2015",iQIYI,"None found, add some",Haoliners Animation League,Novel,Fantasy,13 min. per ep.,PG-13 - Teens 13 or older,12,,,,
Lu Shidai,,6.44,7989,7148,5,ONA,14,Finished Airing,"Oct 11, 2013 to Sep 13, 2014","Penta Show Studios,       Colored Pencil Animation Japan","None found, add some","Haoliners Animation League,       Colored Pencil Animation",Game,"Action, Adventure, Comedy",10 min. per ep.,PG-13 - Teens 13 or older,19,,,"Parody, Video Game",
Lupin III: Babylon no Ougon Densetsu,Lupin III: The Legend of the Gold of Babylon,6.44,6586,7149,9,Movie,1,Finished Airing,13-Jul-85,"None found, add some","AnimEigo,       Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",1 hr. 40 min.,R+ - Mild Nudity,6,,,Adult Cast,Seinen
Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,Detective Conan: Chase the Mysterious Comet Monster!,6.44,9880,7150,3,OVA,1,Finished Airing,09-Nov-01,Shogakukan,"None found, add some","None found, add some",Manga,Mystery,14 min.,G - All Ages,1,,,,
Mirai Shounen Conan 2: Taiga Daibouken,Future Boy Conan 2: River Adventure,6.44,10825,7151,2,TV,24,Finished Airing,"Oct 16, 1999 to Apr 1, 2000","None found, add some","None found, add some",Nippon Animation,Unknown,"Adventure, Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,0,Fall 1999,Unknown,,
Motto! Majime ni Fumajime Kaiketsu Zorori,,6.44,13467,7152,1,TV,25,Finished Airing,"Apr 5, 2020 to Nov 8, 2020","None found, add some","None found, add some","Ajia-do,       Bandai Namco Pictures",Book,"Adventure, Comedy",25 min. per ep.,PG - Children,2,Spring 2020,Sundays at 19:00 (JST),,Kids
Natsu-iro no Sunadokei,Sandglass of Summer Colors,6.44,6671,7153,9,OVA,2,Finished Airing,"May 21, 2004 to Jul 23, 2004",KSS,"None found, add some","Picture Magic,       Rikuentai",Visual novel,"Drama, Romance, Sci-Fi",30 min. per ep.,PG-13 - Teens 13 or older,5,,,Time Travel,
Nekojiru Gekijou Jirujiru Original,,6.44,6034,7154,11,TV,27,Finished Airing,"Jul 9, 1999 to Oct 1, 1999",Japan Home Video,"None found, add some",Kent House,Manga,"Action, Comedy",1 min. per ep.,R - 17+ (violence & profanity),89,Summer 1999,Unknown,Anthropomorphic,
Ni no Kuni,,6.44,2772,7155,63,Movie,1,Finished Airing,23-Aug-19,"None found, add some","None found, add some",OLM,Game,"Action, Adventure, Fantasy",1 hr. 46 min.,PG-13 - Teens 13 or older,64,,,Isekai,
One Piece The Planetarium,One Piece: The Planetarium,6.44,11336,7156,2,Movie,1,Finished Airing,13-Jul-13,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Comedy, Fantasy",30 min.,PG-13 - Teens 13 or older,2,,,,Shounen
One Room: Third Season,,6.44,3763,7157,35,TV,12,Finished Airing,"Oct 6, 2020 to Dec 22, 2020","None found, add some","None found, add some",Zero-G,Original,Slice of Life,4 min. per ep.,PG-13 - Teens 13 or older,59,Fall 2020,Tuesdays at 01:05 (JST),,
Persona 5 the Animation,,6.44,945,7158,259,TV,26,Finished Airing,"Apr 8, 2018 to Sep 30, 2018","Aniplex,       A-1 Pictures,       Movic,       Atlus,       Sammy,       Sonilude",Aniplex of America,CloverWorks,Game,"Action, Supernatural",24 min. per ep.,R - 17+ (violence & profanity),976,Spring 2018,Sundays at 00:30 (JST),"School, Super Power",
Pet,,6.44,2174,7159,94,TV,13,Finished Airing,"Jan 6, 2020 to Mar 30, 2020","Fujipacific Music,       Ai Addiction,       Twin Engine",Sentai Filmworks,Geno Studio,Manga,"Mystery, Supernatural, Suspense",23 min. per ep.,R - 17+ (violence & profanity),251,Winter 2020,Mondays at 22:00 (JST),"Adult Cast, Organized Crime, Psychological",Seinen
Pingu in the City (2018),Pingu in the City,6.44,6389,7160,10,TV,26,Finished Airing,"Oct 6, 2018 to Mar 30, 2019","NHK,       NHK Enterprises,       Mattel Creations","None found, add some",Polygon Pictures,Other,Comedy,7 min. per ep.,G - All Ages,112,Fall 2018,Saturdays at 09:20 (JST),Anthropomorphic,Kids
Pokemon Introductory Recap,Ash's Journey,6.44,6043,7161,11,Movie,1,Finished Airing,18-Jul-98,"None found, add some","4Kids Entertainment,       Warner Bros. Pictures",OLM,Game,Fantasy,2 min.,PG - Children,4,,,,Kids
Pokemon: Meloetta no Kirakira Recital,Pokémon: Meloetta's Moonlight Serenade,6.44,6484,7162,9,Movie,1,Finished Airing,14-Jul-12,"None found, add some",The Pokemon Company International,OLM,Game,"Adventure, Comedy, Fantasy",20 min.,PG - Children,2,,,Music,Kids
Sharedol,,6.44,13680,7163,983,ONA,1,Finished Airing,25-Oct-21,Sotsu,"None found, add some","Toei Animation,       Dangun Pictures",Original,,2 min.,PG-13 - Teens 13 or older,1,,,"Historical, Idols (Female), Music",
Kenka Banchou Otome: Girl Beats Boys,Kenka Bancho Otome -Girl Beats Boys-,6.43,2343,7164,83,TV,12,Finished Airing,"Apr 12, 2017 to Jun 28, 2017","Grooove,       DMM.com",Funimation,"Project No.9,       A-Real",Game,Action,8 min. per ep.,PG-13 - Teens 13 or older,223,Spring 2017,Wednesdays at 22:30 (JST),"Crossdressing, Delinquents, Martial Arts, School",
Kikou Kai Galient,,6.43,9211,7165,4,TV,25,Finished Airing,"Oct 5, 1984 to Mar 29, 1985",Nippon Television Network,"None found, add some",Sunrise,Original,"Action, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,7,Fall 1984,Unknown,Mecha,
King of Prism: Shiny Seven Stars,,6.43,7801,7166,6,TV,12,Finished Airing,"Apr 16, 2019 to Jul 2, 2019","None found, add some","None found, add some",Tatsunoko Production,Original,Sports,24 min. per ep.,PG-13 - Teens 13 or older,22,Spring 2019,Tuesdays at 01:35 (JST),"Idols (Male), Music",
Little Lulu to Chicchai Nakama,Little Lulu,6.43,13335,7167,1,TV,26,Finished Airing,"Oct 3, 1976 to Apr 3, 1977",Asahi Broadcasting,"None found, add some",Nippon Animation,Unknown,"Comedy, Slice of Life",25 min. per ep.,G - All Ages,1,Fall 1976,Unknown,,Kids
Lovely Movie: Itoshi no Muco,Lovely Movie: Lovely Muuuuuuuco!,6.43,12204,7168,1,TV,20,Finished Airing,"Jul 29, 2013 to Dec 23, 2013","None found, add some","None found, add some",Doga Kobo,Manga,Slice of Life,2 min. per ep.,PG - Children,0,Summer 2013,Unknown,Pets,
Lupin III (2015): Italian Game,,6.43,7782,7169,6,TV Special,1,Finished Airing,08-Jan-16,Telecom Animation Film,"None found, add some",TMS Entertainment,Original,"Action, Adventure, Comedy",1 hr. 31 min.,PG-13 - Teens 13 or older,2,,,Adult Cast,Seinen
Mashiro-iro Symphony: The Color of Lovers Picture Drama,Mashiroiro Symphony Picture Drama,6.43,6345,7170,10,Special,2,Finished Airing,"Feb 22, 2012 to May 23, 2012","None found, add some","None found, add some",Manglobe,Visual novel,"Drama, Romance",7 min. per ep.,PG-13 - Teens 13 or older,4,,,Harem,
Miami Guns,,6.43,7206,7171,7,TV,13,Finished Airing,"Feb 5, 2000 to May 20, 2000","Kodansha,       Animaruya",AN Entertainment,Group TAC,Manga,"Comedy, Ecchi",24 min. per ep.,R - 17+ (violence & profanity),24,Winter 2000,Sundays at 01:45 (JST),Detective,Shounen
Miru Tights: Cosplay Satsuei Tights,Miru Tights: Cosplay Photoshoot Tights,6.43,4194,7172,28,Special,1,Finished Airing,23-Aug-19,"None found, add some","None found, add some",Yokohama Animation Lab,Original,Ecchi,4 min.,PG-13 - Teens 13 or older,41,,,School,
Nezha Nao Hai,Nezha Conquers The Dragon King,6.43,13021,7173,1,Movie,1,Finished Airing,19-May-79,"None found, add some","None found, add some",Shanghai Animation Film Studio,Novel,,58 min.,G - All Ages,5,,,,Kids
NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,,6.43,11942,7174,1,OVA,3,Finished Airing,"Jun 23, 1993 to Sep 22, 1993","None found, add some",Discotek Media,Ashi Productions,Original,"Adventure, Comedy, Fantasy",30 min. per ep.,PG-13 - Teens 13 or older,2,,,,
"Onihei: Sono Otoko, Heizou Hasegawa",,6.43,9569,7175,3,OVA,1,Finished Airing,22-Feb-17,"TMS Entertainment,       Studio M2","None found, add some",MAPPA,Novel,,40 min.,R+ - Mild Nudity,3,,,"Historical, Samurai",
"Ore, Twintail ni Narimasu.",Gonna be the Twin-Tail!!,6.43,1470,7176,160,TV,12,Finished Airing,"Oct 10, 2014 to Dec 26, 2014","Pony Canyon,       TBS,       DAX Production,       Daiichikosho,       Shogakukan",Funimation,Production IMS,Light novel,"Action, Comedy, Fantasy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,538,Fall 2014,Fridays at 01:46 (JST),"Magical Sex Shift, Parody, School, Super Power",
Otoko Ippiki Gaki Daishou,,6.43,12086,7177,1,TV,156,Finished Airing,"Sep 29, 1969 to Mar 28, 1970",AT-X,"None found, add some",Tokyo TV Douga,Manga,"Action, Drama",10 min. per ep.,PG-13 - Teens 13 or older,2,Fall 1969,Unknown,Delinquents,Shounen
Paul no Miracle Daisakusen,Paul in Fantasy Island,6.43,12275,7178,1,TV,50,Finished Airing,"Oct 3, 1976 to Sep 11, 1977",Fuji TV,"None found, add some",Tatsunoko Production,Original,"Action, Adventure",25 min. per ep.,G - All Ages,1,Fall 1976,Sundays at 18:00 (JST),,Kids
Pokemon Best Wishes!,Pokémon: Black & White,6.43,2035,7179,104,TV,84,Finished Airing,"Sep 23, 2010 to Jun 14, 2012","TV Tokyo,       MediaNet,       Half H.P Studio,       Studio Jack","VIZ Media,       The Pokemon Company International",OLM,Game,"Action, Adventure, Comedy, Fantasy",22 min. per ep.,PG - Children,159,Fall 2010,Thursdays at 19:00 (JST),,Kids
Rokumon Tengai Mon Colle Knights,Six Gates Faraway Mon Colle Knights,6.43,8135,7180,5,TV,51,Finished Airing,"Jan 10, 2000 to Dec 25, 2000","None found, add some",Discotek Media,Studio Deen,Card game,"Adventure, Comedy, Fantasy",25 min. per ep.,G - All Ages,16,Winter 2000,Mondays at 18:00 (JST),Parody,Kids
RPG Densetsu Hepoi,,6.43,12612,7181,1,TV,50,Finished Airing,"Oct 6, 1990 to Sep 28, 1991",Nihon Ad Systems,"None found, add some",Gallop,Unknown,"Adventure, Fantasy",25 min. per ep.,,12,Fall 1990,Unknown,,
Salad Juu Yuushi Tomatoman,Tomatoman,6.43,12341,7182,1,TV,50,Finished Airing,"Apr 3, 1992 to Mar 27, 1993","TV Tokyo,       Yomiko Advertising,       Gakken","None found, add some",Animation 21,Original,"Adventure, Comedy",23 min. per ep.,G - All Ages,3,Spring 1992,Fridays at 18:30 (JST),,
Senran Kagura Specials,,6.43,5057,7183,18,Special,6,Finished Airing,"Mar 27, 2013 to Aug 28, 2013","Genco,       Media Factory,       Marvelous AQL","None found, add some",Artland,Unknown,Ecchi,3 min. per ep.,PG-13 - Teens 13 or older,24,,,,
Shouxi Yu Ling Shi 2,,6.43,14500,7184,773,ONA,60,Finished Airing,"Mar 3, 2021 to Sep 15, 2021","None found, add some","None found, add some",Suoyi Technology,Original,"Action, Fantasy",11 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Shuukan Storyland,,6.43,13639,7185,996,TV,56,Finished Airing,"Oct 14, 1999 to Sep 13, 2001",Nippon Television Network,"None found, add some","Nippon Animation,       VAP,       Satelight,       Shin-Ei Animation,       Tokyo Movie",Original,"Comedy, Drama, Slice of Life",25 min. per ep.,PG-13 - Teens 13 or older,0,Fall 1999,Thursdays at 20:00 (JST),,Seinen
Sketchbook: Full Color's Picture Drama,,6.43,10447,7186,2,Special,6,Finished Airing,"Jan 25, 2008 to Jun 25, 2008","Media Factory,       Shochiku,       AT-X,       TYO,       Mag Garden","None found, add some",HAL Film Maker,4-koma manga,Slice of Life,7 min. per ep.,G - All Ages,2,,,"CGDCT, Iyashikei, Visual Arts",
Slow Step,,6.43,9430,7187,3,OVA,5,Finished Airing,"Jun 1, 1991 to Nov 1, 1991",Youmex,"None found, add some",Pastel,Manga,"Comedy, Romance, Sports",43 min. per ep.,PG-13 - Teens 13 or older,2,,,School,Shoujo
Tako ni Natta Okaasan,,6.43,13809,7188,947,TV Special,1,Finished Airing,15-Aug-03,"None found, add some","None found, add some",Shin-Ei Animation,Novel,Drama,45 min.,G - All Ages,3,,,Historical,
The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,,6.43,9997,7189,3,Special,1,Finished Airing,27-Jun-18,"Aniplex,       Lantis,       Bandai Namco Live Creative,       Bandai Namco Entertainment,       ABC Animation","None found, add some",A-1 Pictures,Game,,25 min.,PG-13 - Teens 13 or older,4,,,"Idols (Male), Music",
The Missing 8,,6.43,9803,7190,3,ONA,8,Finished Airing,"Dec 28, 2021 to Nov 8, 2022",Half H.P Studio,"None found, add some",Wit Studio,Original,Sci-Fi,14 min. per ep.,PG-13 - Teens 13 or older,8,,,,
The World of Golden Eggs,,6.43,13074,7191,1,TV,26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006","None found, add some","None found, add some","Plus Heads,       Studio Crocodile",Original,Comedy,13 min. per ep.,PG-13 - Teens 13 or older,5,Winter 2005,Fridays at 22:45 (JST),Parody,
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,,6.43,11534,7192,1,Movie,1,Finished Airing,07-Mar-98,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Fantasy,16 min.,PG - Children,1,,,,
"The☆Doraemons: Strange, Sweets, Strange?",,6.43,11648,7193,1,Movie,1,Finished Airing,06-Mar-99,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Fantasy,16 min.,PG - Children,0,,,,
Vividred Operation,,6.43,2680,7194,67,TV,12,Finished Airing,"Jan 11, 2013 to Mar 29, 2013","Aniplex,       Mainichi Broadcasting System",Aniplex of America,A-1 Pictures,Original,"Action, Sci-Fi, Ecchi",24 min. per ep.,R+ - Mild Nudity,103,Winter 2013,Fridays at 01:30 (JST),,
Wo de Ni Tian Shen Qi,My Holy Weapon,6.43,5530,7195,14,ONA,16,Finished Airing,"Apr 26, 2018 to Aug 9, 2018",Tencent Animation & Comics,"None found, add some","Haoliners Animation League,       Pb Animation Co. Ltd.",Web manga,"Adventure, Comedy, Fantasy, Romance, Supernatural",17 min. per ep.,PG-13 - Teens 13 or older,29,,,,
Yoku Wakaru Gendai Mahou,,6.43,4353,7196,26,TV,12,Finished Airing,"Jul 12, 2009 to Sep 27, 2009","Studio Jack,       Shueisha",Sentai Filmworks,Nomad,Light novel,Comedy,24 min. per ep.,PG-13 - Teens 13 or older,29,Summer 2009,Sundays at 00:00 (JST),Mahou Shoujo,
Yuuki Yuuna wa Yuushabu Shozoku,,6.43,8480,7197,5,Movie,1,Finished Airing,18-Mar-17,"None found, add some","None found, add some",W-Toon Studio,Manga,"Comedy, Fantasy, Slice of Life",7 min.,PG-13 - Teens 13 or older,5,,,,
Zanting! Rang Wo Cha Gonglue,Pause! Let Me Check the Walkthrough First,6.43,7603,7198,6,ONA,12,Finished Airing,"May 21, 2022 to Jul 30, 2022","bilibili,       Kadokawa","None found, add some",Kung Fu Frog Animation,Original,"Comedy, Fantasy",18 min. per ep.,PG-13 - Teens 13 or older,8,,,Isekai,
009 Re:Cyborg,,6.43,4890,7199,20,Movie,1,Finished Airing,27-Oct-12,"Nippon Television Network,       Ishimori Pro","Funimation,       NYAV Post","Production I.G,       SANZIGEN",Manga,"Action, Adventure, Sci-Fi",1 hr. 43 min.,PG-13 - Teens 13 or older,31,,,Mecha,
Aishen Qiaokeli-ing: Wanjie Jinian,,6.43,8821,7200,4,ONA,1,Finished Airing,23-Mar-16,Tencent Animation & Comics,"None found, add some",B.CMAY PICTURES,Web manga,"Comedy, Romance",8 min.,PG-13 - Teens 13 or older,4,,,"Harem, School",
Akai Ito,,6.43,10668,7201,2,Special,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,"Drama, Romance, Slice of Life",4 min.,G - All Ages,2,,,,
Altered Carbon: Resleeved,,6.43,6400,7202,10,ONA,1,Finished Airing,19-Mar-20,"None found, add some","None found, add some",Anima,Other,"Action, Drama, Sci-Fi",1 hr. 13 min.,R+ - Mild Nudity,11,,,,
Amaenaide yo!!,Ah My Buddha,6.43,2491,7203,75,TV,12,Finished Airing,"Jul 1, 2005 to Sep 16, 2005","None found, add some","Nozomi Entertainment,       Media Blasters",Studio Deen,Manga,"Comedy, Romance, Supernatural, Ecchi",24 min. per ep.,R+ - Mild Nudity,82,Summer 2005,Fridays at 10:00 (JST),Harem,Seinen
Android Ana Maico 2010,Android Announcer Maico 2010,6.43,9014,7204,4,TV,24,Finished Airing,"Apr 6, 1998 to Sep 28, 1998","Pony Canyon,       animate Film,       Movic","None found, add some","Group TAC,       Animaruya",Manga,"Comedy, Drama, Sci-Fi",14 min. per ep.,PG-13 - Teens 13 or older,7,Spring 1998,Unknown,"Adult Cast, Showbiz, Workplace",Seinen
Arata Kangatari,Arata: The Legend,6.43,2545,7205,73,TV,12,Finished Airing,"Apr 9, 2013 to Jul 2, 2013","TV Tokyo,       Sotsu,       Lantis,       JM Animation","None found, add some",Satelight,Manga,"Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,63,Spring 2013,Tuesdays at 02:05 (JST),Isekai,Shounen
Arrow Emblem Grand Prix no Taka,Super Grand Prix,6.43,10559,7206,2,TV,44,Finished Airing,"Sep 22, 1977 to Aug 31, 1978","None found, add some","None found, add some",Toei Animation,Unknown,Drama,24 min. per ep.,PG-13 - Teens 13 or older,4,Fall 1977,Unknown,Racing,
Ayaka,Ayaka: A Story of Bonds and Wounds,6.43,3404,7207,43,TV,12,Finished Airing,"Jul 2, 2023 to Sep 17, 2023","Movic,       Fuji TV,       KlockWorx,       King Records,       Crunchyroll,       Bit grooove promotion","None found, add some",Studio Blanc.,Original,Fantasy,23 min. per ep.,PG-13 - Teens 13 or older,143,Summer 2023,Sundays at 01:00 (JST),Mythology,
Bakuretsu Hunters OVA,Sorcerer Hunters,6.43,7238,7208,7,OVA,3,Finished Airing,"Dec 21, 1996 to Apr 23, 1997","Movic,       King Records","ADV Films,       Discotek Media",Xebec,Manga,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",28 min. per ep.,R+ - Mild Nudity,12,,,"Harem, Super Power",Shounen
Binzume Yousei,Bottle Fairy,6.43,4936,7209,19,TV,13,Finished Airing,"Oct 4, 2003 to Dec 27, 2003","HAL Film Maker,       Genco,       Starchild Records",Geneon Entertainment USA,Xebec,Original,"Comedy, Fantasy",12 min. per ep.,G - All Ages,58,Fall 2003,Saturdays at Unknown,CGDCT,
Bomberman B-Daman Bakugaiden Victory,,6.43,10781,7210,2,TV,50,Finished Airing,"Feb 7, 1999 to Jan 30, 2000",Nagoya Broadcasting Network,"None found, add some",Madhouse,Game,Sci-Fi,24 min. per ep.,PG-13 - Teens 13 or older,0,Winter 1999,Sundays at 07:00 (JST),,
Cheburashka Arere?,,6.43,9611,7211,3,TV,26,Finished Airing,"Oct 7, 2009 to Mar 31, 2010",Dream Force,"None found, add some",GoHands,Book,"Comedy, Slice of Life",3 min. per ep.,G - All Ages,2,Fall 2009,Unknown,,Kids
Cinderella Girls Gekijou: Kayou Cinderella Theater,THE IDOLM@STER CINDERELLA GIRLS Theater (Web),6.43,8366,7212,5,ONA,13,Finished Airing,"Apr 4, 2017 to Jun 27, 2017","Frontier Works,       Half H.P Studio,       Nippon Columbia,       Bandai Namco Entertainment,       Anime Consortium Japan",Crunchyroll,"Gathering,       Lesprit",4-koma manga,"Comedy, Slice of Life",1 min. per ep.,PG-13 - Teens 13 or older,3,,,,
Daikaijuu Gamenya Shuurai,Nights with a Cat x Gamera: Rebirth,6.43,13706,7213,978,ONA,1,Finished Airing,06-Sep-23,"None found, add some","None found, add some",Studio PuYUKAI,Web manga,Comedy,1 min.,G - All Ages,0,,,Pets,
Dragon Ball Z: Atsumare! Gokuu World,Dragon Ball Z: Gather Together! Goku's World,6.43,4648,7214,22,OVA,1,Finished Airing,28-Jan-92,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",30 min.,G - All Ages,6,,,"Martial Arts, Super Power",Shounen
Eiyuu Densetsu: Sora no Kiseki The Animation,The Legend of Heroes: Trails in the Sky,6.43,5133,7215,17,OVA,2,Finished Airing,"Oct 10, 2011 to Jan 28, 2012","Nihon Falcom,       Bushiroad,       Showgate",Sentai Filmworks,Kinema Citrus,Game,"Action, Adventure, Fantasy",42 min. per ep.,PG-13 - Teens 13 or older,40,,,,
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Atelier Escha & Logy: Alchemists of the Dusk Sky,6.43,2769,7216,63,TV,12,Finished Airing,"Apr 10, 2014 to Jun 26, 2014","Sotsu,       Pony Canyon",Sentai Filmworks,Studio Gokumi,Game,Fantasy,23 min. per ep.,PG-13 - Teens 13 or older,80,Spring 2014,Thursdays at 22:00 (JST),,
Fushigiboshi no☆Futagohime Gyu! Recap,,6.43,14131,7217,864,OVA,1,Finished Airing,25-Aug-06,"HAL Film Maker,       Nihon Ad Systems","None found, add some","None found, add some",Unknown,"Comedy, Fantasy",26 min.,G - All Ages,2,,,Mahou Shoujo,
Futakoi,Twin Love,6.43,3749,7218,35,TV,13,Finished Airing,"Oct 7, 2004 to Dec 30, 2004",Lantis,Discotek Media,Telecom Animation Film,Original,"Comedy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,25,Fall 2004,Thursdays at 01:00 (JST),School,
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Majestic Prince Episode 25 – Wings to the Future,6.43,7691,7219,6,Special,1,Finished Airing,29-Sep-16,Sotsu,Sentai Filmworks,"Orange,       Seven Arcs Pictures",Manga,"Action, Sci-Fi",23 min.,PG-13 - Teens 13 or older,2,,,"Mecha, School, Space",Seinen
Ginyuu Mokushiroku Meine Liebe,,6.43,5715,7220,13,TV,13,Finished Airing,"Nov 4, 2004 to Feb 3, 2005",Rondo Robe,"None found, add some",Bee Train,Visual novel,"Drama, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,31,Fall 2004,Thursdays at 22:30 (JST),,
Godzilla 1: Kaijuu Wakusei,Godzilla: Planet of the Monsters,6.43,2771,7221,63,Movie,1,Finished Airing,17-Nov-17,"TOHO,       TOHO animation","None found, add some",Polygon Pictures,Original,"Action, Adventure, Sci-Fi",1 hr. 27 min.,R - 17+ (violence & profanity),69,,,,
Himitsu no Akko-chan,Secrets of Akko-chan,6.43,9358,7222,3,TV,94,Finished Airing,"Jan 6, 1969 to Oct 26, 1970","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy",24 min. per ep.,G - All Ages,8,Winter 1969,Unknown,"Mahou Shoujo, School",Shoujo
Himitsu no Akko-chan 2,,6.43,11999,7223,1,TV,61,Finished Airing,"Oct 9, 1988 to Dec 24, 1989","Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Unknown,"Comedy, Fantasy",24 min. per ep.,G - All Ages,3,Fall 1988,Unknown,"Mahou Shoujo, School",Shoujo
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,,6.43,5282,7224,16,Special,1,Finished Airing,18-Jul-14,"DAX Production,       Dream Creation","None found, add some",Seven,4-koma manga,"Comedy, Girls Love",4 min.,PG-13 - Teens 13 or older,5,,,School,
Isekai wa Smartphone to Tomo ni. 2,In Another World With My Smartphone 2,6.43,1684,7225,134,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023","Sotsu,       MediaNet,       Pony Canyon,       AT-X,       Asmik Ace,       Hobby Japan,       81 Produce,       Kadokawa,       CTW","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Romance",23 min. per ep.,PG-13 - Teens 13 or older,"1,064",Spring 2023,Mondays at 23:30 (JST),"Harem, Isekai",
Absolute Duo,,6.42,397,7226,557,TV,12,Finished Airing,"Jan 4, 2015 to Mar 22, 2015","Media Factory,       Half H.P Studio,       AT-X,       feng,       Showgate,       Kadokawa",Funimation,8bit,Light novel,"Action, Fantasy, Romance, Ecchi",24 min. per ep.,R - 17+ (violence & profanity),"1,543",Winter 2015,Sundays at 20:30 (JST),"Harem, School",
Akanesasu Shoujo,The Girl in Twilight,6.42,3689,7227,37,TV,12,Finished Airing,"Oct 1, 2018 to Dec 17, 2018","Yomiuri Telecasting,       Animax,       Pony Canyon,       Asmik Ace,       Studio Mausu,       Exit Tunes,       Kadokawa,       Gamegate",Sentai Filmworks,"DandeLion Animation Studio,       Jumonji,       Okuruto Noboru",Original,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,62,Fall 2018,Mondays at 19:30 (JST),School,
Akuma-kun,,6.42,10614,7228,2,TV,42,Finished Airing,"Apr 15, 1989 to Mar 24, 1990","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Fantasy, Horror, Supernatural",25 min. per ep.,G - All Ages,8,Spring 1989,Saturdays at 19:00 (JST),,
Anemone,,6.42,8785,7229,4,OVA,1,Finished Airing,29-Mar-11,"None found, add some","None found, add some","None found, add some",Original,"Drama, Supernatural",5 min.,PG-13 - Teens 13 or older,6,,,,
Bad Boys,,6.42,9653,7230,3,OVA,5,Finished Airing,"Sep 25, 1993 to Aug 9, 1998","Toei Video,       Shounen Gahousha","None found, add some",J.C.Staff,Manga,"Action, Comedy",43 min. per ep.,R - 17+ (violence & profanity),6,,,Delinquents,Seinen
Bakuon!! OVA,,6.42,6391,7231,10,OVA,2,Finished Airing,"Mar 18, 2016 to Dec 20, 2016","None found, add some","None found, add some",TMS Entertainment,Manga,"Slice of Life, Sports",22 min. per ep.,PG-13 - Teens 13 or older,7,,,"CGDCT, Racing",Seinen
Black Clover: Jump Festa 2018 Special,Black Clover: The All Magic Knights Thanksgiving Festa,6.42,3782,7232,35,Special,1,Finished Airing,25-Nov-18,"TV Tokyo,       Avex Pictures,       Shueisha","None found, add some",Pierrot,Manga,"Comedy, Fantasy",23 min.,PG-13 - Teens 13 or older,42,,,,Shounen
Buta,,6.42,6768,7233,8,TV Special,1,Finished Airing,05-Mar-12,"None found, add some","None found, add some",Telecom Animation Film,Original,"Adventure, Comedy, Fantasy",24 min.,G - All Ages,7,,,Historical,
Cannon Busters,,6.42,3450,7234,42,ONA,12,Finished Airing,15-Aug-19,Netflix,Funimation,"Satelight,       Yumeta Company",Other,"Action, Adventure, Fantasy, Sci-Fi",24 min. per ep.,R - 17+ (violence & profanity),110,,,,
Centaur no Nayami,A Centaur's Life,6.42,2184,7235,94,TV,12,Finished Airing,"Jul 9, 2017 to Sep 24, 2017","Tokuma Shoten,       MAGES.,       Yomiuri TV Enterprise,       Kanon Sound,       Emon,       RAY,       NichiNare,       Top Marshal,       Crunchyroll SC Anime Fund",Funimation,Haoliners Animation League,Manga,"Fantasy, Slice of Life",23 min. per ep.,R+ - Mild Nudity,137,Summer 2017,Sundays at 22:00 (JST),School,Seinen
