Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Nu Wushen de Canzhuo,Cooking with Valkyries,7.08,5674,3838,13,ONA,10,Finished Airing,"Jun 28, 2019 to Aug 30, 2019",miHoYoAnime,"None found, add some","Blade,       Thundray",Game,"Comedy, Gourmet",,,5 min. per ep.,PG-13 - Teens 13 or older,65,,
No Guns Life 2nd Season,No Guns Life Season 2,7.08,2385,3837,81,TV,12,Finished Airing,"Jul 10, 2020 to Sep 25, 2020","Sony Pictures Entertainment,       TBS,       AT-X,       Hakuhodo DY Music & Pictures,       BS11,       Egg Firm,       Good Smile Film",Funimation,Madhouse,Manga,"Action, Drama, Sci-Fi",,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,85,Summer 2020,Fridays at 01:28 (JST)
Pokemon Movie 03: Kesshoutou no Teiou Entei,Pokémon 3: The Movie,7.08,1337,3840,180,Movie,1,Finished Airing,"Jul 8, 2000",Studio Jack,"4Kids Entertainment,       Warner Bros. Pictures",OLM,Game,"Action, Adventure, Comedy, Drama, Fantasy",,Kids,1 hr. 13 min.,PG - Children,148,,
Obey Me! Season 2,,7.08,6021,3839,11,ONA,12,Finished Airing,"Jul 22, 2022 to Dec 23, 2022",Colored Pencil Animation,Crunchyroll,Colored Pencil Animation Japan,Game,"Comedy, Fantasy",Mythology,,6 min. per ep.,PG-13 - Teens 13 or older,92,,
Quanzhi Fashi VI,Full-Time Magister 6th Season,7.08,5135,3841,17,ONA,12,Finished Airing,"Jun 2, 2023 to Aug 11, 2023","Tencent Penguin Pictures,       China Literature Limited,       Yuewen Animation & Comics","None found, add some",Foch Films,Web novel,"Action, Fantasy",School,,23 min. per ep.,PG-13 - Teens 13 or older,146,,
Ryuusei no Rockman,Megaman Star Force,7.08,5634,3842,13,TV,55,Finished Airing,"Oct 7, 2006 to Oct 27, 2007","None found, add some",VIZ Media,Xebec,Game,"Action, Sci-Fi",Strategy Game,,10 min. per ep.,PG - Children,80,Fall 2006,Unknown
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Saekano: Fan Service of Love and Youth,7.08,1744,3843,129,TV Special,1,Finished Airing,"Jan 9, 2015",Aniplex,"None found, add some",A-1 Pictures,Light novel,"Comedy, Romance, Ecchi",Harem,,23 min.,PG-13 - Teens 13 or older,92,,
Sousei no Aquarion,Aquarion,7.08,2450,3845,77,TV,26,Finished Airing,"Apr 5, 2005 to Sep 27, 2005","Media Factory,       Bandai,       Tohokushinsha Film Corporation,       Hakuhodo DY Media Partners",Funimation,Satelight,Original,"Action, Fantasy, Romance, Sci-Fi","Mecha, Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,361,Spring 2005,Unknown
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,,7.08,3488,3844,41,TV,9,Finished Airing,"Jan 14, 2009 to Mar 11, 2009","None found, add some","None found, add some",Kyoto Animation,Original,"Action, Fantasy, Romance",Super Power,,24 min. per ep.,PG-13 - Teens 13 or older,138,Winter 2009,Wednesdays at 01:45 (JST)
Tennis no Oujisama: Another Story - Kako to Mirai no Message Specials,The Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,7.08,7744,3847,6,Special,2,Finished Airing,"May 26, 2009 to Sep 25, 2009",M.S.C,"None found, add some","None found, add some",Manga,Comedy,,,3 min. per ep.,PG-13 - Teens 13 or older,3,,
Tsurikichi Sanpei,Sanpei the Fisherman,7.08,8084,3848,5,TV,109,Finished Airing,"Apr 7, 1980 to Jun 28, 1982",Studio Jack,"None found, add some",Nippon Animation,Manga,"Adventure, Sports",,Shounen,24 min. per ep.,G - All Ages,20,Spring 1980,Mondays at 19:00 (JST)
Space Adventure Cobra,Space Adventure Cobra: The Movie,7.08,6004,3846,11,Movie,1,Finished Airing,"Jul 3, 1982",Streamline Pictures,"Discotek Media,       Urban Vision",TMS Entertainment,Manga,"Action, Adventure, Sci-Fi","Adult Cast, Space",Shounen,1 hr. 39 min.,R+ - Mild Nudity,47,,
Vampire Knight Guilty,,7.08,642,3849,369,TV,13,Finished Airing,"Oct 7, 2008 to Dec 30, 2008","TV Tokyo,       Aniplex",VIZ Media,Studio Deen,Manga,"Drama, Mystery, Romance, Supernatural","Love Polygon, Vampire",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"2,571",Fall 2008,Unknown
Kuroshitsuji Picture Drama,,7.06,4637,3901,22,Special,1,Finished Airing,"Jan 31, 2010","None found, add some","None found, add some",A-1 Pictures,Manga,Supernatural,Mythology,,17 min.,PG-13 - Teens 13 or older,47,,
Wan Jie Xian Zong 5th Season,The Wonderland of Ten Thousand 5th Season,7.08,11167,3850,2,ONA,Unknown,Currently Airing,"Jun 26, 2021 to ?","Tencent Penguin Pictures,       Liu Cong Animation","None found, add some",Ruo Hong Culture,Web manga,"Action, Fantasy, Romance","Historical, Mythology",,7 min.,PG-13 - Teens 13 or older,7,,
Kyoukai no Rinne 3rd Season,RIN-NE Season 3,7.06,4567,3902,23,TV,25,Finished Airing,"Apr 8, 2017 to Sep 23, 2017","Shogakukan-Shueisha Productions,       NHK,       Shogakukan,       Egg Firm",Sentai Filmworks,Brain's Base,Manga,"Comedy, Supernatural","Mythology, School",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,21,Spring 2017,Saturdays at 17:35 (JST)
My Home Hero,,7.06,1772,3904,125,TV,12,Finished Airing,"Apr 2, 2023 to Jun 18, 2023","Dentsu,       Kodansha,       Nippon Columbia,       KlockWorx,       81 Produce,       Crunchyroll,       BS NTV,       AQUA ARIS,       Bibury Animation CG","None found, add some",Tezuka Productions,Manga,"Drama, Suspense","Adult Cast, Organized Crime",Seinen,23 min. per ep.,R - 17+ (violence & profanity),424,Spring 2023,Sundays at 23:30 (JST)
Manie-Manie: Meikyuu Monogatari,Neo Tokyo,7.06,3801,3903,34,Movie,3,Finished Airing,"Sep 25, 1987","Kadokawa Shoten,       Streamline Pictures",ADV Films,Madhouse,Novel,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",,,16 min. per ep.,PG-13 - Teens 13 or older,130,,
Negima!? Haru Special!?,,7.06,4881,3905,20,OVA,1,Finished Airing,"Oct 25, 2006",Starchild Records,"Funimation,       Sentai Filmworks","Shaft,       GANSIS",Manga,"Comedy, Fantasy, Romance, Ecchi","Harem, Super Power",Shounen,24 min.,PG-13 - Teens 13 or older,13,,
Obey Me!: Makai Dai Ryokou!,,7.06,8362,3906,5,Special,1,Finished Airing,"Apr 2, 2021",Colored Pencil Animation,"None found, add some",Colored Pencil Animation Japan,Game,"Comedy, Fantasy",Mythology,,3 min.,PG-13 - Teens 13 or older,25,,
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"One Piece: Emergency Planning, A Perfect Strategy for the One Piece",7.06,5038,3907,18,TV Special,1,Finished Airing,"Dec 22, 1999","Fuji TV,       TAP","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,24 min.,PG-13 - Teens 13 or older,10,,
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,,7.06,3871,3908,33,ONA,1,Finished Airing,"Oct 6, 2018","None found, add some","None found, add some",Creators in Pack,Web manga,"Comedy, Gourmet, Romance",Adult Cast,,3 min.,PG-13 - Teens 13 or older,28,,
Persona 5 the Animation: The Day Breakers,Persona 5 the Animation -THE DAY BREAKERS-,7.06,2939,3909,56,TV Special,1,Finished Airing,"Sep 3, 2016","Aniplex,       Atlus",Aniplex of America,A-1 Pictures,Game,"Action, Fantasy, Supernatural",,,24 min.,PG-13 - Teens 13 or older,76,,
Riding Bean,,7.06,4557,3910,23,OVA,1,Finished Airing,"Feb 22, 1989",Youmex,AnimEigo,"AIC,       Artmic",Manga,Action,"Detective, Racing",Seinen,46 min.,R+ - Mild Nudity,80,,
Saishuu Heiki Kanojo: Another Love Song,Saikano: Another Love Song,7.06,5055,3912,18,OVA,2,Finished Airing,"Aug 5, 2005 to Sep 9, 2005","CBC Television,       Tohokushinsha Film Corporation",VIZ Media,Studio Fantasia,Manga,"Drama, Romance, Sci-Fi",,Seinen,30 min. per ep.,R+ - Mild Nudity,17,,
Rockman.EXE Stream,,7.06,6302,3911,10,TV,51,Finished Airing,"Oct 2, 2004 to Sep 24, 2005","None found, add some","None found, add some",Xebec,Game,"Action, Adventure, Sci-Fi","Mecha, School, Strategy Game",,25 min. per ep.,PG - Children,27,Fall 2004,Unknown
Sanzoku no Musume Ronja,Ronja the Robber's Daughter,7.06,4027,3913,31,TV,26,Finished Airing,"Oct 11, 2014 to Mar 28, 2015","NHK,       Dwango",GKIDS,"Studio Ghibli,       Polygon Pictures",Book,Adventure,,,25 min. per ep.,PG - Children,76,Fall 2014,Unknown
Seihou Bukyou Outlaw Star Specials,Outlaw Star,7.06,7135,3914,7,Special,2,Finished Airing,"Dec 18, 1998 to Apr 25, 1999","Sotsu,       Victor Entertainment","Funimation,       Bandai Entertainment",Sunrise,Manga,"Action, Adventure, Comedy, Sci-Fi, Ecchi",,,25 min. per ep.,R+ - Mild Nudity,4,,
Seirei Gensouki,Seirei Gensouki: Spirit Chronicles,7.06,644,3915,368,TV,12,Finished Airing,"Jul 6, 2021 to Sep 21, 2021","MediaNet,       Nippon Columbia,       KlockWorx,       Asmik Ace,       Hobby Japan,       BS Fuji,       Strawberry Meets Pictures,       Crunchyroll,       Kanon Sound,       NichiNare,       Melonbooks,       TMS Music,       CTW","None found, add some",TMS Entertainment,Light novel,"Action, Adventure, Fantasy, Romance","Harem, Isekai, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"3,212",Summer 2021,Tuesdays at 02:00 (JST)
Shakugan no Shana-tan,,7.06,3796,3916,34,Special,4,Finished Airing,"Jan 25, 2006 to Apr 4, 2007","None found, add some",Funimation,J.C.Staff,Light novel,Comedy,Parody,,6 min. per ep.,PG-13 - Teens 13 or older,23,,
Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,7.06,3311,3917,45,TV,12,Finished Airing,"Oct 4, 2016 to Dec 20, 2016","TV Tokyo,       Sotsu,       AT-X,       KlockWorx,       Memory-Tech,       Studio Mausu,       DIVE II Entertainment,       Avex Pictures,       Children's Playground Entertainment,       BS TV Tokyo,       FuRyu","None found, add some",Kinema Citrus,Web manga,Sports,,,24 min. per ep.,PG-13 - Teens 13 or older,141,Fall 2016,Tuesdays at 01:35 (JST)
Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,7.06,7536,3918,6,OVA,4,Finished Airing,"Dec 21, 2000 to Jun 25, 2001","Bandai Visual,       Bee Media,       Dynamic Planning",Discotek Media,Brain's Base,Unknown,"Action, Sci-Fi",Mecha,Shounen,27 min. per ep.,PG-13 - Teens 13 or older,30,,
Tales of Symphonia The Animation: Tethe'alla-hen Specials,,7.06,7007,3919,8,Special,4,Finished Airing,"Mar 25, 2010 to Feb 25, 2011","None found, add some","None found, add some",ufotable,Game,Comedy,,,6 min. per ep.,G - All Ages,6,,
Tokyo Magnitude 8.0 Recap,,7.06,6750,3921,8,Special,1,Finished Airing,"Dec 11, 2009","None found, add some",Maiden Japan,"Bones,       Kinema Citrus",Original,Drama,,,51 min.,PG-13 - Teens 13 or older,11,,
"Tensei Kizoku, Kantei Skill de Nariagaru","As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",7.06,2496,3920,75,TV,12,Currently Airing,"Apr 7, 2024 to Jun 23, 2024","Dentsu,       Lantis,       CBC Television,       Kodansha,       Crunchyroll,       U-NEXT,       Tencent Japan,       Bushiroad Move,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",studio MOTHER,Light novel,"Adventure, Fantasy","Isekai, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,192,Spring 2024,Sundays at 23:30 (JST)
Unico: Mahou no Shima e,Unico in the Island of Magic,7.06,9402,3922,3,Movie,1,Finished Airing,"Jul 16, 1983","Sanrio,       Tezuka Productions",Discotek Media,Madhouse,Manga,"Adventure, Fantasy",,Kids,1 hr. 31 min.,G - All Ages,15,,
Usavich III,,7.06,8790,3923,4,TV,13,Finished Airing,"Oct 13, 2008 to May 25, 2009","None found, add some","None found, add some",Kanaban Graphics,Original,Comedy,,,1 min. per ep.,PG-13 - Teens 13 or older,6,Fall 2008,Unknown
Versailles no Bara to Onna-tachi,Lady Oscar Special,7.06,9296,3924,3,Special,1,Finished Airing,"Sep 10, 1980","None found, add some","None found, add some",Tokyo Movie Shinsha,Manga,Drama,Historical,Shoujo,24 min.,PG-13 - Teens 13 or older,35,,
Zero kara Hajimeru Mahou no Sho,Grimoire of Zero,7.06,908,3925,271,TV,12,Finished Airing,"Apr 10, 2017 to Jun 26, 2017","Sotsu,       Lantis,       Half H.P Studio,       Happinet Pictures,       Infinite",Sentai Filmworks,White Fox,Light novel,"Action, Adventure, Fantasy",Anthropomorphic,,24 min. per ep.,PG-13 - Teens 13 or older,620,Spring 2017,Mondays at 23:30 (JST)
Zhen Hun Jie 3rd Season,Rakshasa Street 3rd Season,7.06,12507,3926,1,ONA,16,Finished Airing,"Jul 29, 2023 to Nov 4, 2023",bilibili,"None found, add some",L²Studio,Manga,"Action, Fantasy, Supernatural",,,22 min. per ep.,PG-13 - Teens 13 or older,1,,
Appleseed (Movie),,7.06,2521,3927,74,Movie,1,Finished Airing,"Apr 17, 2004","Mainichi Broadcasting System,       TOHO,       TYO Animations,       TYO,       Geneon Entertainment","Sentai Filmworks,       Geneon Entertainment USA",Digital Frontier,Manga,"Action, Sci-Fi","Mecha, Military",,1 hr. 45 min.,R - 17+ (violence & profanity),178,,
Armitage III: Poly-Matrix,,7.06,5340,3928,15,Movie,1,Finished Airing,"Apr 20, 1996",Pioneer LDC,"Funimation,       Geneon Entertainment USA",AIC,Original,"Action, Mystery, Romance, Sci-Fi","Detective, Mecha, Military",,1 hr. 32 min.,R+ - Mild Nudity,41,,
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,,7.06,8257,3930,5,Movie,1,Finished Airing,"Apr 18, 1998",TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Comedy, Slice of Life, Ecchi",School,Seinen,1 hr. 39 min.,G - All Ages,3,,
Code Geass: Hangyaku no Lelouch R2 Picture Drama,Code Geass: Lelouch of the Rebellion R2 Picture Dramas,7.06,3641,3929,38,Special,9,Finished Airing,"Aug 22, 2008 to Apr 24, 2009","None found, add some",Funimation,Sunrise,Original,"Comedy, Ecchi",,,5 min. per ep.,PG-13 - Teens 13 or older,99,,
Densetsu Kyojin Ideon,Space Runaway Ideon,7.06,5091,3931,18,TV,39,Finished Airing,"May 8, 1980 to Jan 30, 1981","TV Tokyo,       Sotsu",Maiden Japan,Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Space",,25 min. per ep.,PG-13 - Teens 13 or older,125,Spring 1980,Unknown
Digimon X-Evolution,,7.06,4766,3932,21,Movie,1,Finished Airing,"Jan 3, 2005",Bandai,"None found, add some",Toei Animation,Game,"Action, Adventure, Fantasy, Sci-Fi",,,1 hr. 20 min.,PG - Children,50,,
Dirty Pair: The Movie,Dirty Pair: Project Eden,7.06,6205,3933,10,Movie,1,Finished Airing,"Mar 14, 1987","Atelier Musa,       Streamline Pictures","ADV Films,       Nozomi Entertainment",Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",,,1 hr. 21 min.,PG-13 - Teens 13 or older,43,,
Dog Signal,,7.06,7640,3934,6,TV,20,Finished Airing,"Oct 22, 2023 to Mar 17, 2024","NHK,       NHK Enterprises","None found, add some",Fugaku,Manga,Slice of Life,"Adult Cast, Pets, Workplace",Josei,25 min. per ep.,PG-13 - Teens 13 or older,32,Fall 2023,Sundays at 17:00 (JST)
Doubutsu no Mori,Animal Crossing: The Movie,7.06,4297,3935,27,Movie,1,Finished Airing,"Dec 16, 2006","Studio Jack,       Nippon Television Network","None found, add some",OLM,Game,Slice of Life,Anthropomorphic,Kids,1 hr. 27 min.,G - All Ages,167,,
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Dragon Ball Z: Cooler's Revenge,7.06,1540,3936,150,Movie,1,Finished Airing,"Jul 20, 1991","None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,Shounen,46 min.,PG-13 - Teens 13 or older,89,,
Dual! Parallel Lun-Lun Monogatari,Dual! Parallel Trouble Adventure,7.06,4982,3937,19,TV,13,Finished Airing,"Apr 8, 1999 to Jul 1, 1999",Pioneer LDC,"Discotek Media,       Geneon Entertainment USA",AIC,Original,"Action, Comedy, Sci-Fi","Harem, Isekai, Mecha",,25 min. per ep.,PG-13 - Teens 13 or older,69,Spring 1999,Unknown
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,,7.06,7420,3938,7,Special,1,Finished Airing,"Oct 10, 2007",Starchild Records,Discotek Media,ufotable,Original,"Comedy, Sci-Fi, Slice of Life","CGDCT, School",,24 min.,G - All Ages,2,,
Good Night World,,7.06,3265,3939,46,ONA,12,Finished Airing,"Oct 12, 2023","Sonilude,       Mixer","None found, add some",NAZ,Web manga,"Drama, Fantasy","Psychological, Video Game",,24 min. per ep.,R - 17+ (violence & profanity),169,,
Gotou ni Naritai.,,7.06,10017,3940,3,Movie,1,Finished Airing,"Oct 10, 1995",Tama Production,"None found, add some","None found, add some",Novel,"Drama, Slice of Life",School,,1 hr. 14 min.,G - All Ages,4,,
Hello! Sandybell,,7.06,7552,3941,6,TV,47,Finished Airing,"Mar 6, 1981 to Feb 26, 1982",TV Asahi,"None found, add some",Toei Animation,Original,"Adventure, Romance",,,25 min. per ep.,G - All Ages,31,Spring 1981,Fridays at 19:30 (JST)
Houkago no Breath,Pokémon: Paldean Winds,7.06,7461,3943,6,ONA,4,Finished Airing,"Sep 6, 2023 to Dec 13, 2023","None found, add some","None found, add some",Wit Studio,Game,,,Kids,9 min. per ep.,PG - Children,13,,
.hack//The Movie: Sekai no Mukou ni,,7.05,5029,3944,18,Movie,1,Finished Airing,"Jan 21, 2012","Bandai,       flying DOG,       Asmik Ace","None found, add some","CyberConnect2,       Anima",Game,"Action, Adventure, Fantasy, Mystery, Sci-Fi",Video Game,,1 hr. 50 min.,PG-13 - Teens 13 or older,24,,
Hi no Tori,Phoenix,7.06,6264,3942,10,TV,13,Finished Airing,"Mar 21, 2004 to Jun 27, 2004","NHK,       Tohokushinsha Film Corporation","Media Blasters,       NYAV Post",Tezuka Productions,Manga,"Adventure, Drama, Sci-Fi, Supernatural",Historical,,25 min. per ep.,PG-13 - Teens 13 or older,38,Spring 2004,Sundays at 19:30 (JST)
7 Seeds 2nd Season,,7.05,2694,3945,66,ONA,12,Finished Airing,"Mar 26, 2020","Nihon Ad Systems,       Rakuonsha,       BS Fuji",Sentai Filmworks,"Gonzo,       Studio Kai",Manga,"Adventure, Drama, Mystery, Romance, Sci-Fi, Suspense","Psychological, Survival",Shoujo,24 min. per ep.,R+ - Mild Nudity,112,,
Astro Boy: Tetsuwan Atom,Astro Boy (2003),7.05,4428,3947,25,TV,50,Finished Airing,"Apr 6, 2003 to Mar 28, 2004","Sony Pictures Entertainment,       Dentsu,       Mill Creek Entertainment","None found, add some",Tezuka Productions,Manga,"Action, Adventure, Sci-Fi",Super Power,Shounen,24 min. per ep.,G - All Ages,155,Spring 2003,Unknown
Ao no Exorcist: Ura Ex,Blue Exorcist: Ura Eku,7.05,2255,3946,89,Special,10,Finished Airing,"Jun 22, 2011 to Mar 21, 2012",Aniplex,Aniplex of America,A-1 Pictures,Manga,Comedy,,Shounen,1 min. per ep.,PG-13 - Teens 13 or older,49,,
Azumanga Daiou: Gekijou Tanpen,Azumanga Daioh: The Very Short Movie,7.05,3375,3948,43,Special,1,Finished Airing,"Dec 25, 2001",Kadokawa Shoten,ADV Films,J.C.Staff,4-koma manga,Comedy,"CGDCT, Gag Humor, School",,6 min.,PG-13 - Teens 13 or older,23,,
Digimon Tamers: Bousou Digimon Tokkyuu,Digimon Tamers: Runaway Locomon,7.05,4364,3949,26,Movie,1,Finished Airing,"Mar 2, 2002","None found, add some",Saban Brands,Toei Animation,Original,"Adventure, Comedy, Sci-Fi",,,30 min.,PG - Children,11,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Is It Wrong to Expect a Hot Spring in a Dungeon?,7.05,1352,3950,178,OVA,1,Finished Airing,"Dec 7, 2016","Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       MAGES.,       Hakuhodo DY Music & Pictures,       FuRyu",Sentai Filmworks,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Ecchi",,,24 min.,PG-13 - Teens 13 or older,144,,
