Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,7.12,3809,3632,34,TV,27,Finished Airing,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,Wednesdays at 18:00 (JST),"Kadokawa Shoten,       Yomiko Advertising,       Marubeni","Funimation,       Central Park Media",AIC,Novel,"Action, Adventure, Drama, Fantasy, Romance",,25 min. per ep.,PG-13 - Teens 13 or older,131,
Mojakou,,7.12,10063,3633,3,TV,74,Finished Airing,"Oct 3, 1995 to Mar 31, 1997",Fall 1995,Tuesdays at 18:30 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions,       SoftX,       Studio Jack","None found, add some",OLM,Manga,"Comedy, Fantasy, Sci-Fi",,25 min. per ep.,G - All Ages,11,
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie 1: Ninja Clash in the Land of Snow,7.12,814,3634,300,Movie,1,Finished Airing,"Aug 21, 2004",,,"Aniplex,       Bandai,       TV Tokyo Music,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 22 min.,PG-13 - Teens 13 or older,302,
Nyan Koi!,,7.12,920,3635,266,TV,12,Finished Airing,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,Unknown,"Pony Canyon,       TBS,       Movic,       Flex Comix",Sentai Filmworks,AIC,Manga,"Comedy, Romance, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,595,"Harem, Pets"
Offside (TV),,7.12,8933,3636,4,TV,39,Finished Airing,"May 10, 2001 to Jan 31, 2002",Spring 2001,Unknown,Animax,"None found, add some",Ashi Productions,Manga,"Drama, Sports",,23 min. per ep.,G - All Ages,26,Team Sports
One Piece Movie 05: Norowareta Seiken,One Piece: The Curse of the Sacred Sword,7.12,2314,3637,85,Movie,1,Finished Airing,"Mar 6, 2004",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 35 min.,PG-13 - Teens 13 or older,37,
Otaku no Video,,7.12,3941,3638,32,OVA,2,Finished Airing,"Sep 27, 1991 to Dec 20, 1991",,,Youmex,AnimEigo,Gainax,Other,"Comedy, Drama, Sci-Fi",,48 min. per ep.,R+ - Mild Nudity,119,"Historical, Mecha, Otaku Culture"
Pokemon Advanced Generation,Pokémon: Advanced,7.12,1270,3639,190,TV,192,Finished Airing,"Nov 21, 2002 to Sep 14, 2006",Fall 2002,Thursdays at 19:00 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions,       TV Tokyo Music,       Studio Jack","VIZ Media,       4Kids Entertainment,       The Pokemon Company International",OLM,Game,"Action, Adventure, Comedy, Fantasy",Kids,24 min. per ep.,PG - Children,278,
Puchimas!: Petit iDOLM@STER,PUCHIM@S,7.12,5629,3640,13,ONA,64,Finished Airing,"Jan 1, 2013 to Mar 29, 2013",,,"None found, add some",Funimation,Gathering,4-koma manga,"Comedy, Slice of Life",,2 min. per ep.,PG-13 - Teens 13 or older,32,Idols (Female)
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Ranma ½: Huge Battle! 29 Unteachable Fools,7.12,8528,3641,5,OVA,1,Finished Airing,"Mar 3, 1995",,,"None found, add some","None found, add some",Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",,24 min.,PG-13 - Teens 13 or older,1,Martial Arts
Ranma ½: Nettou Uta Gassen,Ranma 1/2: Hot Song Contest,7.12,7365,3642,7,OVA,2,Finished Airing,"Nov 7, 1990 to Nov 21, 1990",,,Kitty Films,"None found, add some",Kitty Film Mitaka Studio,Manga,Comedy,,25 min. per ep.,PG-13 - Teens 13 or older,4,Music
Re: Cutie Honey,,7.12,4054,3643,30,OVA,3,Finished Airing,"Jul 24, 2004 to Sep 25, 2004",,,Toei Video,Discotek Media,"Gainax,       Toei Animation",Manga,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",,45 min. per ep.,R+ - Mild Nudity,181,
Rokujouma no Shinryakusha!?,Invaders of the Rokujyoma!?,7.12,1330,3644,181,TV,12,Finished Airing,"Jul 12, 2014 to Sep 27, 2014",Summer 2014,Saturdays at 01:05 (JST),"Genco,       Showgate",Sentai Filmworks,SILVER LINK.,Light novel,"Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,422,"Harem, School"
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,Rurouni Kenshin: New Kyoto Arc,7.12,4162,3645,28,OVA,2,Finished Airing,"Dec 17, 2011 to Jun 23, 2012",,,Aniplex,Sentai Filmworks,Studio Deen,Manga,"Action, Drama",Shounen,46 min. per ep.,R - 17+ (violence & profanity),42,"Historical, Samurai"
Ryuugajou Nanana no Maizoukin,Nanana's Buried Treasure,7.12,1021,3646,239,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 01:20 (JST),"Aniplex,       Dentsu,       Movic,       Fuji TV,       BIGLOBE,       Kyoraku Industrial Holdings,       Kadokawa",Aniplex of America,A-1 Pictures,Light novel,"Adventure, Mystery, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,366,
Seikai no Monshou Special,,7.12,9327,3647,3,TV Special,1,Finished Airing,"Apr 7, 2000",,,"Bandai Visual,       WOWOW","None found, add some",Sunrise,Light novel,"Action, Romance, Sci-Fi",,1 hr. 30 min.,PG-13 - Teens 13 or older,3,"Military, Space"
Shikioriori,Flavors of Youth,7.12,1317,3648,183,Movie,3,Finished Airing,"Aug 4, 2018",,,"The Answer Studio,       Sound Team Don Juan,       Tokyo Theatres,       Haoliners Animation League,       bilibili","None found, add some",CoMix Wave Films,Original,"Drama, Romance",,26 min. per ep.,PG-13 - Teens 13 or older,425,
Shingeki no Bahamut: Genesis - Short Story,,7.12,4219,3649,28,ONA,2,Finished Airing,"Dec 28, 2016 to Feb 20, 2017",,,Cygames,"None found, add some",MAPPA,Game,"Action, Adventure, Fantasy",,9 min. per ep.,PG-13 - Teens 13 or older,11,
Shinkyoku Soukai Polyphonica Crimson S,Polyphonica Crimson S,7.12,4457,3650,24,TV,12,Finished Airing,"Apr 5, 2009 to Jun 21, 2009",Spring 2009,Unknown,"Lantis,       Yomiko Advertising,       Pony Canyon,       Magic Capsule,       SoftBank Creative,       T.O Entertainment",Maiden Japan,Diomedéa,Light novel,"Drama, Fantasy, Romance",,25 min. per ep.,PG-13 - Teens 13 or older,41,"Music, School"
Pokemon Movie 20: Kimi ni Kimeta!,Pokémon the Movie: I Choose You!,7.14,2853,3551,60,Movie,1,Finished Airing,"Jul 15, 2017",,,"TV Tokyo,       TOHO,       Shogakukan,       JR East Marketing & Communications",The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy",Kids,1 hr. 38 min.,PG - Children,66,
RabbiTube: Creator ni Challenge!,,7.14,12281,3552,1,ONA,16,Finished Airing,"Jan 24, 2020 to Dec 5, 2021",,,Bandai Namco Online,"None found, add some",DandeLion Animation Studio,Game,Comedy,,9 min. per ep.,G - All Ages,10,Idols (Male)
Rockman.EXE Axess,MegaMan NT Warrior: Axess,7.14,5100,3553,18,TV,51,Finished Airing,"Oct 4, 2003 to Sep 25, 2004",Fall 2003,Unknown,"TV Tokyo,       Shogakukan-Shueisha Productions",VIZ Media,Xebec,Game,"Action, Adventure, Comedy, Sci-Fi",,24 min. per ep.,PG - Children,46,Strategy Game
Saishuu Heiki Kanojo,"She, The Ultimate Weapon",7.14,2116,3554,98,TV,13,Finished Airing,"Jul 2, 2002 to Sep 24, 2002",Summer 2002,Unknown,"Toei Video,       Toshiba EMI,       Tohokushinsha Film Corporation","VIZ Media,       Sentai Filmworks",Gonzo,Manga,"Drama, Romance, Sci-Fi",Seinen,24 min. per ep.,R - 17+ (violence & profanity),597,"Military, School"
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,,7.14,5809,3555,12,Special,1,Finished Airing,"Jan 6, 2010",,,"None found, add some",Funimation,Production I.G,Game,Action,,23 min.,PG-13 - Teens 13 or older,11,"Historical, Martial Arts, Samurai"
Shen Mu,Tomb of Fallen Gods,7.14,11669,3556,1,ONA,16,Finished Airing,"Jul 21, 2022 to Oct 27, 2022",,,Youku,"None found, add some","Rocen,       Wonder Cat Animation",Web novel,"Action, Adventure, Fantasy",,19 min. per ep.,PG-13 - Teens 13 or older,13,Martial Arts
Takahashi Rumiko Gekijou,Rumiko Takahashi Anthology,7.14,7100,3558,7,TV,13,Finished Airing,"Jul 6, 2003 to Sep 28, 2003",Summer 2003,Sundays at 00:55 (JST),Tokyo Movie Shinsha,Geneon Entertainment USA,TMS Entertainment,Manga,"Comedy, Drama, Romance, Slice of Life, Supernatural",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,8,
Show by Rock!! Stars!!,,7.14,5883,3557,12,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 22:00 (JST),"Dentsu,       Square Enix,       Pony Canyon,       Sanrio,       KlockWorx,       BS Fuji,       81 Produce,       Tokyo MX,       Hokkaido Cultural Broadcasting,       Sammy,       FuRyu,       Sony Music Solutions",Funimation,Kinema Citrus,Game,"Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,50,Music
Tamayura,,7.14,3310,3559,45,OVA,4,Finished Airing,"Sep 6, 2010 to Dec 6, 2010",,,"Shochiku,       TYO Animations,       flying DOG,       BIGLOBE,       RAY",Nozomi Entertainment,HAL Film Maker,Original,Slice of Life,,18 min. per ep.,G - All Ages,131,"CGDCT, Iyashikei"
Tears to Tiara,,7.14,2418,3560,79,TV,26,Finished Airing,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,Unknown,"Dwango,       Bushiroad,       Showgate,       Good Smile Company",Sentai Filmworks,White Fox,Visual novel,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,178,
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,7.14,2023,3561,105,TV,12,Currently Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 00:00 (JST),"TV Tokyo,       Lantis,       Kodansha,       Ai Addiction,       Crunchyroll,       ADK Marketing Solutions,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Tsumugi Akita Animation Lab,Light novel,"Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,580,Reincarnation
Tokyo Marble Chocolate,,7.14,4329,3563,26,OVA,2,Finished Airing,"Dec 5, 2007",,,"Frontier Works,       BMG Japan","None found, add some",Production I.G,Original,"Drama, Romance",,26 min. per ep.,PG-13 - Teens 13 or older,40,Adult Cast
The iDOLM@STER SideM,,7.14,4671,3562,22,TV,13,Finished Airing,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,Saturdays at 23:30 (JST),"Aniplex,       Lantis,       Bandai Namco Live Creative,       Bandai Namco Entertainment,       ABC Animation","None found, add some",A-1 Pictures,Game,,,24 min. per ep.,PG-13 - Teens 13 or older,132,"Idols (Male), Music"
Uma Musume: Pretty Derby - BNW no Chikai,,7.14,5540,3564,14,Special,3,Finished Airing,"Dec 19, 2018",,,TOHO animation,"None found, add some",P.A. Works,Game,Sports,,23 min. per ep.,PG-13 - Teens 13 or older,15,"Anthropomorphic, Racing"
Uta no☆Prince-sama♪ Maji Love Legend Star,Uta no Prince Sama Legend Star,7.14,3440,3565,42,TV,13,Finished Airing,"Oct 2, 2016 to Dec 25, 2016",Fall 2016,Sundays at 01:00 (JST),"Broccoli,       Movic,       MAGES.,       Hakuhodo DY Music & Pictures,       King Records",Sentai Filmworks,A-1 Pictures,Visual novel,"Comedy, Romance",Josei,24 min. per ep.,PG-13 - Teens 13 or older,221,"Idols (Male), Music, Reverse Harem"
"Wake Up, Girls! Seishun no Kage",,7.14,6328,3566,10,Movie,1,Finished Airing,"Sep 25, 2015",,,"TV Tokyo,       Tatsunoko Production,       AT-X,       TOHO,       Ultra Super Pictures,       DIVE II Entertainment,       Good Smile Company,       Avex Pictures,       Lawson HMV Entertainment,       Hiroshi Planning","None found, add some","Ordet,       Millepensee",Original,Drama,,54 min.,PG-13 - Teens 13 or older,12,"Idols (Female), Music"
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,Yu-Gi-Oh! 3D: Bonds Beyond Time,7.14,3158,3567,49,Movie,1,Finished Airing,"Jan 23, 2010",,,"TV Tokyo,       Nihon Ad Systems","4Kids Entertainment,       Flatiron Film Company",Gallop,Manga,Adventure,Shounen,49 min.,PG-13 - Teens 13 or older,87,"Strategy Game, Time Travel"
Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,7.13,7819,3569,6,TV,42,Finished Airing,"Apr 16, 1981 to Mar 25, 1982",Spring 1981,Thursdays at 19:00 (JST),"Fuji TV,       Harmony Gold","None found, add some",Toei Animation,Manga,"Drama, Mystery, Sci-Fi",,24 min. per ep.,G - All Ages,28,
Shin Captain Tsubasa,,7.13,5758,3568,13,OVA,13,Finished Airing,"Jul 1, 1989 to Jul 1, 1990",,,"Movic,       Shueisha,       CBS,       animate","None found, add some","J.C.Staff,       animate Film",Manga,Sports,Shounen,26 min. per ep.,G - All Ages,20,Team Sports
Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,7.13,1276,3570,189,TV,13,Finished Airing,"Jul 4, 2023 to Sep 26, 2023",Summer 2023,Tuesdays at 23:00 (JST),"Square Enix,       Shochiku,       flying DOG,       Tokyo MX,       Glovision,       Hakuhodo DY Music & Pictures,       U-NEXT,       FuRyu,       BS Asahi","None found, add some",GoHands,Manga,Comedy,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,393","Romantic Subtext, School"
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,Super Danganronpa 2.5: Nagito Komaeda and the Destroyer of the World,7.13,2030,3571,104,OVA,1,Finished Airing,"Jan 12, 2017",,,"None found, add some","None found, add some",Lerche,Visual novel,"Action, Horror, Mystery",,25 min.,R - 17+ (violence & profanity),405,Psychological
Tales of Symphonia The Animation: Sylvarant-hen,,7.13,3044,3572,53,OVA,4,Finished Airing,"Jun 8, 2007 to Dec 21, 2007",,,"Frontier Works,       Geneon Entertainment",Discotek Media,ufotable,Game,"Action, Adventure, Fantasy",,32 min. per ep.,PG-13 - Teens 13 or older,146,Martial Arts
Tonkatsu DJ Agetarou,,7.13,5513,3573,14,TV,12,Finished Airing,"Apr 10, 2016 to Jun 26, 2016",Spring 2016,Sundays at 22:15 (JST),"Yomiuri Telecasting,       DAX Production,       Shueisha,       Yomiuri TV Enterprise","None found, add some",Studio Deen,Manga,Comedy,Shounen,9 min. per ep.,PG-13 - Teens 13 or older,106,Music
Yoru wa Neko to Issho Season 2,Nights with a Cat Season 2,7.13,9634,3576,3,ONA,30,Finished Airing,"Mar 8, 2023 to Nov 15, 2023",,,Kadokawa,"None found, add some",Studio PuYUKAI,Web manga,Comedy,,2 min. per ep.,G - All Ages,6,Pets
Yokohama Kaidashi Kikou: Quiet Country Cafe,,7.13,4785,3575,21,OVA,2,Finished Airing,"Dec 18, 2002 to Mar 5, 2003",,,SME Visual Works,"None found, add some",Ajia-do,Manga,"Sci-Fi, Slice of Life",Seinen,32 min. per ep.,R+ - Mild Nudity,59,Iyashikei
Vampire in the Garden,,7.13,2489,3574,75,ONA,5,Finished Airing,"May 16, 2022",,,"Production I.G,       Netflix","None found, add some",Wit Studio,Original,"Action, Fantasy",,26 min. per ep.,PG-13 - Teens 13 or older,524,"Military, Vampire"
Ze Tian Ji 4th Season,,7.13,10317,3578,2,ONA,12,Finished Airing,"Aug 22, 2018 to Oct 31, 2018",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older,3,
Yume-iro Pâtissière: Mune Kyun Tropical Island!,,7.13,6154,3577,11,Special,1,Finished Airing,"Jul 30, 2010",,,Shueisha,"None found, add some",Pierrot,Manga,,Shoujo,7 min.,G - All Ages,14,School
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,7.13,1683,3579,134,TV,12,Finished Airing,"Jan 9, 2024 to Mar 26, 2024",Winter 2024,Tuesdays at 23:30 (JST),"AT-X,       Tokyo MX,       BS11,       Kadokawa","None found, add some",Jumondo,Light novel,Fantasy,,23 min. per ep.,PG-13 - Teens 13 or older,682,"Isekai, Reincarnation, School"
Anyamal Tantei Kiruminzoo,,7.13,6705,3580,9,TV,50,Finished Airing,"Oct 5, 2009 to Sep 20, 2010",Fall 2009,Mondays at 17:30 (JST),"HAL Film Maker,       Sotsu,       Starchild Records,       MediaNet,       AT-X,       JM Animation,       Aoni Entertainment","None found, add some",Satelight,Original,Comedy,,23 min. per ep.,G - All Ages,62,
Boukyaku Battery (TV),Oblivion Battery,7.13,4607,3581,22,TV,12,Currently Airing,"Apr 10, 2024 to ?",Spring 2024,Wednesdays at 00:00 (JST),"Kadokawa,       dugout","None found, add some",MAPPA,Manga,Sports,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,93,"School, Team Sports"
Chuunibyou demo Koi ga Shitai! Ren Specials,"Love, Chunibyo & Other Delusions!: Heart Throb Specials",7.13,2604,3583,70,Special,7,Finished Airing,"Mar 19, 2014 to Sep 17, 2014",,,"None found, add some","None found, add some",Kyoto Animation,Light novel,Comedy,,3 min. per ep.,PG-13 - Teens 13 or older,45,
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,Code Geass: Akito the Exiled - To Beloved Ones,7.13,2237,3584,90,Movie,1,Finished Airing,"Feb 6, 2016",,,"Bandai Visual,       Bandai,       Bandai Namco Entertainment,       Hakuhodo DY Media Partners",Funimation,Sunrise,Original,Action,,59 min.,R+ - Mild Nudity,107,"Mecha, Military"
Burn the Witch,,7.13,989,3582,249,ONA,3,Finished Airing,"Oct 2, 2020",,,"Shueisha,       Twin Engine,       Bandai Namco Arts",VIZ Media,"Studio Colorido,       team Yamahitsuji",Manga,"Action, Fantasy",Shounen,21 min. per ep.,PG-13 - Teens 13 or older,674,
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,Crayon Shin-chan: My Moving Story - The Great Cactus Attack!,7.13,8378,3585,5,Movie,1,Finished Airing,"Apr 18, 2015",,,TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Action, Adventure, Comedy",Seinen,1 hr. 43 min.,G - All Ages,4,
Doraemon Movie 14: Nobita to Buriki no Labyrinth,Doraemon the Movie: Nobita and the Tin Labyrinth,7.13,7413,3587,7,Movie,1,Finished Airing,"Mar 6, 1993",,,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,,1 hr. 40 min.,PG - Children,3,
Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,,7.13,11174,3586,2,Movie,1,Finished Airing,"Sep 11, 2020",,,"None found, add some","None found, add some",Shin-Ei Animation,Manga,Comedy,Seinen,1 hr. 44 min.,G - All Ages,3,
Double Decker! Doug & Kirill: Extra,,7.13,7358,3588,7,Special,3,Finished Airing,"Feb 10, 2019 to Apr 10, 2019",,,"None found, add some",Funimation,Sunrise,Original,"Action, Comedy, Mystery, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity),7,"Adult Cast, Detective"
Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball: The Path to Power,7.13,2783,3589,63,Movie,1,Finished Airing,"Mar 2, 1996",,,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Shounen,1 hr. 19 min.,PG-13 - Teens 13 or older,48,Super Power
Druaga no Tou: The Aegis of Uruk,Tower of Druaga: The Aegis of Uruk,7.13,1840,3590,119,TV,12,Finished Airing,"Apr 5, 2008 to Jun 21, 2008",Spring 2008,Saturdays at 01:15 (JST),"Dentsu,       Sotsu Music Publishing",Funimation,Gonzo,Game,"Action, Adventure, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,217,
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer","Elfen Lied: In the Passing Rain, or, How Can a Girl Have Reached Such Feelings?",7.13,1237,3591,194,Special,1,Finished Airing,"Apr 21, 2005",,,VAP,ADV Films,Arms,Manga,"Drama, Horror, Supernatural, Suspense, Ecchi",Seinen,25 min.,R+ - Mild Nudity,260,"Gore, Psychological"
Ensemble Stars!! Road to Show!!,,7.13,8002,3592,5,Movie,1,Finished Airing,"Mar 4, 2022",,,Happy Elements,"None found, add some",David Production,Game,,,1 hr. 12 min.,PG-13 - Teens 13 or older,71,"Idols (Male), Music"
Flag,,7.13,4690,3593,22,ONA,13,Finished Airing,"Jun 16, 2006 to Mar 2, 2007",,,Aniplex,Bandai Entertainment,The Answer Studio,Original,,,24 min. per ep.,PG-13 - Teens 13 or older,75,"Adult Cast, Mecha, Military"
GA: Geijutsuka Art Design Class,,7.13,4812,3595,20,TV,12,Finished Airing,"Jul 7, 2009 to Sep 22, 2009",Summer 2009,Unknown,"AIC,       Houbunsha,       Studio Jack","None found, add some",AIC PLUS+,4-koma manga,Slice of Life,,24 min. per ep.,PG-13 - Teens 13 or older,79,"CGDCT, School, Visual Arts"
Fushigi Yuugi OVA,Mysterious Play OVA,7.13,4560,3594,23,OVA,3,Finished Airing,"Oct 25, 1996 to Feb 25, 1997",,,"Bandai Visual,       Movic","Media Blasters,       Geneon Entertainment USA",Pierrot,Manga,"Adventure, Fantasy, Romance",Shoujo,28 min. per ep.,PG-13 - Teens 13 or older,52,"Historical, Isekai, Martial Arts"
Garo: Vanishing Line,GARO -VANISHING LINE-,7.13,2510,3596,75,TV,24,Finished Airing,"Oct 7, 2017 to Mar 31, 2018",Fall 2017,Saturdays at 01:23 (JST),Tohokushinsha Film Corporation,Funimation,MAPPA,Original,"Action, Fantasy, Supernatural",,24 min. per ep.,R - 17+ (violence & profanity),132,Mythology
Genius Party,,7.13,3601,3597,39,Movie,7,Finished Airing,"Jul 7, 2007",,,"None found, add some",GKIDS,Studio 4°C,Original,"Action, Avant Garde, Fantasy, Romance, Sci-Fi",,14 min. per ep.,R+ - Mild Nudity,75,"Mecha, Music, Psychological"
Haikara-san ga Tooru,Smart-san,7.13,7327,3599,7,TV,42,Finished Airing,"Jun 3, 1978 to Mar 31, 1979",Summer 1978,Unknown,Asahi Broadcasting,"None found, add some",Nippon Animation,Manga,"Drama, Romance",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,23,Historical
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,Girls und Panzer Compilation: The 63rd National High School Sensha-do Games,7.13,8039,3598,5,ONA,1,Finished Airing,"Nov 11, 2017",,,"None found, add some","None found, add some",Actas,Original,Action,,2 hr. 2 min.,PG-13 - Teens 13 or older,3,"CGDCT, Military, School"
Harukanaru Toki no Naka de: Maihitoyo,,7.13,7893,3600,6,Movie,1,Finished Airing,"Aug 19, 2006",,,"None found, add some","None found, add some",Yumeta Company,Visual novel,"Drama, Fantasy, Romance, Supernatural",Shoujo,1 hr. 40 min.,PG-13 - Teens 13 or older,16,"Historical, Isekai, Time Travel"
