Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Animal Yokochou,Animal Lane,6.99,9507,4222,3,TV,51,Finished Airing,"Oct 4, 2005 to Sep 26, 2006","TV Tokyo,       Dentsu,       TV Tokyo Music,       Dentsu Tec,       Geneon Entertainment","None found, add some",Gallop,Manga,"Adventure, Comedy, Fantasy",,Shoujo,23 min. per ep.,G - All Ages,15,Fall 2005,Tuesdays at 18:00 (JST)
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,,7.00,11579,4221,1,Special,1,Finished Airing,"Jul 22, 2013","TV Tokyo,       Studio Jack","None found, add some",Studio Comet,Original,Fantasy,"Mahou Shoujo, School",,28 min.,PG - Children,2,,
Inazuma Eleven Go,,7.00,2351,4220,83,TV,47,Finished Airing,"May 4, 2011 to Apr 11, 2012","TV Tokyo,       Dentsu,       Half H.P Studio,       TV Tokyo Music,       Studio Jack","None found, add some",OLM,Game,Sports,"Super Power, Team Sports",,24 min. per ep.,G - All Ages,306,Spring 2011,Unknown
Ao no 6-gou,Blue Submarine No. 6,6.99,2883,4223,59,OVA,4,Finished Airing,"Oct 25, 1998 to Mar 25, 2000","None found, add some","Bandai Entertainment,       Discotek Media",Gonzo,Manga,"Action, Adventure, Award Winning, Sci-Fi","Mecha, Military",Shounen,31 min. per ep.,PG-13 - Teens 13 or older,274,,
Area 88 (TV),,6.99,5468,4224,14,TV,12,Finished Airing,"Jan 9, 2004 to Mar 26, 2004","TV Asahi,       Animax,       Studio Live","None found, add some",Group TAC,Manga,"Action, Drama, Romance",Military,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,64,Winter 2004,Unknown
Arslan Senki (TV) Gaiden,,6.99,4752,4225,21,OVA,2,Finished Airing,"May 9, 2016 to Nov 9, 2016","None found, add some","None found, add some",LIDENFILMS,Manga,"Adventure, Fantasy",Historical,Shounen,24 min. per ep.,R - 17+ (violence & profanity),17,,
Asura,,6.99,3873,4226,33,Movie,1,Finished Airing,"Sep 29, 2012","Production I.G,       Bandai Visual,       Sotsu,       Kinoshita Koumuten,       Fields","None found, add some",Toei Animation,Manga,"Award Winning, Drama",Historical,,1 hr. 15 min.,R+ - Mild Nudity,87,,
Blue Seed,,6.99,4032,4228,31,TV,26,Finished Airing,"Oct 5, 1994 to Mar 29, 1995","TV Tokyo,       Nihon Ad Systems,       Movic,       King Records","ADV Films,       Discotek Media","Production I.G,       Ashi Productions",Manga,"Action, Adventure, Drama, Horror, Mystery, Romance, Supernatural",Mythology,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,129,Fall 1994,Wednesdays at 18:00 (JST)
BanG Dream!,,6.99,2181,4227,94,TV,13,Finished Airing,"Jan 21, 2017 to Apr 22, 2017","OLM,       HoriPro,       Bushiroad,       Tokyo MX,       Good Smile Company,       Overlap,       Bushiroad Music",Sentai Filmworks,"Xebec,       Issen",Mixed media,,"CGDCT, Music, School",,24 min. per ep.,PG-13 - Teens 13 or older,828,Winter 2017,Saturdays at 22:30 (JST)
Brave Witches: Petersburg Daisenryaku,Brave Witches: Petersburg Grand Strategy,6.99,6200,4229,10,Special,1,Finished Airing,"Aug 25, 2017","Nippon Columbia,       KlockWorx,       Glovision,       Sony PCL,       Kadokawa Media House,       Sanyo Bussan,       Kadokawa","Funimation,       Crunchyroll",SILVER LINK.,Original,"Action, Sci-Fi, Ecchi",Military,,26 min.,R+ - Mild Nudity,15,,
Chain Chronicle: Haecceitas no Hikari Part 1,Chain Chronicle: The Light of Haecceitas Part 1,6.99,4511,4230,24,Movie,1,Finished Airing,"Dec 3, 2016","Sotsu,       flying DOG,       Slow Curve,       Showgate,       Sound Team Don Juan,       Pazzy Entertainment","None found, add some","Telecom Animation Film,       Graphinica",Game,"Action, Adventure, Fantasy",,,1 hr. 26 min.,PG-13 - Teens 13 or older,20,,
Chain Chronicle: Haecceitas no Hikari Part 3,Chain Chronicle: The Light of Haecceitas Part 3,6.99,5411,4231,15,Movie,1,Finished Airing,"Feb 11, 2017","Sotsu,       Pazzy Entertainment","None found, add some","Telecom Animation Film,       Graphinica",Game,"Action, Adventure, Fantasy",,,1 hr. 33 min.,PG-13 - Teens 13 or older,8,,
Daisougen no Chiisana Tenshi: Bush Baby,"Bush Baby, Little Angel of the Great Plains",6.99,9752,4233,3,TV,40,Finished Airing,"Jan 12, 1992 to Dec 20, 1992",Fuji TV,"None found, add some",Nippon Animation,Novel,"Adventure, Drama",,,24 min. per ep.,G - All Ages,8,Winter 1992,Sundays at 19:30 (JST)
Concrete Revolutio: Choujin Gensou - The Last Song,Concrete Revolutio The Last Song,6.99,3722,4232,36,TV,11,Finished Airing,"Apr 10, 2016 to Jun 17, 2016","Bandai Visual,       Lantis,       Tokyo MX,       Animatic,       Hakuhodo DY Media Partners,       Anime Consortium Japan",Funimation,Bones,Original,"Action, Drama, Fantasy, Mystery, Sci-Fi","Mythology, Super Power",,24 min. per ep.,R+ - Mild Nudity,88,Spring 2016,Sundays at 23:00 (JST)
Dead Dead Demons Dededede Destruction (ONA) Episode 0,Dead Dead Demons Dededede Destruction Episode 0,6.99,8035,4234,5,ONA,1,Finished Airing,"May 24, 2024","TV Tokyo,       GAGA,       Tohokushinsha Film Corporation,       Sony Music Entertainment,       Toy's Factory,       Shogakukan,       GrandFunk","None found, add some",Production +h.,Manga,"Drama, Sci-Fi",School,Seinen,23 min.,PG-13 - Teens 13 or older,8,,
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Ghost Stories: The Headless Horsemen!! Curse of Death,6.99,5290,4236,16,Special,1,Finished Airing,"Aug 24, 2001",Aniplex,"ADV Films,       Discotek Media",Pierrot,Novel,"Horror, Mystery, Supernatural",,,23 min.,PG-13 - Teens 13 or older,9,,
Dog Days',,6.99,2024,4235,105,TV,13,Finished Airing,"Jul 7, 2012 to Sep 29, 2012","Aniplex,       Good Smile Company","None found, add some",Seven Arcs,Original,"Action, Adventure, Fantasy",Isekai,,23 min. per ep.,PG-13 - Teens 13 or older,147,Summer 2012,Saturdays at 23:30 (JST)
Gakusen Toshi Asterisk 2nd Season,The Asterisk War Season 2,6.99,521,4237,437,TV,12,Finished Airing,"Apr 2, 2016 to Jun 18, 2016","Aniplex,       Animax,       Movic,       flying DOG,       Bandai Namco Entertainment,       Asahi Broadcasting,       Kadokawa",Aniplex of America,A-1 Pictures,Light novel,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi","Harem, School",,24 min. per ep.,PG-13 - Teens 13 or older,775,Spring 2016,Saturdays at 22:30 (JST)
Geu Yeoreum Movie,The Summer,6.99,10123,4238,2,Movie,1,Finished Airing,"Jun 7, 2023",Laftel,"None found, add some",Red Dog Culture House,Novel,"Drama, Girls Love",,,1 hr. 1 min.,PG-13 - Teens 13 or older,16,,
H2O: Footprints in the Sand,,6.99,2137,4239,96,TV,12,Finished Airing,"Jan 4, 2008 to Mar 21, 2008","Kadokawa Shoten,       Broccoli,       Kadokawa Pictures Japan,       KlockWorx,       NTT Docomo,       Studio Jack",Kadokawa Pictures USA,Zexcs,Visual novel,"Drama, Romance, Supernatural","Harem, School",,24 min. per ep.,PG-13 - Teens 13 or older,385,Winter 2008,Unknown
Harukanaru Toki no Naka de: Hachiyou Shou,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,6.99,4398,4240,25,TV,26,Finished Airing,"Oct 6, 2004 to Mar 30, 2005","None found, add some",Bandai Visual USA,Yumeta Company,Visual novel,"Fantasy, Romance","Isekai, Mythology, Reverse Harem",,24 min. per ep.,PG-13 - Teens 13 or older,115,Fall 2004,Wednesdays at 01:00 (JST)
Hitsugi no Chaika: Nerawareta Hitsugi/Yomigaeru Iseki,,6.99,3464,4241,41,OVA,1,Finished Airing,"Mar 10, 2015","None found, add some",Sentai Filmworks,Bones,Light novel,"Action, Adventure, Fantasy, Romance",,,23 min.,R - 17+ (violence & profanity),13,,
Inazuma Eleven: Reloaded - Soccer no Henkaku,,6.99,7395,4243,7,Special,1,Finished Airing,"Jan 21, 2018","None found, add some","None found, add some",OLM,Game,Sports,"Super Power, Team Sports",,24 min.,G - All Ages,7,,
Hoshi wo Katta Hi,The Day I Bought a Star,6.99,7012,4242,8,Movie,1,Finished Airing,"Jan 3, 2006","None found, add some","None found, add some",Studio Ghibli,Original,Sci-Fi,,Kids,16 min.,G - All Ages,6,,
Kamisama Dolls,,6.99,2546,4245,73,TV,13,Finished Airing,"Jul 6, 2011 to Sep 28, 2011","TV Tokyo,       Shogakukan-Shueisha Productions,       Media Factory,       Half H.P Studio,       AT-X,       flying DOG,       Sony Music Communications",Sentai Filmworks,Brain's Base,Manga,"Action, Supernatural",,Seinen,24 min. per ep.,R - 17+ (violence & profanity),95,Summer 2011,Wednesdays at 01:30 (JST)
Kamen no Maid Guy,,6.99,3457,4244,42,TV,12,Finished Airing,"Apr 6, 2008 to Jun 22, 2008","Frontier Works,       Rondo Robe,       AT-X,       KlockWorx,       Kinyosha,       Geneon Entertainment",Discotek Media,Madhouse,Manga,"Action, Comedy, Ecchi",Super Power,Shounen,24 min. per ep.,R+ - Mild Nudity,64,Spring 2008,Unknown
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Chillin' in Another World with Level 2 Super Cheat Powers,7.00,2039,4247,104,TV,12,Currently Airing,"Apr 8, 2024 to Jun 24, 2024","Pony Canyon,       AT-X,       Magic Capsule,       KlockWorx,       Docomo Anime Store,       Overlap,       Crunchyroll,       Muse Communication,       CTW","None found, add some",J.C.Staff,Light novel,"Adventure, Fantasy, Romance",Isekai,,24 min. per ep.,PG-13 - Teens 13 or older,477,Spring 2024,Mondays at 23:30 (JST)
Lost Universe,,6.99,5122,4246,17,TV,26,Finished Airing,"Apr 3, 1998 to Sep 25, 1998","SoftX,       Studio Tulip","ADV Films,       Nozomi Entertainment",E&G Films,Light novel,"Adventure, Comedy, Drama, Sci-Fi",Space,,22 min. per ep.,PG-13 - Teens 13 or older,57,Spring 1998,Fridays at 18:30 (JST)
Mameshiba,,6.99,8192,4248,5,Special,24,Finished Airing,"Mar 1, 2008 to 2013",Dentsu,"None found, add some","None found, add some",Original,Comedy,,,30 sec. per ep.,G - All Ages,22,,
Mewkledreamy,,6.99,6967,4249,8,TV,48,Finished Airing,"Apr 5, 2020 to Apr 4, 2021",Sanrio,"None found, add some",J.C.Staff,Other,"Adventure, Fantasy",,Kids,24 min. per ep.,G - All Ages,32,Spring 2020,Sundays at 10:30 (JST)
Minami no Niji no Lucy,Lucy-May of the Southern Rainbow,6.99,10039,4250,3,TV,50,Finished Airing,"Jan 10, 1982 to Dec 26, 1982","None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Slice of Life",,,25 min. per ep.,G - All Ages,12,Winter 1982,Sundays at 19:30 (JST)
Ohoshi-sama no Rail,Rail of the Star: A True Story of Children,6.99,9254,4251,3,Movie,1,Finished Airing,"Jul 10, 1993",TV Tokyo,ADV Films,Madhouse,Novel,Drama,Historical,,1 hr. 19 min.,G - All Ages,5,,
Rekka no Honoo: Final Burning,Flame of Recca: Final Burning,6.99,7383,4254,7,Special,1,Finished Airing,"Jun 10, 2004",Fuji TV,"None found, add some",Pierrot,Manga,"Action, Adventure, Sci-Fi","Martial Arts, School, Super Power",Shounen,32 min.,PG-13 - Teens 13 or older,6,,
Project ARMS: The 2nd Chapter,,6.99,7679,4252,6,TV,26,Finished Airing,"Oct 6, 2001 to Mar 30, 2002","None found, add some","VIZ Media,       Discotek Media",TMS Entertainment,Manga,"Action, Fantasy","Martial Arts, School, Super Power",Shounen,24 min. per ep.,R - 17+ (violence & profanity),8,Fall 2001,Unknown
Sky Girls,,6.99,4466,4255,24,TV,26,Finished Airing,"Jul 6, 2007 to Dec 28, 2007","Konami,       Geneon Entertainment","None found, add some",J.C.Staff,Original,Sci-Fi,"Mecha, Military",,24 min. per ep.,PG-13 - Teens 13 or older,49,Summer 2007,Unknown
RahXephon: Tagen Hensoukyoku,RahXephon: Pluralitas Concentio,6.99,5331,4253,16,Movie,1,Finished Airing,"Apr 19, 2003","Media Factory,       Shochiku,       Asatsu DK,       Sakura Create","ADV Films,       Sentai Filmworks",Bones,Original,"Action, Drama, Romance, Sci-Fi","Mecha, Psychological",,1 hr. 56 min.,PG-13 - Teens 13 or older,20,,
Soukyuu no Fafner: Dead Aggressor - Exodus Special,,6.99,11240,4256,2,Special,1,Finished Airing,"Feb 4, 2015",Mainichi Broadcasting System,"None found, add some",I.Gzwei,Original,"Action, Drama, Sci-Fi","Mecha, Military",,35 min.,PG-13 - Teens 13 or older,2,,
Terra Formars,,6.99,1050,4257,233,TV,13,Finished Airing,"Sep 27, 2014 to Dec 20, 2014","Warner Bros. Japan,       SANZIGEN,       Ultra Super Pictures,       MAGES.,       Good Smile Company,       Shueisha,       Animatic",VIZ Media,LIDENFILMS,Manga,"Action, Horror, Sci-Fi, Suspense","Gore, Space, Survival",Seinen,24 min. per ep.,R - 17+ (violence & profanity),633,Fall 2014,Saturdays at 00:30 (JST)
Uzaki-chan wa Asobitai!,Uzaki-chan Wants to Hang Out!,6.99,476,4258,479,TV,12,Finished Airing,"Jul 10, 2020 to Sep 25, 2020","Movic,       AT-X,       Enterbrain,       Sammy,       ABC Animation,       Kadokawa Media House,       Kadokawa,       INCS toenter,       IMAGICA Lab.",Funimation,ENGI,Web manga,Comedy,"Adult Cast, Romantic Subtext",,23 min. per ep.,PG-13 - Teens 13 or older,"1,727",Summer 2020,Fridays at 21:30 (JST)
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",6.99,320,4260,657,TV,12,Finished Airing,"Jul 9, 2013 to Sep 24, 2013","TV Tokyo,       Media Factory,       MediaNet,       AT-X,       DAX Production,       Sony Music Communications,       Bushiroad,       Good Smile Company,       NichiNare",Sentai Filmworks,SILVER LINK.,Web manga,Comedy,"Otaku Culture, School",,24 min. per ep.,PG-13 - Teens 13 or older,"5,711",Summer 2013,Tuesdays at 02:05 (JST)
Vampire Hunter D,,6.99,2240,4259,90,Movie,1,Finished Airing,"Dec 21, 1985","Movic,       CBS",Sentai Filmworks,"Ashi Productions,       Studio Live",Light novel,"Action, Horror, Sci-Fi, Supernatural",Vampire,,1 hr. 20 min.,R+ - Mild Nudity,384,,
Witch Craft Works,,6.99,692,4261,342,TV,12,Finished Airing,"Jan 5, 2014 to Mar 23, 2014","Bandai Visual,       Lantis,       Kodansha,       Movic,       I Will","None found, add some",J.C.Staff,Manga,"Action, Supernatural",School,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,773,Winter 2014,Sundays at 22:30 (JST)
YAT Anshin! Uchuu Ryokou,,6.99,10225,4262,2,TV,50,Finished Airing,"Oct 5, 1996 to Sep 27, 1997",NHK,"None found, add some","Xebec,       Group TAC",Original,"Adventure, Comedy, Sci-Fi",,,25 min. per ep.,PG-13 - Teens 13 or older,19,Fall 1996,Saturdays at 18:00 (JST)
Yuragi-sou no Yuuna-san,Yuuna and the Haunted Hot Springs,6.99,799,4263,303,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018","Aniplex,       Shueisha,       BS11",Aniplex of America,Xebec,Manga,"Comedy, Romance, Supernatural, Ecchi",Harem,Shounen,23 min. per ep.,R+ - Mild Nudity,808,Summer 2018,Saturdays at 23:30 (JST)
Zombie-Loan Specials,Zombie-Loan,6.99,4142,4264,29,Special,2,Finished Airing,"Apr 25, 2008","Xebec,       Nihon Ad Systems",Discotek Media,XEBEC M2,Manga,"Action, Horror, Supernatural",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,19,,
Sora wo Kakeru Shoujo,The Girl Who Leapt Through Space,6.98,4314,4265,26,TV,26,Finished Airing,"Jan 6, 2009 to Jun 30, 2009","None found, add some","Bandai Entertainment,       Sentai Filmworks",Sunrise,Original,"Adventure, Comedy, Sci-Fi",Space,,24 min. per ep.,PG-13 - Teens 13 or older,53,Winter 2009,Tuesdays at 01:30 (JST)
Strike the Blood III,,6.98,1805,4266,122,OVA,10,Finished Airing,"Dec 19, 2018 to Sep 25, 2019","Movic,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works,       Hakuhodo DY Music & Pictures,       Kadokawa","None found, add some","SILVER LINK.,       Connect",Light novel,"Action, Fantasy, Ecchi","Harem, Vampire",,26 min. per ep.,R+ - Mild Nudity,165,,
Tight-rope,,6.98,3135,4267,50,OVA,2,Finished Airing,"May 30, 2012 to Jun 27, 2012","None found, add some","None found, add some",PrimeTime,Manga,Boys Love,,,23 min. per ep.,PG-13 - Teens 13 or older,117,,
To LOVE-Ru,To Love Ru,6.98,334,4268,643,TV,26,Finished Airing,"Apr 4, 2008 to Sep 26, 2008","TBS,       Shueisha",Sentai Filmworks,Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,24 min. per ep.,R+ - Mild Nudity,"4,187",Spring 2008,Fridays at 01:55 (JST)
Tongari Boushi no Memole,,6.98,9594,4269,3,TV,50,Finished Airing,"Mar 3, 1984 to Mar 3, 1985",Asahi Broadcasting,"None found, add some",Toei Animation,Original,Fantasy,,,24 min. per ep.,G - All Ages,10,Spring 1984,Sundays at 08:30 (JST)
Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,,6.98,6912,4270,8,Special,1,Finished Airing,"Dec 31, 2021","None found, add some","None found, add some",Bones,Manga,"Action, Fantasy, Mystery","Historical, Vampire",Shounen,44 min.,R - 17+ (violence & profanity),36,,
ViVid Strike!,,6.98,2277,4271,88,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016","KlockWorx,       Sony Music Communications,       Glovision,       King Records","None found, add some",Seven Arcs Pictures,Original,"Action, Drama",Martial Arts,,24 min. per ep.,PG-13 - Teens 13 or older,195,Fall 2016,Sundays at 00:30 (JST)
"Wake Up, Girls!",,6.98,2996,4272,54,TV,12,Finished Airing,"Jan 11, 2014 to Mar 29, 2014","TV Tokyo,       Avex Entertainment,       Sotsu,       Sega,       Gakken,       Rakuonsha,       AT-X,       TOHO,       Ultra Super Pictures,       DIVE II Entertainment,       Good Smile Company",Sentai Filmworks,"Tatsunoko Production,       Ordet",Original,Drama,"Idols (Female), Music",,24 min. per ep.,PG-13 - Teens 13 or older,156,Winter 2014,Saturdays at 01:23 (JST)
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",6.98,7574,4273,6,Movie,1,Finished Airing,"Dec 20, 2014","GYAO!,       BIGFACE",Dentsu Entertainment USA,OLM,Game,"Award Winning, Comedy, Supernatural",,Kids,1 hr. 36 min.,G - All Ages,12,,
Armitage III,,6.98,3734,4274,36,OVA,4,Finished Airing,"Feb 25, 1995 to Nov 25, 1995",Pioneer LDC,"Funimation,       Geneon Entertainment USA",AIC,Original,"Action, Mystery, Romance, Sci-Fi","Detective, Mecha",,33 min. per ep.,R+ - Mild Nudity,140,,
Baja no Studio,,6.98,8290,4275,5,OVA,1,Finished Airing,"Oct 28, 2017","Lantis,       Rakuonsha","None found, add some",Kyoto Animation,Original,Fantasy,,,21 min.,PG - Children,6,,
Binchou-tan,,6.98,5760,4276,13,TV,12,Finished Airing,"Feb 3, 2006 to Apr 16, 2006","Bandai Visual,       Frontier Works,       TBS,       Alchemist","None found, add some",Studio Deen,Manga,Comedy,Iyashikei,,12 min. per ep.,G - All Ages,93,Winter 2006,Unknown
Bleach: The Sealed Sword Frenzy,,6.98,1853,4277,118,Special,1,Finished Airing,"Mar 23, 2006",TV Tokyo,"None found, add some",Pierrot,Manga,"Action, Adventure, Fantasy",,Shounen,33 min.,PG-13 - Teens 13 or older,154,,
Chain Chronicle: Haecceitas no Hikari Part 2,Chain Chronicle: The Light of Haecceitas Part 2,6.98,5247,4278,16,Movie,1,Finished Airing,"Jan 14, 2017","Sotsu,       Pazzy Entertainment","None found, add some","Telecom Animation Film,       Graphinica",Game,"Action, Adventure, Fantasy",,,1 hr. 29 min.,PG-13 - Teens 13 or older,10,,
D4DJ Petit Mix,,6.98,7454,4280,7,TV,26,Finished Airing,"Feb 5, 2021 to Jul 30, 2021","None found, add some","None found, add some","W-Toon Studio,       DMM.futureworks",Mixed media,Comedy,Music,,3 min. per ep.,PG-13 - Teens 13 or older,26,Winter 2021,Fridays at 23:00 (JST)
Chou Mashin Eiyuuden Wataru,Super Demon Hero Wataru,6.98,10943,4279,2,TV,51,Finished Airing,"Oct 2, 1997 to Sep 24, 1998","None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Comedy",Mecha,,24 min. per ep.,G - All Ages,12,Fall 1997,Fridays at 17:00 (JST)
Dance in the Vampire Bund,,6.98,1060,4281,231,TV,12,Finished Airing,"Jan 7, 2010 to Apr 1, 2010","Genco,       Media Factory,       Rakuonsha,       AT-X,       flying DOG",Funimation,Shaft,Manga,"Action, Drama, Romance, Supernatural",Vampire,Seinen,23 min. per ep.,R+ - Mild Nudity,719,Winter 2010,Thursdays at 09:00 (JST)
