Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
"Ima, Futari no Michi",,5.62,14424,11213,789,TV Special,1,Finished Airing,"Mar 8, 2015","None found, add some","None found, add some",Asahi Production,Original,Drama,5 min.,G - All Ages,0,,,,
Inferious Wakusei Senshi Gaiden Condition Green,,5.62,13956,11214,906,OVA,6,Finished Airing,"Nov 29, 1991 to Mar 27, 1992",Hero Communication,"None found, add some","None found, add some",Unknown,"Action, Sci-Fi",25 min. per ep.,R+ - Mild Nudity,1,,,,
Izumo,,5.62,12016,11215,1,OVA,2,Finished Airing,"Sep 21, 1991 to Oct 21, 1991",Gakken Eigakyoku,Pioneer LDC,"Studio Hibari,       Grouper Productions",Manga,"Adventure, Fantasy",51 min. per ep.,R+ - Mild Nudity,1,Historical,,,
"""Eiji""",,5.61,9907,11216,3,Movie,1,Finished Airing,"Aug 25, 1990","Movic,       Shueisha","None found, add some","Production I.G,       animate Film",Manga,"Comedy, Drama, Sports",48 min.,R - 17+ (violence & profanity),5,Combat Sports,,,
Ahiru no Pekkle no Aladdin to Mahou no Lamp,Pekkle in Aladdin and His Magic Lamp,5.61,15461,11217,587,OVA,1,Finished Airing,"Sep 21, 1993",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,30 min.,G - All Ages,4,,,,Kids
Andersen Monogatari,The World of Hans Christian Andersen,5.61,12230,11218,1,Movie,1,Finished Airing,"Mar 19, 1968","None found, add some","None found, add some",Toei Animation,Unknown,"Drama, Fantasy",1 hr. 20 min.,G - All Ages,0,,,,Kids
Bucchigiri?! Yomigaeru! Konya wa Bucchii Back to the Chuuka!,Bucchigiri?! Revival! Tonight is BUCCHI Back to the Chinese Food!,5.61,10348,11220,2,TV Special,1,Finished Airing,"Feb 24, 2024","None found, add some","None found, add some",MAPPA,Original,"Comedy, Fantasy",23 min.,PG-13 - Teens 13 or older,8,"Delinquents, School",,,
Aoi Umi no Tristia,,5.61,9264,11219,3,OVA,2,Finished Airing,"Apr 23, 2004 to Jul 23, 2004","None found, add some","None found, add some",ufotable,Visual novel,Adventure,27 min. per ep.,PG - Children,2,Mecha,,,
Byulbyul Iyagi,,5.61,15901,11221,532,Movie,6,Finished Airing,"Sep 23, 2005",Chungeorahm Film,"None found, add some","None found, add some",Unknown,Drama,12 min. per ep.,PG-13 - Teens 13 or older,0,Psychological,,,
Cake Sushi,,5.61,18409,11222,318,ONA,2,Finished Airing,"Oct 14, 2015 to Nov 30, 2015","None found, add some","None found, add some","None found, add some",Original,Comedy,41 sec. per ep.,G - All Ages,1,,,,
Cello Hiki no Gauche,,5.61,15011,11223,664,Movie,1,Finished Airing,1963,Gakken,"None found, add some","None found, add some",Novel,Fantasy,18 min.,G - All Ages,1,Music,,,Kids
Chiisana Jumbo,Little Jumbo,5.61,14378,11224,800,Movie,1,Finished Airing,"Sep 10, 1977",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,28 min.,G - All Ages,0,Music,,,Kids
Chikyuu Monogatari Telepath 2500,Earth Story Telepath 2500,5.61,13412,11225,1,Movie,1,Finished Airing,"Aug 4, 1984","None found, add some","None found, add some",Tatsunoko Production,Original,"Adventure, Drama, Sci-Fi",1 hr. 45 min.,PG-13 - Teens 13 or older,1,,,,
Daikyouryuu Jidai,,5.61,13494,11226,1,TV Special,1,Finished Airing,"Jul 10, 1979","None found, add some","None found, add some",Toei Animation,Unknown,Sci-Fi,1 hr. 11 min.,PG - Children,1,,,,
Duel Masters (2017),,5.61,11682,11227,1,TV,51,Finished Airing,"Apr 2, 2017 to Mar 25, 2018","None found, add some","None found, add some",Ascension,Original,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,2,,Spring 2017,Sundays at 08:30 (JST),Kids
Game Tengoku: The Game Paradise!,The Game Paradise!,5.61,13775,11228,958,OVA,1,Finished Airing,"Jun 6, 1997",OLM,"None found, add some",Daume,Game,"Action, Adventure, Comedy",15 min.,PG-13 - Teens 13 or older,1,Mecha,,,
Greek Roman Sinhwa: Olympus Guardian (Movie),,5.61,15493,11229,584,Movie,1,Finished Airing,"Jul 28, 2005","None found, add some","None found, add some",Dongwoo A&E,Other,"Adventure, Fantasy",1 hr. 27 min.,G - All Ages,0,Historical,,,
"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",,5.61,9980,11230,3,TV Special,1,Finished Airing,"Feb 20, 2020","None found, add some","None found, add some",Children's Playground Entertainment,Light novel,"Comedy, Romance, Supernatural, Ecchi",10 min.,PG-13 - Teens 13 or older,1,,,,
Issunboushi,,5.61,14748,11231,710,Movie,1,Finished Airing,"Mar 20, 1918","None found, add some","None found, add some","None found, add some",Original,Drama,1 min.,G - All Ages,1,,,,
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,,5.61,12282,11232,1,OVA,1,Finished Airing,"Nov 5, 1986",Starchild Records,"None found, add some",Sunrise,Unknown,"Action, Adventure, Drama, Sci-Fi",58 min.,PG-13 - Teens 13 or older,1,"Mecha, Space",,,
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,,5.61,8489,11233,5,OVA,1,Finished Airing,"Nov 28, 2014",Idea Factory,"None found, add some","Anpro,       teamKG",Visual novel,"Fantasy, Romance",25 min.,PG-13 - Teens 13 or older,5,"Historical, Reverse Harem",,,Josei
"Kaibutsu ga, Umareta Hi.",,5.61,18356,11234,322,Special,1,Finished Airing,"Mar 31, 2017","None found, add some","None found, add some","None found, add some",Other,Supernatural,1 min.,PG - Children,0,,,,
Kaijuu Sakaba Kanpai!,,5.61,14866,11235,685,TV,13,Finished Airing,"Jul 7, 2015 to Sep 29, 2015","None found, add some","None found, add some",DLE,Original,"Comedy, Supernatural",3 min. per ep.,PG - Children,0,,Summer 2015,Tuesdays at 21:55 (JST),
Keep Calm and Carry On,,5.61,17847,11236,360,ONA,1,Finished Airing,"Oct 14, 2014","None found, add some","None found, add some","None found, add some",Other,Fantasy,1 min.,G - All Ages,0,Music,,,
Kentoushi,,5.61,14025,11237,885,OVA,3,Finished Airing,"Mar 5, 1990 to Jul 5, 1990",Miyuki Production,"None found, add some","None found, add some",Manga,Sports,42 min. per ep.,R - 17+ (violence & profanity),1,Combat Sports,,,Seinen
Kishin Houkou Demonbane (TV) Specials,,5.61,12611,11238,1,Special,2,Finished Airing,"Aug 25, 2006 to Dec 22, 2006",Nitroplus,"None found, add some","None found, add some",Visual novel,"Sci-Fi, Supernatural",6 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,,,
Ku Pao Ying Xiong,,5.61,9452,11239,3,ONA,26,Finished Airing,"Sep 2, 2017 to Feb 17, 2018",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Game,"Action, Adventure, Fantasy",13 min. per ep.,None,6,Strategy Game,,,
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Once Upon a Time in Lungmen,Lee's Detective Agency: Once Upon a Time in Lungmen,5.61,12922,11240,1,ONA,1,Finished Airing,"Jan 27, 2023","None found, add some","None found, add some",Gravity Well,Game,"Comedy, Mystery",5 min.,PG-13 - Teens 13 or older,1,"Anthropomorphic, Detective",,,
Lord of Vermilion III Special Anime Movie,,5.61,12350,11241,1,Special,1,Finished Airing,"Aug 22, 2015",Square Enix,"None found, add some",Seven Arcs Pictures,Game,"Action, Adventure, Fantasy",6 min.,PG-13 - Teens 13 or older,3,,,,
Monster ni Natta Domerica,Domerica the Monster,5.61,16431,11242,475,ONA,1,Finished Airing,Mar 2011,"None found, add some","None found, add some","None found, add some",Original,"Action, Fantasy",4 min.,G - All Ages,0,,,,
Pink Mizu Dorobou Ame Dorobou,Pink: Water Thieves Rain Thieves,5.61,11140,11243,2,Movie,1,Finished Airing,"Jul 7, 1990","None found, add some","None found, add some",Toei Animation,Manga,"Action, Comedy, Fantasy",30 min.,PG-13 - Teens 13 or older,1,,,,Shounen
Rean no Tsubasa,The Wings of Rean,5.61,8852,11244,4,ONA,6,Finished Airing,"Dec 16, 2005 to Aug 18, 2006","Bandai Visual,       Atelier Musa,       Bandai Channel","Bandai Entertainment,       Bandai Visual USA",Sunrise,Novel,"Award Winning, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,1,Mecha,,,
"Slime Boukenki: Umi da, Yeah!",,5.61,11857,11245,1,Special,1,Finished Airing,"Jul 30, 1999",Shueisha,"None found, add some",Production I.G,Game,"Action, Adventure, Comedy, Fantasy",15 min.,G - All Ages,4,Strategy Game,,,
Sprite: Between Two Worlds,,5.61,9784,11246,3,OVA,2,Finished Airing,"Apr 21, 1997 to Aug 8, 1997",Toei Video,Central Park Media,J.C.Staff,Manga,"Comedy, Romance, Ecchi",40 min. per ep.,R+ - Mild Nudity,1,School,,,Seinen
Suirin: Karma (Ni),,5.61,18351,11247,322,Movie,1,Finished Airing,1980,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,1,Music,,,
Toe! Space Attendant Aoi,,5.61,13109,11248,1,Movie,1,Finished Airing,"Mar 9, 2019","None found, add some","None found, add some","Keica,       Griot Groove",Original,"Action, Sci-Fi",24 min.,PG-13 - Teens 13 or older,1,Space,,,
