Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Eien no Filena,,5.59,11657,11307,1,OVA,6,Finished Airing,"Dec 21, 1992 to Feb 25, 1993",Tokuma Shoten,"None found, add some",Pierrot,Light novel,"Adventure, Drama, Fantasy",27 min. per ep.,R - 17+ (violence & profanity),1,,,,
G-On Riders Special,,5.59,12940,11309,1,Special,1,Finished Airing,"Mar 21, 2003","None found, add some","None found, add some",Shaft,Original,"Comedy, Sci-Fi, Ecchi",24 min.,R+ - Mild Nudity,0,,,,
Endride,,5.59,2515,11308,74,TV,24,Finished Airing,"Apr 3, 2016 to Sep 25, 2016","VAP,       Nippon Television Network,       Nippon Television Music,       Takara Tomy A.R.T.S,       CyberAgent,       Forecast Communications",Funimation,"Brain's Base,       Lapin Track",Original,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,68,Isekai,Spring 2016,Sundays at 01:55 (JST),
Go! Samurai,,5.59,14459,11310,783,ONA,1,Finished Airing,"Aug 7, 2015","None found, add some","None found, add some","None found, add some",Original,Action,6 min.,PG-13 - Teens 13 or older,0,Samurai,,,
Higanjima X,,5.59,13453,11311,1,ONA,12,Finished Airing,"Oct 15, 2016 to Mar 25, 2017","None found, add some","None found, add some","None found, add some",Manga,"Fantasy, Horror",3 min. per ep.,R - 17+ (violence & profanity),1,"Gore, Vampire",,,Seinen
Human Orchestra,,5.59,17602,11312,379,Movie,1,Finished Airing,"Sep 16, 2010","None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,0,Music,,,
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,,5.59,14350,11313,809,ONA,1,Finished Airing,"Apr 19, 2017","None found, add some","None found, add some","None found, add some",Web manga,"Comedy, Fantasy, Ecchi",2 min.,PG-13 - Teens 13 or older,1,Parody,,,
Ahiru no Pekkle no Minikui Ahiru no Ko,Pekkle in the Ugly Duckling,5.58,15738,11314,550,OVA,1,Finished Airing,"Dec 21, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,10 min.,G - All Ages,2,,,,Kids
Ankoku Cat VS,,5.58,16287,11316,490,ONA,3,Finished Airing,"Jan 21, 2011 to Jan 9, 2012","None found, add some","None found, add some",Fanworks,Original,"Action, Comedy",5 min. per ep.,G - All Ages,0,,,,
Anitore! XX: Hitotsu Yane no Shita de,Anime de Training! Xx,5.58,5386,11315,15,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016","F.M.F,       SMIRAL Animation","None found, add some",Rising Force,Original,Sports,4 min. per ep.,PG-13 - Teens 13 or older,10,,Fall 2016,Wednesdays at 22:43 (JST),
Battle Royal High School,,5.58,6696,11317,9,OVA,1,Finished Airing,"Dec 10, 1987","Tokuma Shoten,       Tokuma Japan",AnimEigo,D.A.S.T Corporation,Manga,"Action, Horror, Supernatural",59 min.,R+ - Mild Nudity,17,"Gore, Martial Arts, Mythology, Super Power",,,Shounen
Bear Bear Bear Kuma! Kumadam-hen,,5.58,11802,11318,1,Special,3,Finished Airing,"Jan 27, 2021 to Mar 24, 2021","None found, add some","None found, add some",EMT Squared,Light novel,Comedy,30 sec. per ep.,PG-13 - Teens 13 or older,0,Mecha,,,
Cheorin Samchongsa,,5.58,16610,11319,458,Movie,1,Finished Airing,"Dec 17, 1983","None found, add some","None found, add some","None found, add some",Unknown,"Action, Sci-Fi",1 hr. 10 min.,PG-13 - Teens 13 or older,0,"Mecha, Space",,,
Curly,,5.58,16451,11320,473,ONA,1,Finished Airing,"Oct 10, 2014",Echoes,"None found, add some","None found, add some",Original,Comedy,3 min.,G - All Ages,0,,,,
Elf 17,,5.58,9909,11321,3,OVA,1,Finished Airing,"Jan 14, 1987",Toei Video,"None found, add some",Agent 21,Manga,"Adventure, Comedy",29 min.,PG-13 - Teens 13 or older,0,"Martial Arts, Mecha",,,
Funny Pets 2nd Season,,5.58,14876,11322,683,TV,12,Finished Airing,"Oct 9, 2006 to Dec 25, 2006","None found, add some","None found, add some","None found, add some",Original,Comedy,6 min. per ep.,PG-13 - Teens 13 or older,1,,Fall 2006,Mondays at 23:45 (JST),
Gakuen Handsome Special,,5.58,10341,11323,2,Special,1,Finished Airing,"Dec 20, 2016","None found, add some","None found, add some",Team YokkyuFuman,Game,"Boys Love, Comedy",3 min.,PG-13 - Teens 13 or older,3,"Parody, School",,,
Garo: Guren no Tsuki - Yurugaro,,5.58,12761,11324,1,TV,8,Finished Airing,"Jan 23, 2016 to Mar 19, 2016",Pony Canyon,"None found, add some",DLE,Original,"Comedy, Fantasy",2 min. per ep.,G - All Ages,1,Parody,Winter 2016,Unknown,
Hotaru Kagayaku,,5.58,15564,11325,576,OVA,1,Finished Airing,"Apr 23, 1991",Shogakukan-Shueisha Productions,"None found, add some","None found, add some",Unknown,Drama,25 min.,G - All Ages,1,,,,Kids
Id:Indeed,,5.58,13138,11326,1,ONA,12,Finished Airing,"Jan 8, 2021 to Mar 26, 2021","None found, add some","None found, add some",NAZ,Original,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,Black Lion,5.58,8743,11327,4,OVA,1,Finished Airing,"Nov 21, 1992","Nippon Columbia,       Dynamic Planning",ADV Films,"Tokyo Kids,       Minami Machi Bugyousho",Manga,"Action, Adventure, Sci-Fi",42 min.,R - 17+ (violence & profanity),5,"Gore, Historical, Samurai",,,Shounen
Jirijiri Moyou no Ryuuryuu Tenten,,5.58,16904,11328,432,ONA,1,Finished Airing,"Jul 7, 2012","None found, add some","None found, add some","None found, add some",Original,Fantasy,1 min.,G - All Ages,0,,,,
Karuizawa Syndrome,,5.58,12091,11329,1,OVA,1,Finished Airing,"Mar 21, 1986","Kitty Films,       Shogakukan","None found, add some",Kitty Film Mitaka Studio,Manga,"Comedy, Drama, Romance, Slice of Life",1 hr. 9 min.,R+ - Mild Nudity,1,,,,Seinen
Nar Doma,,5.58,10410,11330,2,TV,26,Finished Airing,"May 17, 2015 to Nov 12, 2015",comico,"None found, add some",Kachidoki Studio,Web manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,3,,Spring 2015,Sundays at 04:50 (JST),
Otome wa Boku ni Koishiteru: Trinkle Stars The Animation,,5.58,8321,11331,5,OVA,1,Finished Airing,"Jan 28, 2022","Brave Hearts,       EXNOA","None found, add some",Blue bread,Visual novel,Romance,20 min.,PG-13 - Teens 13 or older,18,"Crossdressing, School",,,
Pole Princess!!,,5.58,9200,11333,4,ONA,14,Finished Airing,"Dec 28, 2022 to Apr 3, 2023",Avex Pictures,"None found, add some",Tatsunoko Production,Original,,5 min. per ep.,PG-13 - Teens 13 or older,18,Performing Arts,,,
"PLUG, THe NeW WORLD",,5.58,17467,11332,388,ONA,1,Finished Airing,"Jul 30, 2011","None found, add some","None found, add some",dwarf,Original,Fantasy,12 min.,G - All Ages,0,,,,
Qin Shi Mingyue: Guoqing Tebie Pian,,5.58,15609,11334,569,ONA,1,Finished Airing,"Oct 1, 2015","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Comedy",9 min.,PG-13 - Teens 13 or older,0,"Martial Arts, Parody",,,
Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,,5.58,17475,11335,388,ONA,1,Finished Airing,"Aug 25, 2009","None found, add some","None found, add some","None found, add some",Unknown,,15 min.,G - All Ages,0,Educational,,,Kids
