Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Runway de Waratte Mini Anime,,5.50,10717,11591,2,ONA,42,Finished Airing,"Nov 5, 2019 to Mar 26, 2020",Bit Promotion,"None found, add some",AQUA ARIS,Manga,Comedy,45 sec. per ep.,PG-13 - Teens 13 or older,0,Visual Arts,,,
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,,5.50,13816,11592,946,TV Special,1,Finished Airing,"Jan 10, 2018",Tochigi TV,"None found, add some",Production IMS,Other,Supernatural,14 min.,G - All Ages,0,"Idols (Female), Music",,,
SF Saiyuuki Starzinger (Movie),,5.50,14203,11593,844,Movie,1,Finished Airing,"Mar 17, 1979","None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Sci-Fi",22 min.,G - All Ages,0,Mecha,,,
Suiren no Hito,Nostalgia,5.50,15710,11594,553,Movie,1,Finished Airing,2000,"None found, add some","None found, add some",Tomoyasu Murata Company,Unknown,"Award Winning, Drama",16 min.,PG - Children,0,,,,
Suisei no Freyline: Prologue,,5.50,14277,11595,825,TV Special,1,Finished Airing,"Mar 31, 2022",BS Fuji,"None found, add some",STUDIO6'oN,Original,Fantasy,7 min.,PG-13 - Teens 13 or older,0,"Idols (Female), Isekai",,,
Tokyo Fantasia,,5.50,16625,11596,456,Movie,1,Finished Airing,2005,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,8 min.,G - All Ages,0,Music,,,
YanYan Machiko,,5.50,14605,11597,744,ONA,11,Finished Airing,"Dec 25, 2009 to Aug 20, 2015","None found, add some","None found, add some",Kanaban Graphics,Unknown,"Comedy, Slice of Life",2 min. per ep.,G - All Ages,0,,,,
Yawaraka Atom,,5.50,17042,11598,420,ONA,7,Finished Airing,Oct 2007 to Oct 2008,"None found, add some","None found, add some",Fanworks,Unknown,Comedy,3 min. per ep.,G - All Ages,0,Parody,,,
A Brightening Life,,5.50,15719,11599,553,Movie,1,Finished Airing,2010,Geidai Animation,"None found, add some","None found, add some",Original,Drama,8 min.,PG - Children,2,Music,,,
Baka Misérables,,5.50,15892,11600,534,ONA,3,Finished Airing,"May 21, 2013 to Jun 28, 2013",Fuji TV,"None found, add some",DLE,Unknown,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,"Music, Parody",,,
Bermuda Triangle: Colorful Pastrale,,5.50,6767,11601,8,TV,12,Finished Airing,"Jan 12, 2019 to Mar 30, 2019",Bushiroad,Sentai Filmworks,Seven Arcs Pictures,Original,Fantasy,25 min. per ep.,PG-13 - Teens 13 or older,18,"Idols (Female), Music",Winter 2019,Saturdays at 22:00 (JST),
Bucket no Naka no Kaka,Kaka in the bucket.,5.50,16417,11602,476,ONA,1,Finished Airing,"Dec 31, 2009","None found, add some","None found, add some","None found, add some",Original,Fantasy,7 min.,G - All Ages,0,,,,
Byeolnala Samchongsa,,5.50,15665,11603,556,Movie,1,Finished Airing,"Jul 21, 1979",Sunwoo Entertainment,"None found, add some","None found, add some",Unknown,"Adventure, Sci-Fi",1 hr. 13 min.,PG - Children,0,,,,
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,Gigant Big-Shot Tsukasa,5.50,15269,11604,620,TV,32,Finished Airing,"Apr 1, 2014 to Feb 10, 2015","NHK,       Asmik Ace,       Bushiroad,       FOREST Hunting One","None found, add some",Fanworks,Original,"Action, Comedy",9 min. per ep.,PG-13 - Teens 13 or older,2,Strategy Game,Spring 2014,Unknown,Kids
Daisougen to Hakuba,The Prince and the White Horse,5.50,14629,11605,740,OVA,1,Finished Airing,Jul 2000,Shinano Kikaku,"None found, add some",Toei Animation,Unknown,Adventure,25 min.,G - All Ages,0,"Historical, Music",,,
Fussa-shi PR Anime,Fussa City Promotion Animation,5.50,16054,11606,516,ONA,2,Finished Airing,"Jan 9, 2017 to Dec 4, 2017","None found, add some","None found, add some","None found, add some",Original,Slice of Life,4 min. per ep.,G - All Ages,0,,,,
Garo: Honoo no Kokuin - Yurugaro,,5.50,11508,11607,1,TV,23,Finished Airing,"Oct 17, 2014 to Feb 28, 2015",Pony Canyon,"None found, add some",DLE,Original,"Comedy, Fantasy",1 min. per ep.,PG - Children,0,Parody,Fall 2014,Unknown,
Hagane Orchestra,,5.50,8371,11608,5,TV,12,Finished Airing,"Oct 10, 2016 to Dec 26, 2016","None found, add some","None found, add some",Fanworks,Game,"Adventure, Comedy",4 min. per ep.,PG-13 - Teens 13 or older,4,"Parody, Strategy Game",Fall 2016,Mondays at 01:00 (JST),
Hakusai Anime,,5.50,15009,11609,664,ONA,4,Finished Airing,"Jul 15, 2013 to Apr 14, 2021","None found, add some","None found, add some","None found, add some",Original,"Comedy, Romance",4 min. per ep.,PG - Children,0,School,,,
Ali Baba to 40-hiki no Touzoku,,5.49,11236,11610,2,Movie,1,Finished Airing,"Jul 18, 1971","None found, add some","None found, add some",Toei Animation,Unknown,"Action, Fantasy",55 min.,G - All Ages,1,,,,
Cosmos Pink Shock,,5.49,9639,11611,3,OVA,1,Finished Airing,"Jul 21, 1986",Victor Entertainment,"None found, add some",AIC,Original,"Comedy, Sci-Fi",35 min.,PG-13 - Teens 13 or older,6,"Parody, Space",,,
Docchi ni Suru?,Your Choice!,5.49,13812,11612,945,Movie,1,Finished Airing,1999,Dentsu,"None found, add some","Yamamura Animation, Inc.",Unknown,Comedy,10 min.,G - All Ages,1,,,,Kids
Duel Masters VSRF,Duel Masters Versus Revolution Final,5.49,11759,11613,1,TV,51,Finished Airing,"Apr 3, 2016 to Mar 26, 2017","TV Tokyo,       Shogakukan-Shueisha Productions,       Studio Hibari","None found, add some",Ascension,Original,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,5,,Spring 2016,Sundays at 08:30 (JST),Kids
Gegege no Kitarou: Youkai Japan Rally 3D,,5.49,14694,11614,724,Movie,1,Finished Airing,"Jul 12, 2008","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy, Supernatural",8 min.,G - All Ages,0,Racing,,,
Glass no Kamen desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,,5.49,13204,11615,1,Movie,1,Finished Airing,"Jun 22, 2013","None found, add some","None found, add some",DLE,Manga,Comedy,52 min.,PG-13 - Teens 13 or older,0,Parody,,,Shoujo
Jakusansei Million Arthur Specials,,5.49,14144,11616,862,Special,3,Finished Airing,"Jul 6, 2016 to Aug 25, 2016",Square Enix,"None found, add some",Gathering,Web manga,"Comedy, Fantasy, Ecchi",1 min. per ep.,PG-13 - Teens 13 or older,0,Parody,,,
Kakusansei Million Arthur,Kaku-San-Sei Million Arthur,5.49,13511,11617,1,ONA,1,Finished Airing,"Mar 23, 2012","None found, add some","None found, add some","None found, add some",Card game,Fantasy,1 min.,G - All Ages,0,"Music, Strategy Game",,,
Kamiusagi Rope x Boruto: Naruto Next Generations,Paper Rabbit Rope x Boruto: Naruto Next Generations,5.49,6922,11618,8,ONA,1,Finished Airing,"Oct 12, 2017",TOHO,"None found, add some","None found, add some",Other,Comedy,1 min.,G - All Ages,26,,,,
Kanojo ga Kanji wo Suki na Riyuu.,,5.49,11118,11619,2,ONA,2,Finished Airing,"Sep 14, 2015 to Oct 13, 2015",Beyond C.,"None found, add some",Studio 4°C,Original,Slice of Life,2 min. per ep.,PG - Children,0,School,,,
Koukyousei Million Arthur,Kou-Kyou-Sei Million Arthur,5.49,12367,11620,1,ONA,1,Finished Airing,"Sep 25, 2018","None found, add some","None found, add some","None found, add some",Game,Fantasy,1 min.,G - All Ages,0,"Music, Strategy Game",,,
"Kumo no Ue wa Itsumo, Hare",,5.49,15820,11621,542,ONA,1,Finished Airing,"Nov 27, 2021","None found, add some","None found, add some","None found, add some",Original,"Drama, Slice of Life",18 min.,PG-13 - Teens 13 or older,2,,,,
Lance N' Masques,,5.49,3124,11622,50,TV,12,Finished Airing,"Oct 2, 2015 to Dec 18, 2015","Pony Canyon,       TBS,       DAX Production,       KlockWorx,       Docomo Anime Store,       NichiNare",Ponycan USA,Studio Gokumi,Light novel,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,21,,Fall 2015,Fridays at 01:46 (JST),
Lime-iro Ryuukitan X,,5.49,8383,11623,5,TV,13,Finished Airing,"Jan 5, 2005 to Mar 30, 2005",KSS,"None found, add some",A.C.G.T.,Visual novel,"Drama, Supernatural, Ecchi",25 min. per ep.,R+ - Mild Nudity,5,"Harem, Historical, Mecha",Winter 2005,Wednesdays at 01:30 (JST),
Mahou no Yousei Persia Pilot,,5.49,15315,11624,612,Special,1,Finished Airing,"May 23, 2003","None found, add some","None found, add some",Pierrot,Original,,3 min.,PG - Children,0,Mahou Shoujo,,,
Mayoiga,The Lost Village,5.49,1122,11625,218,TV,12,Finished Airing,"Apr 1, 2016 to Jun 17, 2016","WOWOW,       Mainichi Broadcasting System,       Pony Canyon,       KlockWorx,       Studio Mausu,       Azumaker,       Shogakukan",Ponycan USA,Diomedéa,Original,"Drama, Horror, Mystery, Suspense",24 min. per ep.,R - 17+ (violence & profanity),293,"Psychological, Survival",Spring 2016,Fridays at 22:30 (JST),
