Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Oned,,5.40,18078,11890,341,ONA,1,Finished Airing,Oct 2013,"None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,0,Music,,,
Oshizuka ni,,5.40,17926,11891,354,Movie,1,Finished Airing,1980,"None found, add some","None found, add some","None found, add some",Original,,4 min.,G - All Ages,0,,,,Kids
Prayers,,5.40,12172,11892,1,OVA,2,Finished Airing,"Aug 26, 2005 to Nov 25, 2005","KSS,       Soft Garage","None found, add some",PPM,Original,Sci-Fi,27 min. per ep.,R - 17+ (violence & profanity),0,,,,
Robocar Poli,,5.40,15327,11893,611,TV,26,Finished Airing,"Feb 28, 2011 to Jul 12, 2011",RoiVisual,"None found, add some","None found, add some",Original,Comedy,11 min. per ep.,PG - Children,0,Racing,Winter 2011,Not scheduled once per week,Kids
Sara Ke Puccho,,5.40,19262,11894,268,ONA,1,Finished Airing,"Jan 20, 2015","None found, add some","None found, add some","None found, add some",Original,,4 min.,G - All Ages,0,Parody,,,
Sonoda,,5.40,14854,11895,687,ONA,1,Finished Airing,"Jul 25, 2019","None found, add some","None found, add some","None found, add some",Original,Slice of Life,1 min.,G - All Ages,0,,,,
Suzakinishi The Animation,,5.40,8288,11896,5,TV,12,Finished Airing,"Jul 8, 2015 to Sep 23, 2015","None found, add some","None found, add some",feel.,Radio,"Comedy, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,3,,Summer 2015,Wednesdays at 21:55 (JST),
Tamala 2010: A Punk Cat in Space OVA,,5.40,11888,11897,1,OVA,2,Finished Airing,"Aug 24, 2007","None found, add some","None found, add some",Pierrot,Original,"Avant Garde, Sci-Fi",17 min. per ep.,G - All Ages,2,,,,
UFO Nitsukamatta Kodomo-tachi,,5.39,17935,11900,353,OVA,1,Finished Airing,1991,Gakken,"None found, add some","None found, add some",Unknown,Sci-Fi,20 min.,G - All Ages,1,,,,Kids
Tarou-san no Kisha,Taro's Toy Train,5.40,11439,11898,1,Movie,1,Finished Airing,"Jun 18, 1929","None found, add some","None found, add some","None found, add some",Original,Action,15 min.,G - All Ages,2,,,,
Shironeko Project: Zero Chronicle,Shironeko Project ZERO CHRONICLE,5.39,2114,11899,98,TV,12,Finished Airing,"Apr 6, 2020 to Jun 22, 2020","NBCUniversal Entertainment Japan,       COLOPL,       Kadokawa,       GREE",Funimation,Project No.9,Game,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,208,,Spring 2020,Mondays at 22:00 (JST),
Wonder-kun no Hatsu Yume Uchuu Ryokou,,5.39,16144,11901,505,TV Special,1,Finished Airing,"Jan 2, 1969",Mushi Production,"None found, add some","None found, add some",Original,Adventure,11 min.,G - All Ages,0,,,,
Yume ga Shagandeiru,,5.39,17677,11902,374,Movie,4,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,7 min. per ep.,G - All Ages,0,,,,
Zekkyou Gakkyuu: Tensei,,5.39,9138,11903,4,Special,2,Finished Airing,"Apr 26, 2016 to May 31, 2016","None found, add some","None found, add some","None found, add some",Manga,"Horror, Supernatural",1 min. per ep.,G - All Ages,0,,,,Shoujo
After Hours,,5.39,19434,11904,259,Special,1,Finished Airing,2020,"CEKAI,       MTV Japan","None found, add some","None found, add some",Original,Comedy,51 sec.,G - All Ages,0,,,,
Akiba-chan,,5.39,10296,11906,2,TV,10,Finished Airing,"Jul 25, 2008 to Aug 1, 2008",Kids Station,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",5 min. per ep.,G - All Ages,7,,Summer 2008,Unknown,Kids
Amrita no Kyouen,The Feast of Amrita,5.39,7451,11907,7,Movie,1,Finished Airing,"May 26, 2023","None found, add some",Sentai Filmworks,"None found, add some",Original,"Fantasy, Horror, Mystery",47 min.,R - 17+ (violence & profanity),12,,,,
Aguu: Tensai Ningyou,Aguu: Genius Dolls,5.39,7379,11905,7,TV,12,Finished Airing,"Jul 10, 2018 to Sep 25, 2018",Tencent Animation & Comics,"None found, add some",Studio Deen,Web manga,"Action, Drama, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,6,,Summer 2018,Tuesdays at 00:00 (JST),
Are wa Dare?,Who's That?,5.39,16696,11908,448,Movie,1,Finished Airing,1976,"None found, add some","None found, add some","None found, add some",Original,,21 min.,G - All Ages,0,,,,Kids
Capricorn,,5.39,9244,11909,3,OVA,1,Finished Airing,"Apr 5, 1991","Anime R,       Imagine",ADV Films,Aubec,Manga,"Adventure, Comedy, Fantasy, Sci-Fi",47 min.,PG-13 - Teens 13 or older,2,Isekai,,,Shoujo
Chuumon no Ooi Ryouriten,,5.39,12454,11910,1,Movie,1,Finished Airing,Nov 1958,Gakken,"None found, add some","None found, add some",Book,"Fantasy, Horror, Supernatural",18 min.,G - All Ages,0,,,,
Clione no Akari,Lights of the Clione,5.39,5680,11911,13,TV,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017","Kyotoma,       Kanetsu Investment","None found, add some",drop,Novel,Drama,9 min. per ep.,PG-13 - Teens 13 or older,7,School,Summer 2017,Wednesdays at 20:20 (JST),
Copihan,,5.39,6777,11912,8,ONA,7,Finished Airing,"Aug 12, 2011 to Nov 3, 2011","Studio Mausu,       Slow Curve","None found, add some",Gonzo,Manga,"Comedy, Sci-Fi",6 min. per ep.,PG-13 - Teens 13 or older,6,School,,,
Devidol!,,5.39,9973,11913,3,TV,11,Finished Airing,"Oct 5, 2018 to Dec 21, 2018","None found, add some","None found, add some","None found, add some",Other,Comedy,14 min. per ep.,PG-13 - Teens 13 or older,3,,Fall 2018,Fridays at 01:05 (JST),
Furidashi,Starting Over,5.39,18249,11915,328,Movie,1,Finished Airing,2016,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,8 min.,G - All Ages,1,Music,,,
Hyoutan,The Gourd-Bottle,5.39,17098,11917,416,Movie,1,Finished Airing,1976,"None found, add some","None found, add some",Studio Zero,Unknown,,2 min.,R+ - Mild Nudity,1,Psychological,,,
Dies Irae,,5.39,1627,11914,141,TV,11,Finished Airing,"Oct 14, 2017 to Dec 23, 2017","Genco,       DMM pictures,       Greenwood,       My Theater D.D.,       Brave Hearts,       Crunchyroll SC Anime Fund","Funimation,       Crunchyroll",A.C.G.T.,Visual novel,Action,23 min. per ep.,R - 17+ (violence & profanity),213,"Military, Super Power",Fall 2017,Saturdays at 01:05 (JST),
Hakyuu Houshin Engi,Hakyu Hoshin Engi,5.39,4802,11916,21,TV,23,Finished Airing,"Jan 12, 2018 to Jun 29, 2018","NBCUniversal Entertainment Japan,       i0+",Funimation,C-Station,Manga,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,21,Mythology,Winter 2018,Fridays at 22:00 (JST),Shounen
Joseito,School Girl,5.39,11429,11918,1,OVA,1,Finished Airing,"Aug 1, 2006","None found, add some","None found, add some",Toei Animation,Unknown,"Drama, Slice of Life",24 min.,PG-13 - Teens 13 or older,3,School,,,
Kakinoki Mokkii,,5.39,16538,11919,465,TV Special,1,Finished Airing,"Jun 30, 2008",NHK,"None found, add some","None found, add some",Original,Fantasy,5 min.,G - All Ages,0,,,,Kids
KY-kei JC Kuuki-chan,,5.39,13768,11920,961,ONA,6,Finished Airing,"Aug 5, 2013 to Sep 9, 2013",CoMix Wave Films,"None found, add some","None found, add some",Original,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,School,,,
Megami Paradise,,5.39,9512,11921,3,OVA,2,Finished Airing,"Jun 7, 1995 to Aug 4, 1995",Studio Fantasia,ADV Films,animate Film,Visual novel,"Adventure, Fantasy, Ecchi",30 min. per ep.,R+ - Mild Nudity,4,,,,
Modern No.2,,5.39,12933,11922,1,Movie,1,Finished Airing,2011,"None found, add some","None found, add some",Mirai Film,Original,Avant Garde,4 min.,G - All Ages,0,,,,
OZ,,5.39,11178,11923,2,OVA,2,Finished Airing,"Aug 28, 1992 to Sep 25, 1992","Victor Entertainment,       Hakusensha","None found, add some",Madhouse,Manga,"Action, Drama, Sci-Fi",35 min. per ep.,R - 17+ (violence & profanity),1,Military,,,Shoujo
Pianoman Trailer,,5.39,15844,11924,540,ONA,1,Finished Airing,"Dec 28, 2017","None found, add some","None found, add some",Echoes,Original,,1 min.,PG-13 - Teens 13 or older,0,"Music, Psychological",,,
Ponkotsu Quest x Gatchaman Special,,5.39,15125,11925,641,ONA,1,Finished Airing,"Mar 2, 2014",VAP,"None found, add some","None found, add some",Other,"Comedy, Fantasy",4 min.,G - All Ages,0,Parody,,,
Ramen Chai-nyan,,5.39,17160,11926,412,OVA,1,Finished Airing,"Feb 14, 2001","None found, add some","None found, add some",Ishikawa Pro,Original,"Action, Comedy",5 min.,PG-13 - Teens 13 or older,1,Mecha,,,
Saiyuuki: Son Gokuu Monogatari,,5.39,12414,11927,1,Movie,1,Finished Airing,1926,"None found, add some","None found, add some","None found, add some",Novel,Adventure,8 min.,G - All Ages,2,,,,
SD Gundam Force,,5.39,6562,11928,9,TV,52,Finished Airing,"Jan 7, 2004 to Dec 29, 2004","Bandai Visual,       Sotsu,       TV Tokyo Music",Bandai Entertainment,Sunrise,Original,"Adventure, Comedy, Fantasy",25 min. per ep.,PG-13 - Teens 13 or older,12,Mecha,Winter 2004,Wednesdays at 18:00 (JST),
Kandagawa Jet Girls Recap,,5.38,9535,11929,3,TV Special,1,Finished Airing,"Nov 5, 2019","None found, add some",Sentai Filmworks,TNK,Mixed media,"Sci-Fi, Ecchi",23 min.,PG-13 - Teens 13 or older,3,Racing,,,
Kremlin,,5.38,12782,11930,1,ONA,5,Finished Airing,"Sep 14, 2012 to Feb 22, 2013","None found, add some","None found, add some",DLE,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,0,,,,Seinen
Listeners,,5.38,2760,11931,64,TV,12,Finished Airing,"Apr 4, 2020 to Jun 20, 2020","Mainichi Broadcasting System,       Slow Curve,       DMM pictures,       dugout,       DMM Music",Funimation,MAPPA,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,52,"Mecha, Music",Spring 2020,Saturdays at 01:55 (JST),
